analysis,model_tier,model_type,organ,organ_label,term,term_type,exposure_label,exposure_window,endpoint,n,people,centers,adverse_events,coefficient,std_error,conf_low,conf_high,hazard_ratio,hr_conf_low,hr_conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.007116200764269635,0.0011037766270631702,0.004952798575225821,0.009279602953313449,1.0071415810890383,1.0049650839560542,1.009322791957699,1.1398163691711102e-10,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.03354931014427353,0.027586780274619957,-0.020520779193981584,0.08761939948252864,1.0341184349983004,0.9796883391289737,1.0915725898647752,0.22393265585822789,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.4108855222021771,0.08284472609118035,-0.5732611853408907,-0.24850985906346362,0.6630628332290851,0.5636841594373028,0.7799621711006819,7.059978309474764e-7,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.8125001224729869,0.26146313257259807,-1.3249678623152792,-0.30003238263069465,0.44374725573402474,0.26581150151788985,0.7407942314272853,0.001886685921409977,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-1.5622921306007227,0.7123380499832888,-2.9584747085679686,-0.16610955263347682,0.20965496347316165,0.05189801643248267,0.846953443126613,0.028293749067196908,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.2616768696816622,0.2182451797331761,-0.6894374219586874,0.16608368259536294,0.7697597162275136,0.501858324136368,1.1806718992782042,0.23052634357511148,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.018199528227941505,0.4177463096536469,-0.8005832386932065,0.8369822951490894,1.0183661489128812,0.4490669744880412,2.3093874013647153,0.965250368330076,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.460234801242853,0.07238005648250698,-0.6020997119485667,-0.3183698905371393,0.6311354367228524,0.5476604986956092,0.7273337047971746,2.0361960570227465e-10,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.24600309037386464,0.0798967260292189,0.08940550735659558,0.4026006733911337,1.278903525825663,1.0935239984569955,1.4957094957926833,0.002076873372669215,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.03014894207620341,0.04299137958809015,-0.1144120460688601,0.054114161916453275,0.9703010041394214,0.8918903802335291,1.0556051051783462,0.4831290560265037,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.006719002062492547,0.001098088042685622,0.004566749498828728,0.008871254626156365,1.006741625196763,1.0045771929908733,1.0089107208240466,9.427136300564499e-10,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.03308784389732724,0.027585441381800958,-0.020979621211002636,0.08715530900565711,1.0336413343365962,0.9792389200694546,1.0910661189542585,0.23034616555125154,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.4057648541120695,0.0828465535308661,-0.568144099032567,-0.2433856091915719,0.6664668659436267,0.5665759724500941,0.7839691497680743,9.692152896043835e-7,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.8110663683701941,0.2615191696924017,-1.3236439409673015,-0.29848879577308673,0.4443839364952971,0.266163648095037,0.7419385946519061,0.0019263076354706183,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-1.5738957504139357,0.7123194964784367,-2.9700419635116715,-0.1777495373161997,0.20723626694108585,0.05130115751002752,0.8371520725878835,0.02713736377832274,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.27934706113208857,0.21824274710376443,-0.7071028454554669,0.14840872319128973,0.7562773831776531,0.49307063198483225,1.1599869130385223,0.20055102620782653,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.005190114702309374,0.417582050493248,-0.8132707042644567,0.8236509336690754,1.0052036066791579,0.4434054438926458,2.2788044323727927,0.990083372194765,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.45660535268902847,0.07248530165562445,-0.5986765439340523,-0.3145341614440046,0.6334302722956235,0.5495384450266371,0.7301289172608467,2.9902762080971024e-10,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.26660062342569313,0.08003677580100006,0.109728542855733,0.4234727039956533,1.3055189485152299,1.1159750899266323,1.5272560654058709,8.654189206496333e-4,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,0.12377049260933952,0.025669662959950452,0.07345795320783663,0.1740830320108424,1.1317560948018548,1.0762232839837902,1.1901543826294294,1.4236552542286075e-6,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,0.0066960894221531645,0.0010942600141986753,0.004551339794323761,0.008840839049982568,1.0067185583522524,1.0045617128724493,1.0088800346898354,9.399587239133925e-10,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,0.03216399265433058,0.027371138406682687,-0.02148343862276749,0.08581142393142865,1.0326868444762667,0.9787456867114559,1.08960083628828,0.23995225664703218,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,-0.4328084692807006,0.08158054985068297,-0.5927063469880393,-0.27291059157336195,0.648684722959142,0.5528291109605427,0.7611608387797296,1.1249405386450416e-7,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,-0.8273289464414256,0.2609817081043338,-1.3388530943259198,-0.31580479855693144,0.43721555420807545,0.26214615314414175,0.7292017775151791,0.0015240490492252651,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,-1.5780359550024339,0.5829999391216184,-2.7207158356808057,-0.43535607432406187,0.2063800400980147,0.06582761580048832,0.6470342337773413,0.006794509725719086,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,-0.24187301868236305,0.21398975455469668,-0.6612929376095685,0.17754690024484243,0.785155871349165,0.5161835097836529,1.194284068804225,0.25834904894928823,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,0.11264179964213229,0.38619909402133457,-0.6443084246396834,0.869592023923948,1.1192309522095332,0.5250255112889998,2.3859372496174247,0.7705407112328234,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,-0.45603003174470874,0.07111251617515374,-0.59541056344801,-0.3166495000414074,0.6337948028490177,0.5513361609189723,0.7285860797682394,1.4287501491879485e-10,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,0.2142630030006343,0.07986283407573029,0.05773184821220295,0.37079415778906566,1.2389484591101951,1.0594308693358327,1.448884801038343,0.0072989528668792845,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.0883113720152722,0.039795451355918936,0.01031228735767109,0.1663104566728733,1.0923281895114079,1.0103656422388494,1.1809396754202015,0.026477724288355528,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.07517000341915049,0.03045155429590677,0.015484956999173224,0.13485504983912777,1.0780674104526653,1.0156054701894708,1.144370895583391,0.013567639895150654,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.007282587133185213,0.0011059480173028961,0.0051149290192715365,0.00945024524709889,1.0073091696615402,1.0051280326004775,1.009495039810055,4.55108463203524e-11,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.03521703984805338,0.027597403320819485,-0.018873870660752808,0.08930795035685957,1.035844503937731,0.9813031255523769,1.0934173227401327,0.20192025524554744,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.4133741554309241,0.08285399558773916,-0.5757679867828929,-0.2509803240789553,0.661414764599323,0.5622728848052765,0.7780376800163146,6.063363633954562e-7,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.8101579427243033,0.2613933756333432,-1.322488958965656,-0.2978269264829506,0.44478780967643483,0.26647123991539373,0.7424298235696077,0.0019392475997848696,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-1.5336534731400886,0.7124449090684224,-2.9300454949141965,-0.13726145136598067,0.21574600345780512,0.05339460890678774,0.8717422781253501,0.03134520893663621,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.24498674496530654,0.21835854253645554,-0.6729694883367594,0.18299599840614633,0.7827149130864366,0.5101913189890517,1.2008096029188902,0.2618849105906376,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.026158982420147144,0.41781269598089193,-0.792753901702401,0.8450718665426953,1.026504131612608,0.4525966707229883,2.328145124299153,0.9500775817014738,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.4505805885364324,0.07248221921771549,-0.5926457382031547,-0.30851543886971006,0.6372580594724607,0.5528626182766154,0.7345366116965828,5.085955010302943e-10,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.22090087485373994,0.08047607934958147,0.06316775932856025,0.37863399037891965,1.2471997955743461,1.0652055224062191,1.4602884582938667,0.0060524561436969635,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.08805283754372809,0.04062212325092423,0.008433475971916599,0.16767219911553957,1.092045821522682,1.0084691379112753,1.182548906528928,0.03018852791724197,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.07551654551605397,0.03235562534030198,0.012099519849062088,0.13893357118304583,1.078441070934491,1.0121730151595552,1.1490477675844726,0.019598123703860798,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.0014395019503068492,0.04542773238490361,-0.08759885352410422,0.09047785742471791,1.001440538530566,0.9161283046630708,1.0946972679566163,0.9747210759432454,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.007282613905291786,0.0011059526425014677,0.00511494672598891,0.009450281084594662,1.0073091966293288,1.0051280503979956,1.0094950759878298,4.5511866804749857e-11,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.03521971402331817,0.027597534435539785,-0.018871453470339805,0.08931088151697615,1.0358472739711855,0.9813054975517509,1.0934205277260771,0.20188815078037764,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.4134316696697539,0.08287377842920993,-0.5758642753910054,-0.25099906394850247,0.6613767249265081,0.562218746938291,0.7780230998283042,6.078980127418806e-7,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.8101914778741033,0.2613955937562145,-1.3225268416362836,-0.2978561141119228,0.4447728939007109,0.2664611454643839,0.7424081541196209,0.0019385800468860776,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-1.5338498355399095,0.7124717435127096,-2.9302944528248203,-0.13740521825499874,0.21570364321393004,0.05338131755107846,0.8716169594585518,0.03132991271311921,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.24507138436121506,0.21837509492454274,-0.6730865704133189,0.1829438016908887,0.7826486673725626,0.5101315882267509,1.2007469262377406,0.2617562871287269,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.026298181881484556,0.41783464126414915,-0.7926577149962477,0.8452540787592169,1.0266470303802742,0.4526402065997138,2.328569379433696,0.9498149123258397,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,-0.4506717590467881,0.07253917159188235,-0.5928485353668775,-0.3084949827266987,0.6371999629783341,0.5527505106736367,0.7345516376362446,5.20468813060767e-10,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.2210289857549249,0.08057717176335241,0.06309772909875419,0.3789602424110956,1.2473595856993247,1.0651309284306416,1.4607649580962359,0.006086733316550994,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LU,Lung,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.3926640713474748,0.03421997919549728,0.3255929121243001,0.45973523057064947,1.4809208220241472,1.384851497853623,1.5836546261485769,1.7678521554051326e-30,0.6549869682153849,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LU,Lung,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.008477344760931435,0.0011013501828937304,0.006318698402459724,0.010635991119403148,1.0085133792015133,1.0063387034903866,1.0106927543388193,1.3904838196302484e-14,0.6549869682153849,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
