zip,waitlist_candidates,waitlist_episodes,count_bin
04284,4,4,<50
04287,12,12,<50
04289,2,2,<50
04290,2,2,<50
04292,2,2,<50
04294,8,8,<50
04330,63,68,50-99
04332,3,4,<50
04342,6,6,<50
04344,9,12,<50
04345,34,36,<50
04346,3,3,<50
04347,6,6,<50
04348,10,10,<50
04349,6,6,<50
04350,7,7,<50
04351,8,8,<50
04352,5,5,<50
04353,2,2,<50
04354,3,4,<50
04355,7,7,<50
04357,8,10,<50
04358,14,15,<50
04360,2,2,<50
04361,1,1,<50
04363,6,6,<50
04364,6,7,<50
04401,96,101,50-99
04402,3,3,<50
04406,1,1,<50
04410,1,1,<50
04411,2,2,<50
04412,29,32,<50
04414,2,3,<50
04415,1,1,<50
04416,17,17,<50
04418,5,5,<50
04419,7,7,<50
04421,1,1,<50
04422,7,7,<50
04426,10,10,<50
04427,7,8,<50
04428,4,5,<50
04429,10,11,<50
04430,4,4,<50
04434,4,4,<50
04435,4,4,<50
04438,3,3,<50
04441,2,2,<50
04443,5,5,<50
04444,10,10,<50
04448,5,5,<50
04449,7,7,<50
04450,2,2,<50
04451,1,1,<50
04453,1,1,<50
04456,5,5,<50
04457,13,14,<50
04459,2,2,<50
04461,6,6,<50
04462,15,16,<50
04463,7,7,<50
04464,2,3,<50
04468,20,22,<50
04469,1,1,<50
04472,3,3,<50
04473,9,9,<50
04474,5,5,<50
04475,1,1,<50
04476,3,3,<50
04478,1,1,<50
04479,2,2,<50
04488,1,2,<50
04489,2,2,<50
04496,11,13,<50
04497,1,1,<50
04506,1,1,<50
04507,1,1,<50
04530,36,38,<50
04532,1,1,<50
04537,8,10,<50
04538,7,7,<50
04539,1,1,<50
04543,6,6,<50
04544,1,1,<50
04547,3,3,<50
04548,3,3,<50
04551,2,2,<50
04553,2,2,<50
04554,1,1,<50
04555,6,7,<50
04556,3,3,<50
04558,2,2,<50
04560,1,1,<50
04562,5,5,<50
04563,3,4,<50
04564,1,1,<50
04568,2,2,<50
04571,3,4,<50
04572,12,12,<50
04573,1,1,<50
04574,3,4,<50
04576,2,2,<50
04578,13,14,<50
04579,10,12,<50
04605,21,23,<50
04606,2,2,<50
04607,4,4,<50
04609,13,13,<50
04611,3,3,<50
04612,2,2,<50
04614,5,6,<50
04617,2,2,<50
04619,6,6,<50
04625,1,2,<50
04627,1,1,<50
04628,1,1,<50
04630,1,1,<50
04631,5,5,<50
04634,5,5,<50
04635,1,1,<50
04640,3,3,<50
04643,4,4,<50
04644,1,1,<50
04649,2,2,<50
04650,1,1,<50
04652,3,4,<50
04653,1,1,<50
04654,3,3,<50
04655,1,1,<50
04658,5,5,<50
04660,2,2,<50
04664,3,3,<50
04666,2,2,<50
04667,7,7,<50
04668,2,2,<50
04671,2,2,<50
04672,1,1,<50
04674,1,1,<50
04675,1,1,<50
04679,4,4,<50
04680,3,3,<50
04681,4,4,<50
04684,4,4,<50
04685,1,1,<50
04686,1,1,<50
04694,7,8,<50
04704,1,1,<50
04730,20,22,<50
04732,6,7,<50
04733,1,1,<50
04735,1,2,<50
04736,20,21,<50
04739,2,2,<50
04740,5,6,<50
04742,11,11,<50
04743,7,9,<50
04745,6,6,<50
04747,3,3,<50
04750,1,1,<50
04755,1,1,<50
04756,7,8,<50
04757,7,8,<50
04758,6,6,<50
04760,1,1,<50
04761,1,1,<50
04762,2,2,<50
04765,2,2,<50
04768,1,1,<50
04769,17,17,<50
04772,2,2,<50
04773,2,2,<50
04774,1,1,<50
04776,2,2,<50
04777,1,1,<50
04780,1,2,<50
04781,1,1,<50
04783,2,3,<50
04785,4,5,<50
04786,7,9,<50
04787,1,1,<50
04841,22,26,<50
04843,10,10,<50
04847,3,3,<50
04848,1,1,<50
04849,5,5,<50
04851,1,1,<50
04853,1,1,<50
04854,1,2,<50
04855,2,2,<50
04856,6,6,<50
04858,6,6,<50
04860,4,4,<50
04861,5,5,<50
04862,11,11,<50
04863,1,1,<50
04864,9,9,<50
04901,56,59,50-99
04910,5,5,<50
04911,9,10,<50
04912,2,2,<50
04915,15,16,<50
04917,8,9,<50
04918,2,3,<50
04920,2,2,<50
04921,1,1,<50
04922,2,2,<50
04923,2,2,<50
04924,6,7,<50
04926,1,1,<50
04927,10,10,<50
04928,5,5,<50
04929,3,3,<50
04930,10,11,<50
04932,2,2,<50
04935,1,1,<50
04936,1,1,<50
04937,15,16,<50
04938,11,12,<50
04939,3,3,<50
04941,3,3,<50
04942,3,3,<50
04943,9,9,<50
04945,2,3,<50
04947,1,1,<50
04949,2,2,<50
04950,7,7,<50
04952,5,5,<50
04953,11,11,<50
04955,3,4,<50
04957,8,10,<50
04958,9,9,<50
04961,1,1,<50
04962,1,1,<50
04963,13,13,<50
04964,2,2,<50
04965,6,7,<50
04966,2,2,<50
04967,5,5,<50
04969,5,5,<50
04970,3,3,<50
04971,3,3,<50
04973,4,5,<50
04974,9,9,<50
04976,30,31,<50
04978,2,2,<50
04979,3,3,<50
04981,5,5,<50
04982,2,3,<50
04983,4,4,<50
04984,4,5,<50
04988,4,4,<50
04989,10,10,<50
05001,15,15,<50
05030,4,4,<50
05032,5,6,<50
05033,3,3,<50
05034,1,1,<50
05037,2,2,<50
05038,3,3,<50
05039,1,1,<50
05040,1,1,<50
05041,2,2,<50
05042,1,1,<50
05045,4,4,<50
05046,4,4,<50
05047,3,3,<50
05048,5,6,<50
05049,2,2,<50
05050,1,1,<50
05051,3,3,<50
05055,3,4,<50
05058,1,1,<50
05059,6,7,<50
05060,17,17,<50
05061,5,7,<50
05062,2,2,<50
05065,2,2,<50
05068,13,13,<50
05069,2,2,<50
05075,2,2,<50
05076,2,2,<50
05077,3,3,<50
05079,1,1,<50
05081,1,1,<50
05083,3,3,<50
05085,1,1,<50
05086,3,3,<50
05088,4,4,<50
05089,14,14,<50
05091,8,9,<50
05101,12,12,<50
05124,1,1,<50
05142,1,1,<50
05143,11,11,<50
05146,2,2,<50
05148,1,1,<50
05149,5,6,<50
05150,2,2,<50
05151,2,2,<50
05153,1,1,<50
05154,2,2,<50
05155,1,1,<50
05156,14,14,<50
05158,4,4,<50
05159,1,1,<50
05181,1,1,<50
05201,28,30,<50
05207,1,1,<50
05250,7,7,<50
05251,3,3,<50
05252,1,1,<50
05254,1,1,<50
05255,10,11,<50
05257,5,5,<50
05260,1,1,<50
05261,4,4,<50
05262,5,5,<50
05301,35,36,<50
05303,1,1,<50
05340,3,3,<50
05342,2,2,<50
05343,1,1,<50
05345,4,4,<50
05346,4,4,<50
05350,2,2,<50
05351,2,2,<50
05352,1,1,<50
05353,5,6,<50
05354,8,9,<50
05356,5,5,<50
05358,1,1,<50
05359,2,2,<50
05361,3,3,<50
05363,5,5,<50
05381,1,1,<50
05401,53,54,50-99
05402,2,2,<50
05403,41,45,<50
05404,11,12,<50
05406,2,2,<50
05407,1,1,<50
05408,18,18,<50
05440,3,3,<50
05441,1,1,<50
05443,18,18,<50
05444,4,4,<50
05445,8,8,<50
05446,25,26,<50
05450,14,15,<50
05452,50,51,50-99
05454,15,16,<50
05456,3,3,<50
05457,3,3,<50
05458,4,4,<50
05459,9,9,<50
05461,9,9,<50
05462,4,4,<50
05463,2,2,<50
05464,5,5,<50
05465,11,11,<50
05466,1,1,<50
05468,36,37,<50
05470,1,1,<50
05471,4,4,<50
05472,5,5,<50
05473,3,3,<50
05474,4,4,<50
05476,5,5,<50
05477,5,5,<50
05478,30,32,<50
05481,3,3,<50
05482,21,22,<50
05483,6,6,<50
05486,5,5,<50
05487,2,3,<50
05488,15,15,<50
05489,5,5,<50
05490,1,1,<50
05491,16,16,<50
05494,2,2,<50
05495,26,28,<50
05501,1,1,<50
05565,1,1,<50
05601,1,1,<50
05602,16,16,<50
05641,35,35,<50
05647,1,1,<50
05649,3,3,<50
05650,2,2,<50
05651,3,3,<50
05652,4,4,<50
05653,3,4,<50
05654,2,2,<50
05655,8,8,<50
05656,10,10,<50
05657,1,1,<50
05658,4,5,<50
05660,1,1,<50
05661,11,11,<50
05663,9,10,<50
05664,3,3,<50
05667,6,7,<50
05669,1,1,<50
05670,1,1,<50
05672,12,12,<50
05673,5,5,<50
05674,2,2,<50
05675,4,4,<50
05676,15,17,<50
05677,2,2,<50
05678,1,1,<50
05679,6,6,<50
05680,4,4,<50
05682,1,1,<50
05701,46,49,<50
05702,3,3,<50
05731,1,1,<50
05732,3,3,<50
05733,14,14,<50
05734,2,2,<50
05735,15,15,<50
05736,2,2,<50
05737,2,2,<50
05738,2,2,<50
05740,2,2,<50
05742,1,1,<50
05743,14,14,<50
05745,2,2,<50
05746,1,1,<50
05748,3,3,<50
05749,1,1,<50
05751,3,4,<50
05753,11,11,<50
05757,1,1,<50
05758,2,2,<50
05759,3,3,<50
05760,5,5,<50
05761,1,1,<50
05762,2,2,<50
05763,11,12,<50
05764,9,9,<50
05765,5,5,<50
05769,4,4,<50
05770,4,5,<50
05773,3,3,<50
05774,6,6,<50
05777,11,11,<50
05778,1,1,<50
05819,27,29,<50
05820,4,5,<50
05821,3,3,<50
05822,3,3,<50
05823,1,1,<50
05824,2,2,<50
05826,3,3,<50
05828,4,4,<50
05829,7,7,<50
05830,2,2,<50
05832,3,3,<50
05836,3,3,<50
05837,1,1,<50
05839,1,1,<50
05840,1,1,<50
05843,8,8,<50
05845,5,5,<50
05846,4,4,<50
05847,3,3,<50
05849,5,5,<50
05851,17,18,<50
05853,1,1,<50
05855,16,17,<50
05857,2,2,<50
05858,1,1,<50
05859,1,1,<50
05860,2,2,<50
05863,1,1,<50
05866,2,2,<50
05867,1,1,<50
05868,4,4,<50
05871,3,3,<50
05872,3,3,<50
05875,1,1,<50
05902,1,1,<50
05903,1,1,<50
05904,1,1,<50
05905,1,1,<50
05906,3,3,<50
06001,31,31,<50
06002,125,131,100-249
06006,2,2,<50
06010,156,161,100-249
06013,19,20,<50
06016,18,19,<50
06017,1,1,<50
06018,4,4,<50
06019,22,24,<50
06022,1,1,<50
06023,1,1,<50
06024,2,2,<50
06026,10,10,<50
06027,6,6,<50
06029,34,37,<50
06031,2,2,<50
06032,41,42,<50
06033,58,60,50-99
06034,1,1,<50
06035,17,17,<50
06037,59,63,50-99
06039,3,3,<50
06040,105,109,100-249
06042,49,51,<50
06043,12,12,<50
06045,1,1,<50
06046,1,1,<50
06050,3,3,<50
06051,112,117,100-249
06052,25,28,<50
06053,106,111,100-249
06054,1,1,<50
06056,2,2,<50
06057,22,24,<50
06058,5,5,<50
06059,2,2,<50
06060,3,3,<50
06062,56,57,50-99
06063,4,4,<50
06064,1,1,<50
06065,2,2,<50
06066,89,92,50-99
06067,49,51,<50
06068,4,4,<50
06069,7,7,<50
06070,31,31,<50
06071,22,22,<50
06073,15,15,<50
06074,60,62,50-99
06075,1,1,<50
06076,32,34,<50
06077,1,1,<50
06078,25,26,<50
06080,1,1,<50
06081,1,1,<50
06082,122,130,100-249
06083,2,2,<50
06084,26,26,<50
06085,18,19,<50
06088,23,23,<50
06089,4,4,<50
06090,3,3,<50
06092,10,11,<50
06093,6,6,<50
06094,3,3,<50
06095,104,108,100-249
06096,43,43,<50
06098,39,41,<50
06103,8,8,<50
06104,1,1,<50
06105,78,81,50-99
06106,157,162,100-249
06107,34,35,<50
06108,82,84,50-99
06109,57,58,50-99
06110,31,32,<50
06111,85,89,50-99
06112,97,103,50-99
06114,97,99,50-99
06117,28,29,<50
06118,111,118,100-249
06119,30,33,<50
06120,66,68,50-99
06129,1,1,<50
06137,1,1,<50
06138,1,1,<50
06153,1,1,<50
06165,1,1,<50
06191,1,1,<50
06198,1,1,<50
06221,1,1,<50
06226,54,56,50-99
06231,13,14,<50
06232,9,11,<50
06233,1,1,<50
06234,26,28,<50
06235,6,6,<50
06237,15,17,<50
06238,26,27,<50
06239,35,37,<50
06241,17,19,<50
06242,5,5,<50
06243,1,1,<50
06246,2,2,<50
06247,7,7,<50
06248,14,15,<50
06249,17,18,<50
06250,20,20,<50
06254,7,8,<50
06255,20,21,<50
06256,5,5,<50
06259,9,9,<50
06260,20,22,<50
06262,4,4,<50
06263,1,1,<50
06264,2,2,<50
06266,1,1,<50
06267,2,2,<50
06268,16,19,<50
06269,1,1,<50
06277,15,17,<50
06278,8,8,<50
06279,11,12,<50
06280,4,4,<50
06281,18,20,<50
06282,2,2,<50
06297,1,1,<50
06320,83,87,50-99
06330,10,11,<50
06331,7,7,<50
06332,1,1,<50
06333,15,16,<50
06334,5,6,<50
06335,15,15,<50
06339,15,15,<50
06340,69,73,50-99
06350,1,1,<50
06351,44,45,<50
06353,1,1,<50
06354,7,7,<50
06355,39,42,<50
06357,22,24,<50
06359,10,10,<50
06360,113,115,100-249
06365,14,14,<50
06370,23,25,<50
06371,26,26,<50
06373,1,1,<50
06374,22,24,<50
06375,9,9,<50
06376,1,1,<50
06377,5,5,<50
06378,11,12,<50
06379,19,21,<50
06380,6,7,<50
06382,25,25,<50
06384,6,6,<50
06385,38,42,<50
06387,2,2,<50
06401,61,62,50-99
06402,1,1,<50
06403,12,12,<50
06405,91,96,50-99
06409,2,2,<50
06410,64,67,50-99
06412,16,16,<50
06413,33,38,<50
06415,45,47,<50
06416,36,38,<50
06417,8,9,<50
06418,30,31,<50
06419,14,15,<50
06420,16,16,<50
06422,20,21,<50
06423,10,10,<50
06424,40,40,<50
06426,4,4,<50
06430,5,5,<50
06437,54,55,50-99
06438,5,5,<50
06441,13,13,<50
06442,6,7,<50
06443,45,49,<50
06447,14,14,<50
06450,144,152,100-249
06451,85,87,50-99
06453,1,1,<50
06455,8,10,<50
06456,1,1,<50
06457,137,141,100-249
06460,121,128,100-249
06461,33,34,<50
06468,35,35,<50
06469,7,8,<50
06470,45,47,<50
06471,24,25,<50
06472,20,20,<50
06473,72,74,50-99
06475,24,25,<50
06477,37,37,<50
06478,35,36,<50
06479,30,31,<50
06480,23,23,<50
06481,4,4,<50
06482,34,36,<50
06483,47,48,<50
06484,123,131,100-249
06488,48,49,<50
06489,84,87,50-99
06490,1,1,<50
06492,120,125,100-249
06497,1,1,<50
06498,15,15,<50
06501,1,1,<50
06504,3,3,<50
06505,2,2,<50
06507,1,1,<50
06510,8,8,<50
06511,211,221,100-249
06512,114,118,100-249
06513,179,185,100-249
06514,127,131,100-249
06515,74,77,50-99
06516,239,248,100-249
06517,56,59,50-99
06518,49,52,<50
06519,84,91,50-99
06520,3,3,<50
06524,11,11,<50
06525,21,22,<50
06530,1,1,<50
06531,1,1,<50
06539,1,1,<50
06541,1,1,<50
06581,1,1,<50
06584,1,1,<50
06601,1,1,<50
06602,1,1,<50
06604,108,109,100-249
06605,86,88,50-99
06606,162,167,100-249
06607,44,47,<50
06608,53,54,50-99
06610,106,108,100-249
06611,101,106,100-249
06612,14,15,<50
06614,88,95,50-99
06615,90,94,50-99
06617,1,1,<50
06631,1,1,<50
06701,1,1,<50
06702,14,14,<50
06703,1,1,<50
06704,80,83,50-99
06705,102,107,100-249
06706,59,60,50-99
06708,95,98,50-99
06710,45,48,<50
06712,36,36,<50
06716,34,35,<50
06721,1,1,<50
06742,1,2,<50
06750,6,6,<50
06751,6,6,<50
06752,5,6,<50
06754,3,3,<50
06755,1,1,<50
06757,7,7,<50
06758,1,1,<50
06759,8,8,<50
06762,17,17,<50
06763,3,3,<50
06770,93,98,50-99
06776,79,81,50-99
06777,4,4,<50
06778,3,3,<50
06779,25,25,<50
06781,1,1,<50
06782,5,5,<50
06783,5,5,<50
06784,7,7,<50
06785,2,2,<50
06786,29,29,<50
06787,15,15,<50
06790,102,106,100-249
06791,17,17,<50
06793,1,1,<50
06794,1,1,<50
06795,28,29,<50
06796,1,1,<50
06798,21,22,<50
06801,49,51,<50
06802,1,1,<50
06804,48,49,<50
06807,10,11,<50
06810,154,159,100-249
06811,83,83,50-99
06812,36,37,<50
06813,1,1,<50
06820,38,39,<50
06824,48,48,<50
06825,52,55,50-99
06830,59,60,50-99
06831,43,45,<50
06836,1,1,<50
06840,28,28,<50
06843,1,1,<50
06848,1,1,<50
06850,58,62,50-99
06851,83,86,50-99
06852,3,3,<50
06853,4,4,<50
06854,101,105,100-249
06855,21,22,<50
06856,1,1,<50
06870,11,11,<50
06875,1,1,<50
06876,1,1,<50
06877,38,41,<50
06878,10,12,<50
06880,42,43,<50
06881,3,3,<50
06883,21,21,<50
06890,12,12,<50
06896,18,19,<50
06897,27,27,<50
06901,21,21,<50
06902,211,219,100-249
06903,39,40,<50
06904,1,1,<50
06905,47,49,<50
06906,36,36,<50
06907,26,28,<50
06911,2,2,<50
06999,1,1,<50
07001,44,44,<50
07002,283,286,250-499
07003,194,201,100-249
07004,26,29,<50
07005,50,55,50-99
07006,72,74,50-99
07007,2,2,<50
07008,89,91,50-99
07009,37,39,<50
07010,73,76,50-99
07011,148,154,100-249
07012,45,46,<50
07013,93,101,50-99
07014,21,21,<50
07015,1,1,<50
07016,54,56,50-99
07017,189,192,100-249
07018,175,177,100-249
07019,6,6,<50
07020,32,33,<50
07021,4,4,<50
07022,39,40,<50
07023,16,16,<50
07024,97,104,50-99
07025,1,1,<50
07026,104,108,100-249
07027,12,13,<50
07028,23,23,<50
07029,56,59,50-99
07030,86,86,50-99
07031,48,49,<50
07032,122,125,100-249
07033,24,25,<50
07034,47,48,<50
07035,35,35,<50
07036,163,170,100-249
07037,3,3,<50
07038,1,1,<50
07039,94,96,50-99
07040,86,88,50-99
07041,15,15,<50
07042,98,100,50-99
07043,17,17,<50
07044,39,41,<50
07045,29,29,<50
07046,6,6,<50
07047,201,203,100-249
07050,175,180,100-249
07051,5,5,<50
07052,174,176,100-249
07053,1,1,<50
07054,84,88,50-99
07055,211,216,100-249
07056,1,1,<50
07057,40,40,<50
07058,14,14,<50
07059,49,51,<50
07060,174,175,100-249
07061,2,2,<50
07062,80,82,50-99
07063,83,85,50-99
07064,15,15,<50
07065,135,138,100-249
07066,64,64,50-99
07067,58,62,50-99
07068,18,18,<50
07069,18,19,<50
07070,48,48,<50
07071,79,83,50-99
07072,17,17,<50
07073,30,31,<50
07074,13,13,<50
07075,32,32,<50
07076,75,82,50-99
07077,15,16,<50
07078,17,17,<50
07079,47,48,<50
07080,86,87,50-99
07081,56,57,50-99
07082,16,16,<50
07083,233,238,100-249
07084,1,1,<50
07086,37,38,<50
07087,181,184,100-249
07088,32,35,<50
07090,61,61,50-99
07092,19,20,<50
07093,158,162,100-249
07094,64,65,50-99
07095,85,86,50-99
07098,1,1,<50
07101,17,17,<50
07102,56,56,50-99
07103,211,218,100-249
07104,218,220,100-249
07105,100,102,100-249
07106,190,194,100-249
07107,188,189,100-249
07108,141,144,100-249
07109,166,167,100-249
07110,90,91,50-99
07111,343,349,250-499
07112,163,166,100-249
07114,43,46,<50
07115,1,1,<50
07119,1,1,<50
07120,2,2,<50
07140,1,1,<50
07160,1,1,<50
07182,1,1,<50
07201,86,88,50-99
07202,122,124,100-249
07203,99,101,50-99
07204,39,41,<50
07205,122,125,100-249
07206,82,82,50-99
07207,1,1,<50
07208,97,99,50-99
07212,1,1,<50
07222,1,1,<50
07268,1,1,<50
07290,1,1,<50
07301,2,2,<50
07302,89,93,50-99
07303,5,5,<50
07304,203,209,100-249
07305,291,299,250-499
07306,183,186,100-249
07307,109,109,100-249
07308,2,2,<50
07310,18,18,<50
07311,1,1,<50
07401,13,13,<50
07402,1,1,<50
07403,20,20,<50
07405,57,58,50-99
07406,1,1,<50
07407,73,76,50-99
07408,2,2,<50
07410,126,126,100-249
07411,1,1,<50
07416,16,17,<50
07417,26,26,<50
07418,8,8,<50
07419,21,21,<50
07420,17,17,<50
07421,22,23,<50
07422,22,23,<50
07423,8,8,<50
07424,80,83,50-99
07425,1,1,<50
07428,2,2,<50
07430,74,77,50-99
07432,17,17,<50
07435,8,9,<50
07436,32,33,<50
07438,36,37,<50
07439,7,7,<50
07440,17,17,<50
07442,29,29,<50
07444,25,27,<50
07446,36,37,<50
07450,60,63,50-99
07452,37,38,<50
07453,1,1,<50
07456,29,30,<50
07457,19,19,<50
07458,26,26,<50
07460,11,11,<50
07461,55,58,50-99
07462,23,23,<50
07463,22,22,<50
07465,26,26,<50
07466,2,2,<50
07470,140,144,100-249
07476,1,1,<50
07480,55,57,50-99
07481,39,41,<50
07482,1,1,<50
07501,124,127,100-249
07502,71,74,50-99
07503,59,60,50-99
07504,66,68,50-99
07505,4,4,<50
07506,61,62,50-99
07507,1,1,<50
07508,83,83,50-99
07509,4,4,<50
07510,5,5,<50
07512,31,31,<50
07513,45,45,<50
07514,84,85,50-99
07522,96,97,50-99
07523,1,1,<50
07524,58,58,50-99
07526,1,1,<50
07540,1,1,<50
07542,1,1,<50
07544,1,1,<50
07546,1,1,<50
07547,1,1,<50
07548,1,1,<50
07553,1,1,<50
07573,1,1,<50
07601,202,207,100-249
07602,1,1,<50
07603,33,33,<50
07604,44,44,<50
07605,28,28,<50
07606,6,6,<50
07607,35,35,<50
07608,1,1,<50
07620,14,15,<50
07621,108,110,100-249
07622,1,1,<50
07624,24,24,<50
07626,22,22,<50
07627,8,8,<50
07628,74,76,50-99
07630,17,18,<50
07631,119,124,100-249
07632,16,16,<50
07640,9,9,<50
07641,13,13,<50
07642,20,20,<50
07643,40,40,<50
07644,90,93,50-99
07645,27,28,<50
07646,63,68,50-99
07647,10,10,<50
07648,18,19,<50
07649,22,23,<50
07650,61,63,50-99
07652,109,110,100-249
07653,1,1,<50
07654,1,1,<50
07656,29,30,<50
07657,35,35,<50
07660,37,39,<50
07661,34,34,<50
07662,18,18,<50
07663,53,56,50-99
07664,1,1,<50
07666,184,188,100-249
07670,25,25,<50
07675,71,73,50-99
07676,14,14,<50
07677,19,19,<50
07680,1,1,<50
07688,1,1,<50
07701,60,60,50-99
07702,13,13,<50
07704,9,10,<50
07707,1,1,<50
07710,2,2,<50
07711,4,4,<50
07712,143,150,100-249
07714,1,1,<50
07716,27,27,<50
07717,4,4,<50
07718,12,12,<50
07719,53,57,50-99
07720,13,13,<50
07721,13,13,<50
07722,35,37,<50
07723,4,4,<50
07724,83,85,50-99
07726,144,149,100-249
07727,27,28,<50
07728,184,192,100-249
07730,65,67,50-99
07731,118,124,100-249
07732,22,22,<50
07733,42,42,<50
07734,48,49,<50
07735,80,84,50-99
07737,14,14,<50
07738,24,24,<50
07739,16,17,<50
07740,112,116,100-249
07742,1,1,<50
07746,60,61,50-99
07747,109,113,100-249
07748,94,94,50-99
07750,12,12,<50
07751,52,53,50-99
07753,185,187,100-249
07755,18,19,<50
07756,7,8,<50
07757,12,12,<50
07758,22,22,<50
07760,26,27,<50
07762,38,39,<50
07763,1,1,<50
07764,15,15,<50
07769,1,1,<50
07771,1,1,<50
07782,1,1,<50
07801,80,80,50-99
07803,11,11,<50
07806,1,1,<50
07809,1,1,<50
07821,17,17,<50
07822,5,5,<50
07823,21,22,<50
07824,2,2,<50
07825,12,12,<50
07826,16,18,<50
07827,15,16,<50
07828,35,36,<50
07830,7,8,<50
07832,6,6,<50
07834,70,71,50-99
07836,33,35,<50
07838,12,12,<50
07840,70,72,50-99
07842,1,1,<50
07843,38,39,<50
07845,1,1,<50
07847,7,7,<50
07848,15,15,<50
07849,25,25,<50
07850,24,25,<50
07851,4,4,<50
07852,12,14,<50
07853,33,34,<50
07856,9,10,<50
07857,12,12,<50
07860,65,66,50-99
07863,9,9,<50
07865,5,5,<50
07866,71,72,50-99
07869,52,52,50-99
07871,50,53,50-99
07873,1,1,<50
07874,40,40,<50
07875,2,2,<50
07876,38,40,<50
07878,2,3,<50
07880,2,2,<50
07882,37,37,<50
07885,35,35,<50
07901,43,45,<50
07903,1,1,<50
07920,71,80,50-99
07921,25,28,<50
07922,29,31,<50
07924,14,15,<50
07925,1,1,<50
07926,3,3,<50
07927,10,10,<50
07928,35,38,<50
07929,1,1,<50
07930,22,24,<50
07931,8,8,<50
07932,18,18,<50
07933,4,4,<50
07934,5,5,<50
07935,1,1,<50
07936,35,35,<50
07938,1,1,<50
07940,30,31,<50
07945,23,24,<50
07946,3,3,<50
07948,1,1,<50
07950,68,69,50-99
07960,107,110,100-249
07962,1,1,<50
07974,33,34,<50
07976,4,4,<50
07978,1,1,<50
07979,1,1,<50
07980,6,6,<50
07981,12,12,<50
07984,2,2,<50
08001,5,5,<50
08002,94,98,50-99
08003,115,118,100-249
08004,56,57,50-99
08005,91,93,50-99
08006,3,3,<50
08007,27,29,<50
08008,20,21,<50
08009,50,52,50-99
08010,61,65,50-99
08011,1,1,<50
08012,155,160,100-249
08013,2,2,<50
08014,2,2,<50
08015,90,94,50-99
08016,159,164,100-249
08017,2,2,<50
08018,4,4,<50
08019,5,5,<50
08020,9,12,<50
08021,203,210,100-249
08022,33,37,<50
08023,3,4,<50
08025,2,2,<50
08026,4,4,<50
08027,18,18,<50
08028,76,76,50-99
08029,17,17,<50
08030,58,59,50-99
08031,55,57,50-99
08032,3,3,<50
08033,36,39,<50
08034,59,60,50-99
08035,23,24,<50
08036,31,31,<50
08037,75,78,50-99
08038,2,2,<50
08039,2,2,<50
08040,2,2,<50
08041,8,8,<50
08042,3,3,<50
08043,105,107,100-249
08045,26,26,<50
08046,245,251,100-249
08048,53,53,50-99
08049,18,19,<50
08050,78,80,50-99
08051,24,24,<50
08052,74,75,50-99
08053,132,137,100-249
08054,132,135,100-249
08055,80,81,50-99
08056,11,11,<50
08057,52,54,50-99
08058,1,1,<50
08059,18,22,<50
08060,74,74,50-99
08061,10,11,<50
08062,54,55,50-99
08063,19,20,<50
08064,2,2,<50
08065,21,21,<50
08066,36,36,<50
08067,6,7,<50
08068,34,35,<50
08069,55,58,50-99
08070,43,45,<50
08071,25,25,<50
08072,3,3,<50
08073,1,1,<50
08075,87,90,50-99
08077,67,72,50-99
08078,30,31,<50
08079,50,50,50-99
08080,149,153,100-249
08081,245,247,100-249
08083,40,43,<50
08084,27,28,<50
08085,62,64,50-99
08086,30,30,<50
08087,79,80,50-99
08088,60,62,50-99
08089,17,18,<50
08090,23,24,<50
08091,20,20,<50
08092,6,6,<50
08093,46,49,<50
08094,172,179,100-249
08095,1,1,<50
08096,161,169,100-249
08097,20,21,<50
08098,30,31,<50
08099,1,1,<50
08100,1,1,<50
08101,3,3,<50
08102,44,45,<50
08103,61,64,50-99
08104,120,123,100-249
08105,120,124,100-249
08106,41,41,<50
08107,45,46,<50
08108,61,63,50-99
08109,81,87,50-99
08110,114,116,100-249
08143,1,1,<50
08153,1,1,<50
08160,1,1,<50
08168,1,1,<50
08201,41,45,<50
08202,4,4,<50
08203,32,32,<50
08204,61,63,50-99
08205,82,86,50-99
08206,1,1,<50
08210,52,53,50-99
08212,2,2,<50
08213,2,2,<50
08214,2,2,<50
08215,50,53,50-99
08217,1,1,<50
08219,1,1,<50
08221,19,20,<50
08222,1,1,<50
08223,14,14,<50
08224,2,2,<50
08225,24,24,<50
08226,30,30,<50
08230,22,24,<50
08231,1,1,<50
08232,85,86,50-99
08234,173,186,100-249
08240,3,3,<50
08241,1,1,<50
08242,13,13,<50
08243,8,9,<50
08244,46,47,<50
08246,3,3,<50
08247,2,2,<50
08250,2,2,<50
08251,39,40,<50
08252,4,4,<50
08260,62,66,50-99
08270,27,28,<50
08274,1,1,<50
08302,147,153,100-249
08310,6,6,<50
08311,3,4,<50
08312,19,20,<50
08313,1,1,<50
08314,1,1,<50
08315,1,1,<50
08316,3,3,<50
08317,3,4,<50
08318,39,41,<50
08319,3,3,<50
08320,2,2,<50
08321,2,3,<50
08322,32,32,<50
08323,2,3,<50
08324,3,3,<50
08326,4,4,<50
08327,3,3,<50
08328,3,3,<50
08330,110,117,100-249
08331,1,1,<50
08332,154,156,100-249
08340,3,3,<50
08341,4,5,<50
08342,3,3,<50
08343,14,14,<50
08344,15,15,<50
08345,2,2,<50
08346,3,3,<50
08348,4,5,<50
08349,4,4,<50
