term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,subgroup,candidates,events,HR,HR_low,HR_high
sexM,0.0572962263564957,0.0418729429555923,1.36833530944458,0.171207143206714,-0.0247732337631653,0.139365686476157,Age subgroup,60+,24673,2501,1.05896945860214,0.975531104465371,1.14954439599
race_groupBlack,-0.73083757681705,0.132628350255236,-5.5104174590922,3.57983652308062e-08,-0.990784366646277,-0.470890786987823,Age subgroup,60+,24673,2501,0.481505523282984,0.371285352931951,0.624445772291247
race_groupOther/Unknown,-1.17122382376012,0.33518248075415,-3.49428711526005,0.000475329528330026,-1.82816941428705,-0.514278233233202,Age subgroup,60+,24673,2501,0.309987339158825,0.160707487501053,0.597932006361176
race_groupWhite,-0.542966469144576,0.103909537660424,-5.22537662441527,1.73800977015765e-07,-0.746625420609215,-0.339307517679938,Age subgroup,60+,24673,2501,0.58102210920532,0.473963283807396,0.712263381824707
zcta_svi_proxy,0.481283187449696,0.123197049291941,3.90661294418824,9.3598903221703e-05,0.239821407835885,0.722744967063507,Age subgroup,60+,24673,2501,1.61814945964267,1.27102213545666,2.06008030914514
post_cas,-7.01982653158081,0.362119211446255,-19.3854021264008,1.02500725499495e-83,-7.72956714412551,-6.3100859190361,Age subgroup,60+,24673,2501,0.000893980556793131,0.000439634374243433,0.001817877042257
las_10,0.634585625898824,0.0190372307482034,33.3339252064649,1.24561303253443e-243,0.597273339266967,0.671897912530681,Age subgroup,60+,24673,2501,1.88624037033901,1.81715726788844,1.95794981401416
cas_10,2.0275476729321,0.094585126212164,21.4362210437199,6.14018727621359e-102,1.84216423208308,2.21293111378111,Age subgroup,60+,24673,2501,7.59543700520855,6.3101801879667,9.14247479178258
las_unavailable,0.417849313092192,0.382205166185468,1.09325919704975,0.274280012430625,-0.331259047336471,1.16695767352086,Age subgroup,60+,24673,2501,1.51869181018646,0.718019144000176,3.21220518087867
cas_unavailable,6.34850980193772,0.557838016309332,11.3805614108906,5.22622034661221e-30,5.25516738076416,7.44185222311128,Age subgroup,60+,24673,2501,571.640216836883,191.553545550046,1705.9070171058
pm25_interval_5ug,-0.0308369605096842,0.03197968461325,-0.964267186578432,0.33491198759651,-0.0935159905886039,0.0318420695692356,Sex subgroup,Female,20774,3042,0.969633648765274,0.910723454305673,1.03235445224659
age_interval,0.0158161488819393,0.00150507916645579,10.5085162524598,7.89254743036794e-26,0.0128662479218044,0.0187660498420742,Sex subgroup,Female,20774,3042,1.01594188618334,1.01294937421486,1.01894323879885
race_groupBlack,-0.164301918717001,0.115064840083102,-1.42790724428365,0.153318558217963,-0.389824861166741,0.0612210237327394,Sex subgroup,Female,20774,3042,0.848485809457505,0.67717546383371,1.06313386603674
race_groupOther/Unknown,-0.636693656077638,0.233897132213229,-2.72210971572412,0.00648666028215507,-1.09512361130277,-0.178263700852507,Sex subgroup,Female,20774,3042,0.529038719480382,0.334498256627701,0.836721750155347
race_groupWhite,-0.288804913215548,0.103760505784831,-2.78337996746513,0.00537957638249812,-0.492171767571476,-0.0854380588596193,Sex subgroup,Female,20774,3042,0.749158342039537,0.611297355751756,0.918110010073956
zcta_svi_proxy,0.204984652001061,0.107323073800526,1.90997746097035,0.0561361154021814,-0.0053647073581031,0.415334011360225,Sex subgroup,Female,20774,3042,1.22750622505436,0.994649656986102,1.51487664220676
post_cas,-5.68077795306298,0.351519592905881,-16.1606296425815,9.55804197716429e-59,-6.36974369501869,-4.99181221110728,Sex subgroup,Female,20774,3042,0.00341090388784241,0.00171259811674642,0.00679334235997008
las_10,0.500876506706019,0.0173926669168669,28.7981428667666,2.26294306851698e-182,0.466787505953859,0.53496550745818,Sex subgroup,Female,20774,3042,1.65016701946194,1.59486246862847,1.70738934904
cas_10,1.62367478270267,0.0889718982351015,18.2492991035466,2.09580874064258e-74,1.44929306652571,1.79805649887964,Sex subgroup,Female,20774,3042,5.07169348582173,4.26010184181861,6.03790138574385
las_unavailable,1.46056930681022,0.132340467638594,11.0364526653998,2.54898682903368e-28,1.20118675654139,1.71995185707906,Sex subgroup,Female,20774,3042,4.30841163836448,3.32405943214949,5.58425961523534
cas_unavailable,5.32375810418712,0.491078989663911,10.8409404927518,2.20195608254478e-27,4.36126097088154,6.28625523749271,Sex subgroup,Female,20774,3042,205.153423017632,78.3558766333067,537.138103537739
pm25_interval_5ug,0.00086596579381339,0.0342256075412922,0.0253016923883273,0.97981432403381,-0.0662149923361218,0.0679469239237486,Sex subgroup,Male,27537,2734,1.00086634085045,0.935929624963421,1.07030849919566
age_interval,0.0139187325415554,0.0016414331735973,8.47962181186557,2.25927102372494e-17,0.0107015826382754,0.0171358824448354,Sex subgroup,Male,27537,2734,1.01401604908279,1.01075904938586,1.01728354390912
race_groupBlack,-0.470636698903776,0.12413690741901,-3.79127133653486,0.000149878101338121,-0.713940566597219,-0.227332831210333,Sex subgroup,Male,27537,2734,0.624604456680172,0.489710652891323,0.796655586316827
race_groupOther/Unknown,-0.169904318322691,0.214170557917697,-0.793313142453421,0.427595401602422,-0.589670898390228,0.249862261744846,Sex subgroup,Male,27537,2734,0.843745543723114,0.554509744758551,1.28384856944687
race_groupWhite,-0.490877200815915,0.103246582658334,-4.75441596396792,1.99020901670185e-06,-0.693236784353086,-0.288517617278743,Sex subgroup,Male,27537,2734,0.612089233444951,0.49995520011058,0.749373603107562
zcta_svi_proxy,0.479922832752785,0.114491582087613,4.19177396278383,2.76781690187773e-05,0.255523455328052,0.704322210177518,Sex subgroup,Male,27537,2734,1.61594969899154,1.29113729671161,2.02247540700865
post_cas,-5.88220152115216,0.369001105556311,-15.940877771312,3.29690073108496e-57,-6.60543039829799,-5.15897264400633,Sex subgroup,Male,27537,2734,0.00278863926390719,0.0013530007191136,0.00574760148634621
las_10,0.524346492215419,0.0154867438009742,33.8577624162954,2.78985699284066e-251,0.493993032127711,0.554699952303127,Sex subgroup,Male,27537,2734,1.68935448125772,1.63884714147639,1.74141839779794
cas_10,1.6501987481593,0.0941485071465389,17.5276145971261,8.81924939667159e-69,1.46567106495388,1.83472643136473,Sex subgroup,Male,27537,2734,5.20801480768286,4.33044827753104,6.26342043565708
las_unavailable,1.01472465977601,0.129187756638748,7.8546503645351,4.00888871662799e-15,0.761521309520541,1.26792801003148,Sex subgroup,Male,27537,2734,2.75860373822754,2.14153167611856,3.55348214991413
cas_unavailable,5.19434790219296,0.522530162858513,9.94076183808637,2.76702768403752e-23,4.17020760215443,6.2184882022315,Sex subgroup,Male,27537,2734,180.25056346741,64.7288885693562,501.943820578751
pm25_interval_5ug,-0.000353215200077076,0.0251709853080331,-0.0140326330397702,0.988803946196125,-0.0496874398592087,0.0489810094590546,Race subgroup,White,41708,4838,0.999646847173068,0.951526787373031,1.05020040667683
age_interval,0.0167211790602623,0.00119077842721301,14.0422253864624,8.59700066549462e-45,0.0143872962293576,0.0190550618911671,Race subgroup,White,41708,4838,1.01686176044395,1.01449129151421,1.01923776823144
sexM,0.00157625622453229,0.0296377256479716,0.0531841155173177,0.957585211683306,-0.056512618629171,0.0596651310782356,Race subgroup,White,41708,4838,1.00157749916936,0.945054559126878,1.06148103001497
zcta_svi_proxy,0.315194140499889,0.086483318591246,3.64456574555862,0.000267843662135278,0.145689950797543,0.484698330202234,Race subgroup,White,41708,4838,1.37052535960918,1.15683745591079,1.6236851181941
post_cas,-5.83210498624646,0.278491842895781,-20.9417443814647,2.23138381999658e-97,-6.37793896831037,-5.28627100418254,Race subgroup,White,41708,4838,0.00293189887328546,0.0016986202615448,0.00506059606009585
las_10,0.516975271001855,0.0119891398097264,43.1202971361174,0,0.493476988769176,0.540473553234534,Race subgroup,White,41708,4838,1.67694765856247,1.63800164346896,1.71681967522486
cas_10,1.67228234574689,0.0709166954445605,23.5809400771389,6.04709815210121e-123,1.53328817677296,1.81127651472083,Race subgroup,White,41708,4838,5.32430584710412,4.63338719755691,6.1182524889037
las_unavailable,1.25501008071948,0.101181617477015,12.4035384293454,2.50033514666378e-35,1.05669775456702,1.45332240687194,Race subgroup,White,41708,4838,3.50787373605545,2.87685520422694,4.27730187116394
cas_unavailable,5.3382081878899,0.382960078428063,13.9393333367845,3.65336722364712e-44,4.58762022665426,6.08879614912553,Race subgroup,White,41708,4838,208.139429214336,98.2603144240287,440.890325332355
pm25_interval_5ug,-0.113335639736114,0.0804345312306788,-1.40904208680073,0.158822723709615,-0.270984424061607,0.0443131445893784,Race subgroup,Black,4796,675,0.892850933567028,0.762628374965141,1.04530963669946
age_interval,0.00277662431177587,0.00361646782397547,0.767772436234098,0.442622392918717,-0.00431152237446398,0.00986477099801572,Race subgroup,Black,4796,675,1.00278048270334,0.995697758894538,1.00991358824304
sexM,-0.0051794995532201,0.0886519907291755,-0.0584250789025488,0.953410038813133,-0.178934208540183,0.168575209433743,Race subgroup,Black,4796,675,0.994833890925955,0.836160909834307,1.18361724267999
