time,cif_adverse,cif_transplant_or_improvement,n_risk,strata,quartile,pollutant,pollutant_label,subgroup,cif_adverse_percent,cif_transplant_or_improvement_percent
5,0.2499367792107916,0.554493058076458,1215,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 3 to <5 years,24.99367792107916,55.4493058076458
10,0.3165792469013274,0.6240912953290535,226,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 3 to <5 years,31.657924690132738,62.40912953290535
1,0.05052958304634476,0.15185690831618603,8263,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 3 to <5 years,5.052958304634476,15.185690831618604
3,0.17471589790117262,0.3107022652901064,4807,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 3 to <5 years,17.47158979011726,31.070226529010643
5,0.2683876445246286,0.4355715563739487,2363,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 3 to <5 years,26.83876445246286,43.55715563739487
10,0.3616480803274999,0.5469191511491066,482,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 3 to <5 years,36.16480803274999,54.691915114910664
1,0.0451500715140349,0.5910633109792783,2532,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis ≥5 years,4.5150071514034895,59.106331097927836
3,0.1116617052405992,0.7168766814366425,902,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis ≥5 years,11.16617052405992,71.68766814366425
5,0.15241689706803244,0.7588770850554446,360,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis ≥5 years,15.241689706803244,75.88770850554447
10,0.18578873071245652,0.7858370974779645,63,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis ≥5 years,18.578873071245653,78.58370974779645
1,0.043564051916179146,0.5176555783114322,3259,quartile=Q2,Q2,no2,NO[2],Dialysis ≥5 years,4.356405191617915,51.76555783114322
3,0.11989665000697347,0.6602062186647798,1305,quartile=Q2,Q2,no2,NO[2],Dialysis ≥5 years,11.989665000697347,66.02062186647798
5,0.1643549699495317,0.710843072370065,579,quartile=Q2,Q2,no2,NO[2],Dialysis ≥5 years,16.43549699495317,71.0843072370065
10,0.20380890013447336,0.7502919112488408,118,quartile=Q2,Q2,no2,NO[2],Dialysis ≥5 years,20.380890013447335,75.02919112488408
1,0.045652102872607396,0.44769041181675534,4230,quartile=Q3,Q3,no2,NO[2],Dialysis ≥5 years,4.565210287260739,44.76904118167553
3,0.12871475386253975,0.6056079552472309,1894,quartile=Q3,Q3,no2,NO[2],Dialysis ≥5 years,12.871475386253975,60.56079552472309
5,0.1811414275812477,0.668614359595126,892,quartile=Q3,Q3,no2,NO[2],Dialysis ≥5 years,18.11414275812477,66.8614359595126
10,0.23173004087990465,0.720525440441215,179,quartile=Q3,Q3,no2,NO[2],Dialysis ≥5 years,23.173004087990464,72.0525440441215
1,0.05216067774946492,0.27891453598110316,6972,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis ≥5 years,5.2160677749464925,27.891453598110317
3,0.15687627888654998,0.4392858630203562,3784,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis ≥5 years,15.687627888654998,43.92858630203562
5,0.2255303188252356,0.530498109276471,1986,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis ≥5 years,22.553031882523563,53.0498109276471
10,0.30548928280568555,0.6130785754261068,445,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis ≥5 years,30.548928280568553,61.30785754261068
1,0.0526266627046546,0.39825382842842383,4595,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis ≥5 years,5.26266627046546,39.82538284284238
3,0.1456612575251823,0.5425967491078826,2301,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis ≥5 years,14.56612575251823,54.259674910788256
5,0.20087169142847344,0.6097591243732219,1201,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis ≥5 years,20.087169142847344,60.97591243732219
10,0.2675548735558587,0.6745443235669846,237,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis ≥5 years,26.75548735558587,67.45443235669846
1,0.04280098022652008,0.5053181183310493,3448,quartile=Q2,Q2,o3,O[3],Dialysis ≥5 years,4.280098022652008,50.53181183310493
3,0.1134432020025562,0.6509765523110054,1507,quartile=Q2,Q2,o3,O[3],Dialysis ≥5 years,11.34432020025562,65.09765523110053
5,0.1626036199066578,0.7054809784054704,682,quartile=Q2,Q2,o3,O[3],Dialysis ≥5 years,16.260361990665782,70.54809784054704
10,0.20478328815642596,0.7513787180032566,138,quartile=Q2,Q2,o3,O[3],Dialysis ≥5 years,20.478328815642595,75.13787180032566
1,0.04531673502425702,0.468760068503843,3651,quartile=Q3,Q3,o3,O[3],Dialysis ≥5 years,4.5316735024257015,46.8760068503843
3,0.12673787809487863,0.6236611085589466,1578,quartile=Q3,Q3,o3,O[3],Dialysis ≥5 years,12.673787809487862,62.36611085589466
5,0.17357589473931415,0.6832330368006366,759,quartile=Q3,Q3,o3,O[3],Dialysis ≥5 years,17.357589473931416,68.32330368006366
10,0.22115098122681626,0.732681889369733,152,quartile=Q3,Q3,o3,O[3],Dialysis ≥5 years,22.115098122681626,73.2681889369733
1,0.04963367999387012,0.360466362710372,5299,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis ≥5 years,4.963367999387012,36.0466362710372
3,0.14742419128567427,0.5192989449333015,2499,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis ≥5 years,14.742419128567427,51.92989449333015
5,0.21077686515743407,0.5997516399979529,1175,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis ≥5 years,21.07768651574341,59.97516399979529
10,0.2711818463121342,0.6585225751873734,278,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis ≥5 years,27.11818463121342,65.85225751873735
1,0.04049540779784712,0.57198293419875,2469,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis ≥5 years,4.049540779784712,57.198293419875
3,0.11305891842790625,0.7140633782122736,845,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis ≥5 years,11.305891842790624,71.40633782122737
5,0.15052913008906177,0.7600337038030774,343,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis ≥5 years,15.052913008906177,76.00337038030774
10,0.18431680521175742,0.7950773629941087,40,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis ≥5 years,18.431680521175743,79.50773629941087
1,0.04742518622323895,0.5470417636390418,3151,quartile=Q2,Q2,pm25,PM[2.5],Dialysis ≥5 years,4.742518622323895,54.704176363904175
3,0.11756450462517606,0.6879376981209351,1188,quartile=Q2,Q2,pm25,PM[2.5],Dialysis ≥5 years,11.756450462517606,68.7937698120935
5,0.15607933340919805,0.7347349877771698,540,quartile=Q2,Q2,pm25,PM[2.5],Dialysis ≥5 years,15.607933340919805,73.47349877771698
10,0.19496362868389222,0.7803361679403401,64,quartile=Q2,Q2,pm25,PM[2.5],Dialysis ≥5 years,19.496362868389223,78.03361679403402
1,0.04689695704042305,0.3998224739209819,4617,quartile=Q3,Q3,pm25,PM[2.5],Dialysis ≥5 years,4.689695704042305,39.98224739209819
3,0.14059564604733743,0.5618172787424317,2109,quartile=Q3,Q3,pm25,PM[2.5],Dialysis ≥5 years,14.059564604733744,56.18172787424317
5,0.19886152501809115,0.6290727112408235,1004,quartile=Q3,Q3,pm25,PM[2.5],Dialysis ≥5 years,19.886152501809114,62.90727112408236
10,0.2540876493487169,0.6892039240061485,215,quartile=Q3,Q3,pm25,PM[2.5],Dialysis ≥5 years,25.40876493487169,68.92039240061484
1,0.05357887057280979,0.26931609137334495,6756,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis ≥5 years,5.357887057280979,26.931609137334494
3,0.1565329113444357,0.4274047404310531,3743,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis ≥5 years,15.65329113444357,42.74047404310531
5,0.23012175228906528,0.5205782872918396,1930,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis ≥5 years,23.01217522890653,52.05782872918397
10,0.31109130689629405,0.594312385668893,486,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis ≥5 years,31.109130689629406,59.4312385668893
