organ,organ_label,outcome,outcome_label,outcome_family,pollutant,exposure,n,term,term_type,coefficient,std_error,conf_low,conf_high,transformed_measure,transformed_estimate,transformed_conf_low,transformed_conf_high,p_value,adjustment_set
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,zcta_svi_proxy,covariate,1.1434198010313483,0.017063418457875422,1.1099755008539125,1.1768641012087842,mean_difference,1.1434198010313483,1.1099755008539125,1.1768641012087842,0,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerALCH,listing_center_fixed_effect,-1.511430607253309,0.27366238978151003,-2.0478088912250687,-0.9750523232815493,mean_difference,-1.511430607253309,-2.0478088912250687,-0.9750523232815493,3.3345289201917085e-8,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerALUA,listing_center_fixed_effect,-0.9959381861875741,0.21934628456261202,-1.4258569039302937,-0.5660194684448545,mean_difference,-0.9959381861875741,-1.4258569039302937,-0.5660194684448545,5.613693855437684e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerALVA,listing_center_fixed_effect,-0.7532179205038921,0.27758480430839666,-1.2972841369483494,-0.20915170405943473,mean_difference,-0.7532179205038921,-1.2972841369483494,-0.20915170405943473,0.006658470121696969,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerARBH,listing_center_fixed_effect,-0.961054695093444,0.24258599770516684,-1.436523250595571,-0.48558613959131697,mean_difference,-0.961054695093444,-1.436523250595571,-0.48558613959131697,7.442489015548995e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerARCH,listing_center_fixed_effect,-0.5896682912104118,0.2942661699930057,-1.1664299843967028,-0.012906598024120641,mean_difference,-0.5896682912104118,-1.1664299843967028,-0.012906598024120641,0.04508550563380411,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerARUA,listing_center_fixed_effect,-0.6086527842255518,0.22334520325033755,-1.0464093825962135,-0.1708961858548902,mean_difference,-0.6086527842255518,-1.0464093825962135,-0.1708961858548902,0.0064271117984374595,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZCH,listing_center_fixed_effect,-0.5928228804154929,0.257177452193536,-1.0968906867148234,-0.08875507411616235,mean_difference,-0.5928228804154929,-1.0968906867148234,-0.08875507411616235,0.021160651612978882,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZGS,listing_center_fixed_effect,-0.6954621064958117,0.2213381889869266,-1.129284956910188,-0.2616392560814356,mean_difference,-0.6954621064958117,-1.129284956910188,-0.2616392560814356,0.0016776135196006116,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZMC,listing_center_fixed_effect,-0.6327013702880913,0.21997923890812077,-1.063860678548008,-0.20154206202817454,mean_difference,-0.6327013702880913,-1.063860678548008,-0.20154206202817454,0.004025265596547409,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZSJ,listing_center_fixed_effect,-0.06844912234363053,0.23867801409246964,-0.536258029964871,0.39935978527760996,mean_difference,-0.06844912234363053,-0.536258029964871,0.39935978527760996,0.7742775416314152,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZUA,listing_center_fixed_effect,-0.5387538063151114,0.22410917336838646,-0.9780077861171488,-0.09949982651307393,mean_difference,-0.5387538063151114,-0.9780077861171488,-0.09949982651307393,0.016218013099056204,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCACH,listing_center_fixed_effect,-1.4770270099760616,0.2601842725455611,-1.9869881841653614,-0.9670658357867619,mean_difference,-1.4770270099760616,-1.9869881841653614,-0.9670658357867619,1.3726487508191283e-8,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCACL,listing_center_fixed_effect,-1.1677418100301034,0.2417869697515644,-1.6416442707431695,-0.6938393493170372,mean_difference,-1.1677418100301034,-1.6416442707431695,-0.6938393493170372,1.368221266279458e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCACS,listing_center_fixed_effect,-0.3511373624289497,0.2199945636986299,-0.7823267072782643,0.08005198242036488,mean_difference,-0.3511373624289497,-0.7823267072782643,0.08005198242036488,0.11046292961675476,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAGH,listing_center_fixed_effect,-0.6209917158316007,0.22435421484176946,-1.0607259769214687,-0.1812574547417326,mean_difference,-0.6209917158316007,-1.0607259769214687,-0.1812574547417326,0.005641930142898793,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAIM,listing_center_fixed_effect,0.41780080706423267,0.22210173701735006,-0.017518597489773413,0.8531202116182388,mean_difference,0.41780080706423267,-0.017518597489773413,0.8531202116182388,0.0599556287470487,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAKP,listing_center_fixed_effect,-1.0390354186498554,0.2994039804707657,-1.6258672203725562,-0.4522036169271546,mean_difference,-1.0390354186498554,-1.6258672203725562,-0.4522036169271546,5.198270161052033e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCALA,listing_center_fixed_effect,1.1988357324860917,0.22611646238150443,0.755647466218343,1.6420239987538403,mean_difference,1.1988357324860917,0.755647466218343,1.6420239987538403,1.1467747242428676e-7,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCALB,listing_center_fixed_effect,0.1730432043347878,0.41822420801894244,-0.6466762433823393,0.9927626520519149,mean_difference,0.1730432043347878,-0.6466762433823393,0.9927626520519149,0.6790522165364989,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCALL,listing_center_fixed_effect,-0.15125527381127318,0.21987982087950428,-0.5822197227351016,0.2797091751125552,mean_difference,-0.15125527381127318,-0.5822197227351016,0.2797091751125552,0.49151619656743084,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAMB,listing_center_fixed_effect,-1.743400541753296,0.2812135555520024,-2.2945791106352207,-1.1922219728713714,mean_difference,-1.743400541753296,-2.2945791106352207,-1.1922219728713714,5.665987828552898e-10,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAMH,listing_center_fixed_effect,-0.32881489475588066,0.5115634399280335,-1.3314792370148263,0.673849447503065,mean_difference,-0.32881489475588066,-1.3314792370148263,0.673849447503065,0.5203770858623789,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAPC,listing_center_fixed_effect,-1.5183521914920755,0.23293377677767418,-1.9749023939763168,-1.061801989007834,mean_difference,-1.5183521914920755,-1.9749023939763168,-1.061801989007834,7.112754402768751e-11,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAPM,listing_center_fixed_effect,-0.7916218032268153,0.2194882782862956,-1.2218188286679545,-0.36142477778567594,mean_difference,-0.7916218032268153,-1.2218188286679545,-0.36142477778567594,3.101783333130006e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCARC,listing_center_fixed_effect,0.5034956318949634,0.2314093151957901,0.04993337411121479,0.957057889678712,mean_difference,0.5034956318949634,0.04993337411121479,0.957057889678712,0.02957216940221824,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASB,listing_center_fixed_effect,0.19681357720632722,0.37173520223515943,-0.5317874191745853,0.9254145735872397,mean_difference,0.19681357720632722,-0.5317874191745853,0.9254145735872397,0.5964965618449525,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASD,listing_center_fixed_effect,-0.4964235134785415,0.22192498097521243,-0.9313964761899578,-0.06145055076712519,mean_difference,-0.4964235134785415,-0.9313964761899578,-0.06145055076712519,0.025293405576683185,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASF,listing_center_fixed_effect,-1.1530008688669608,0.2188728518343732,-1.5819916584623324,-0.7240100792715893,mean_difference,-1.1530008688669608,-1.5819916584623324,-0.7240100792715893,1.3804166722585408e-7,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASG,listing_center_fixed_effect,-0.13611007904397918,0.2414082456222532,-0.6092702404635955,0.33705008237563705,mean_difference,-0.13611007904397918,-0.6092702404635955,0.33705008237563705,0.5728788873859493,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASH,listing_center_fixed_effect,-0.38075336602661,0.22237173422303588,-0.8166019651037604,0.05509523305054037,mean_difference,-0.38075336602661,-0.8166019651037604,0.05509523305054037,0.08685333921360305,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASJ,listing_center_fixed_effect,-0.04843326106968133,0.22720396099838555,-0.493753024626517,0.39688650248715435,mean_difference,-0.04843326106968133,-0.493753024626517,0.39688650248715435,0.8311937824287001,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASM,listing_center_fixed_effect,-0.5562428726843398,0.21990474015634764,-0.9872561633907813,-0.1252295819778984,mean_difference,-0.5562428726843398,-0.9872561633907813,-0.1252295819778984,0.011423700021952544,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASU,listing_center_fixed_effect,-0.9282039910273117,0.22008450997987603,-1.3595696305878686,-0.49683835146675465,mean_difference,-0.9282039910273117,-1.3595696305878686,-0.49683835146675465,2.470763293871694e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASV,listing_center_fixed_effect,0.6056097380289888,0.2268488416880632,0.1609860083203849,1.0502334677375926,mean_difference,0.6056097380289888,0.1609860083203849,1.0502334677375926,0.007592980223886636,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAUC,listing_center_fixed_effect,-0.5550062959720841,0.21916085766665416,-0.9845615769987262,-0.12545101494544192,mean_difference,-0.5550062959720841,-0.9845615769987262,-0.12545101494544192,0.01132824387199894,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAUH,listing_center_fixed_effect,0.36576516884955546,0.2201209707838758,-0.06567193388684112,0.797202271585952,mean_difference,0.36576516884955546,-0.06567193388684112,0.797202271585952,0.0965824717009653,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAWM,listing_center_fixed_effect,0.4952868998972636,0.3230830117295013,-0.13795580309255895,1.1285296028870861,mean_difference,0.4952868998972636,-0.13795580309255895,1.1285296028870861,0.12527592478259364,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOCH,listing_center_fixed_effect,-1.0624735177589295,0.25024551148618746,-1.552954720271857,-0.571992315246002,mean_difference,-1.0624735177589295,-1.552954720271857,-0.571992315246002,2.179229055657429e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOPM,listing_center_fixed_effect,-0.630710300099069,0.2233679949513215,-1.0685115702036592,-0.1929090299944789,mean_difference,-0.630710300099069,-1.0685115702036592,-0.1929090299944789,0.004748368036425941,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOSL,listing_center_fixed_effect,-0.7590288026742638,0.22407929250301453,-1.1982242159801721,-0.31983338936835526,mean_difference,-0.7590288026742638,-1.1982242159801721,-0.31983338936835526,7.058321338504103e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOUC,listing_center_fixed_effect,-0.7279856467911718,0.22055737764177558,-1.160278106969052,-0.2956931866132917,mean_difference,-0.7279856467911718,-1.160278106969052,-0.2956931866132917,9.646252941441257e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCTHH,listing_center_fixed_effect,-0.7666976091501783,0.22338279844070094,-1.2045278940939521,-0.3288673242064044,mean_difference,-0.7666976091501783,-1.2045278940939521,-0.3288673242064044,5.987174169607046e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCTYN,listing_center_fixed_effect,-0.8882794928124633,0.22125029330280105,-1.3219300676859533,-0.45462891793897325,mean_difference,-0.8882794928124633,-1.3219300676859533,-0.45462891793897325,5.9499548956223666e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCCH,listing_center_fixed_effect,-1.2840562377558606,0.2513504268885558,-1.77670307445743,-0.7914094010542914,mean_difference,-1.2840562377558606,-1.77670307445743,-0.7914094010542914,3.2460898754305963e-7,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCGU,listing_center_fixed_effect,-0.7894649584481588,0.22101608176006676,-1.2226564786978895,-0.35627343819842794,mean_difference,-0.7894649584481588,-1.2226564786978895,-0.35627343819842794,3.543223149008331e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCGW,listing_center_fixed_effect,-0.15166468696688318,0.23458320136951924,-0.6114477616511409,0.30811838771737454,mean_difference,-0.15166468696688318,-0.6114477616511409,0.30811838771737454,0.5179375146098026,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCHU,listing_center_fixed_effect,0.2406007412981706,0.3629094341095715,-0.47070174955658955,0.9519032321529308,mean_difference,0.2406007412981706,-0.47070174955658955,0.9519032321529308,0.5073453198306779,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCWH,listing_center_fixed_effect,-0.8416085750405663,0.2257892881525232,-1.2841555798195117,-0.39906157026162087,mean_difference,-0.8416085750405663,-1.2841555798195117,-0.39906157026162087,1.9347876411592878e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCWR,listing_center_fixed_effect,-1.5148978076124864,0.2335761325678234,-1.9727070274454201,-1.0570885877795526,mean_difference,-1.5148978076124864,-1.9727070274454201,-1.0570885877795526,8.841057638542988e-11,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDEAI,listing_center_fixed_effect,-1.3728382928168719,0.2983332257444666,-1.9575714152760262,-0.7881051703577174,mean_difference,-1.3728382928168719,-1.9575714152760262,-0.7881051703577174,4.191589653339407e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDECC,listing_center_fixed_effect,-0.8818067976397086,0.22712396042266098,-1.326969760068124,-0.4366438352112931,mean_difference,-0.8818067976397086,-1.326969760068124,-0.4366438352112931,1.0340347243625675e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLAC,listing_center_fixed_effect,1.056586659319049,2.1812304158883564,-3.2186249558221296,5.331798274460228,mean_difference,1.056586659319049,-3.2186249558221296,5.331798274460228,0.6281026467916742,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLBC,listing_center_fixed_effect,1.5957977049738605,0.379141806535993,0.8526797641633143,2.338915645784407,mean_difference,1.5957977049738605,0.8526797641633143,2.338915645784407,2.565733934721828e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLCC,listing_center_fixed_effect,-0.43307486140315665,0.22350323005042516,-0.8711411923019899,0.004991469495676637,mean_difference,-0.43307486140315665,-0.8711411923019899,0.004991469495676637,0.052664345027356896,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLFH,listing_center_fixed_effect,-0.36119820715259104,0.2213702347942856,-0.7950838673493908,0.07268745304420876,mean_difference,-0.36119820715259104,-0.7950838673493908,0.07268745304420876,0.10275430710464982,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLFR,listing_center_fixed_effect,0.5669824970470967,0.23518359263659294,0.1060226554793745,1.0279423386148188,mean_difference,0.5669824970470967,0.1060226554793745,1.0279423386148188,0.015917540641295923,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLHM,listing_center_fixed_effect,-0.05311031922086641,0.24470969882760613,-0.5327413289229744,0.4265206904812416,mean_difference,-0.05311031922086641,-0.5327413289229744,0.4265206904812416,0.8281819443099695,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLJM,listing_center_fixed_effect,-0.21742055694318294,0.21951097069662714,-0.6476620595085721,0.21282094562220624,mean_difference,-0.21742055694318294,-0.6476620595085721,0.21282094562220624,0.32194147404137224,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLJT,listing_center_fixed_effect,-0.4527474777210227,0.2444490235766212,-0.9318675639312002,0.026372608489154847,mean_difference,-0.4527474777210227,-0.9318675639312002,0.026372608489154847,0.06400996498282081,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLLM,listing_center_fixed_effect,-0.25438622410797407,0.23018613094113227,-0.7055510407525933,0.1967785925366452,mean_difference,-0.25438622410797407,-0.7055510407525933,0.1967785925366452,0.26910255704808017,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_dialysis_years,"Dialysis duration at listing, years",gaussian,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLMR,listing_center_fixed_effect,-0.53681730291416,0.23158792223116936,-0.9907296304872519,-0.082904975341068,mean_difference,-0.53681730291416,-0.9907296304872519,-0.082904975341068,0.020450498055610077,age + sex + race + zcta_svi_proxy + listing_center
