organ_label,outcome_label,pollutant,exposure,n,term,term_type,coefficient_ci,transformed_measure,transformed_ci,p_value_display,adjustment_set
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,age,covariate,-0.0029 (-0.0036 to -0.0022),mean_difference,-0.00 (-0.00 to -0.00),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,sexM,covariate,-0.0464 (-0.0645 to -0.0284),mean_difference,-0.05 (-0.06 to -0.03),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,raceBLACK,covariate,-0.1189 (-0.1814 to -0.0565),mean_difference,-0.12 (-0.18 to -0.06),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,raceMULTI,covariate,-0.1024 (-0.2613 to 0.0566),mean_difference,-0.10 (-0.26 to 0.06),0.207,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,raceMissing,covariate,-0.0195 (-0.1939 to 0.1550),mean_difference,-0.02 (-0.19 to 0.15),0.827,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,raceNATIVE,covariate,-0.1148 (-0.2588 to 0.0292),mean_difference,-0.11 (-0.26 to 0.03),0.118,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,racePACIFIC,covariate,0.0082 (-0.3177 to 0.3342),mean_difference,0.01 (-0.32 to 0.33),0.961,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,raceWHITE,covariate,-0.2907 (-0.3464 to -0.2350),mean_difference,-0.29 (-0.35 to -0.23),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,pm25,Prior-year PM2.5 per 5 ug/m3,46810,zcta_svi_proxy,covariate,0.2632 (0.2103 to 0.3161),mean_difference,0.26 (0.21 to 0.32),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,(Intercept),intercept,0.1975 (0.0367 to 0.3584),mean_difference,0.20 (0.04 to 0.36),0.016,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,o3_prior_10ppb,pollutant,-0.1865 (-0.2164 to -0.1566),mean_difference,-0.19 (-0.22 to -0.16),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,age,covariate,-0.0008 (-0.0016 to -0.0001),mean_difference,-0.00 (-0.00 to -0.00),0.024,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,sexM,covariate,-0.0394 (-0.0580 to -0.0207),mean_difference,-0.04 (-0.06 to -0.02),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,raceBLACK,covariate,-0.1271 (-0.1916 to -0.0625),mean_difference,-0.13 (-0.19 to -0.06),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,raceMULTI,covariate,-0.0780 (-0.2424 to 0.0864),mean_difference,-0.08 (-0.24 to 0.09),0.353,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,raceMissing,covariate,0.1085 (-0.0719 to 0.2890),mean_difference,0.11 (-0.07 to 0.29),0.239,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,raceNATIVE,covariate,0.0184 (-0.1304 to 0.1673),mean_difference,0.02 (-0.13 to 0.17),0.808,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,racePACIFIC,covariate,0.0606 (-0.2765 to 0.3977),mean_difference,0.06 (-0.28 to 0.40),0.724,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,raceWHITE,covariate,-0.2828 (-0.3405 to -0.2251),mean_difference,-0.28 (-0.34 to -0.23),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,o3,Prior-year O3 per 10 ppb,46810,zcta_svi_proxy,covariate,0.1191 (0.0644 to 0.1737),mean_difference,0.12 (0.06 to 0.17),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,(Intercept),intercept,-0.1845 (-0.2882 to -0.0807),mean_difference,-0.18 (-0.29 to -0.08),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,no2_prior_10ppb,pollutant,-0.5258 (-0.5439 to -0.5077),mean_difference,-0.53 (-0.54 to -0.51),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,age,covariate,-0.0030 (-0.0037 to -0.0023),mean_difference,-0.00 (-0.00 to -0.00),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,sexM,covariate,-0.0432 (-0.0603 to -0.0260),mean_difference,-0.04 (-0.06 to -0.03),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,raceBLACK,covariate,-0.1064 (-0.1646 to -0.0482),mean_difference,-0.11 (-0.16 to -0.05),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,raceMULTI,covariate,-0.1089 (-0.2577 to 0.0398),mean_difference,-0.11 (-0.26 to 0.04),0.151,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,raceMissing,covariate,0.0588 (-0.0764 to 0.1940),mean_difference,0.06 (-0.08 to 0.19),0.394,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,raceNATIVE,covariate,-0.1706 (-0.3076 to -0.0336),mean_difference,-0.17 (-0.31 to -0.03),0.015,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,racePACIFIC,covariate,-0.0354 (-0.3250 to 0.2541),mean_difference,-0.04 (-0.32 to 0.25),0.811,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,raceWHITE,covariate,-0.3422 (-0.3941 to -0.2904),mean_difference,-0.34 (-0.39 to -0.29),<.001,age + sex + race + zcta_svi_proxy + listing_center
Lung,Continuous lung waitlist urgency score proxy at listing,no2,Prior-year NO2 per 10 ppb,50431,zcta_svi_proxy,covariate,0.3071 (0.2565 to 0.3576),mean_difference,0.31 (0.26 to 0.36),<.001,age + sex + race + zcta_svi_proxy + listing_center
