zip,pm25_ug_m3,pm25_days,pm25_missing_values,pm25_nearest_fill_days,o3_ppb,o3_days,o3_missing_values,o3_nearest_fill_days
60559,10.590727081138,365,0,0,38.1314617554177,365,0,0
60561,10.601095890411,365,0,0,37.8890264397808,365,0,0
60601,10.3219178082192,365,0,0,35.9630142345208,365,0,365
60602,10.4246575342466,365,0,365,34.8942470953073,365,0,365
60603,10.4246575342466,365,0,365,34.8942470953073,365,0,0
60604,9.07671232876712,365,0,365,34.8942470953073,365,0,365
60605,9.99882583170254,365,0,0,35.8792471099849,365,0,0
60606,9.56438356164383,365,0,0,35.1120553177309,365,0,365
60607,9.82100456621005,365,0,0,35.4348498430889,365,0,0
60608,9.82082191780822,365,0,0,35.232997100355,365,0,0
60609,9.77153067301965,365,0,0,36.150000538677,365,0,0
60610,9.79452054794521,365,0,0,35.3052060055406,365,0,0
60611,9.91945205479452,365,0,0,34.8467128480236,365,0,0
60612,9.88866749688668,365,0,0,36.0662022808903,365,0,0
60613,10.5551369863014,365,0,0,36.7092699534034,365,0,0
60614,9.53534246575343,365,0,0,36.3133947572457,365,0,0
60615,9.27671232876712,365,0,0,37.4714526131627,365,0,0
60616,9.63228962818004,365,0,0,35.8639579164542,365,0,0
60617,9.46326855686524,365,0,0,37.9065759073178,365,0,0
60618,9.4427397260274,365,0,0,36.5782653852413,365,0,0
60619,9.3841095890411,365,0,0,37.3686709839115,365,0,0
60620,9.43049434187016,365,0,0,37.3943498722877,365,0,0
60621,9.34417808219178,365,0,0,37.3807539816742,365,0,0
60622,9.4041095890411,365,0,0,35.8449711799243,365,0,0
60623,9.22671232876712,365,0,0,36.2192839959792,365,0,0
60624,9.73729071537291,365,0,0,36.6369411852024,365,0,0
60625,9.45821917808219,365,0,0,37.4005211052564,365,0,0
60626,10.0680365296804,365,0,0,37.1589046632999,365,0,0
60628,9.41835616438356,365,0,0,37.4459261939956,365,0,0
60629,9.48853640951694,365,0,0,36.7429644329425,365,0,0
60630,9.61201264488936,365,0,0,37.7091329820012,365,0,0
60631,9.73250311332503,365,0,0,37.9634708853345,365,0,0
60632,9.8221787345075,365,0,0,35.2685758680085,365,0,0
60633,9.61544209215442,365,0,0,38.1119391316315,365,0,0
60634,9.5869101978691,365,0,0,37.6071890796341,365,0,0
60636,9.32085235920852,365,0,0,36.9885621950081,365,0,0
60637,9.27890410958904,365,0,0,37.6915074109623,365,0,0
60638,10.4135159817352,365,0,0,35.9253562578218,365,0,0
60639,9.4769406392694,365,0,0,36.8913199440999,365,0,0
60640,9.41689497716895,365,0,0,37.3036717887447,365,0,0
60641,9.38196347031963,365,0,0,36.8801831979594,365,0,0
60642,10.0054794520548,365,0,0,35.0361649056412,365,0,0
60643,9.55525114155251,365,0,0,37.5593156281706,365,0,0
60644,9.64292237442922,365,0,0,37.1496809188702,365,0,0
60645,9.44931506849315,365,0,0,37.4206580918578,365,0,0
60646,9.79902152641879,365,0,0,38.3820781975083,365,0,0
60647,9.16054794520548,365,0,0,36.3878087613987,365,0,0
60649,9.56073059360731,365,0,0,38.5558605440857,365,0,0
60651,9.53723536737236,365,0,0,36.5870064160304,365,0,0
60652,9.69497716894977,365,0,0,37.127713935754,365,0,0
60653,9.43630136986301,365,0,0,37.282637541856,365,0,0
60654,10.8246575342466,365,0,0,33.1336991238676,365,0,0
60655,9.79745596868885,365,0,0,37.7154571830087,365,0,0
60656,9.82294520547945,365,0,0,37.9719183740449,365,0,0
60657,9.47095890410959,365,0,0,36.3097265684544,365,0,0
60659,9.38630136986301,365,0,0,37.8305485089246,365,0,0
60660,9.75684931506849,365,0,0,37.3476717894004,365,0,0
60661,9.68493150684932,365,0,0,35.1120553177309,365,0,0
60706,10.0599695585997,365,0,0,38.1074320746943,365,0,0
60707,9.78958904109589,365,0,0,37.8371363047886,365,0,0
60712,9.60469667318982,365,0,0,38.4611512580473,365,0,0
60714,9.81182408074982,365,0,0,38.424353692811,365,0,0
60803,9.88592777085928,365,0,0,37.4175705396975,365,0,0
60804,9.78808814770697,365,0,0,35.9138426747535,365,0,0
60805,9.66657534246575,365,0,0,37.7841101520682,365,0,0
60827,9.71021170610212,365,0,0,37.6795896025655,365,0,0
