time_days,years_since_listing,cumulative_incidence,quartile,event,pollutant,quartile_group,quartile_label,WL_ORG,organ
821.8125,2.25,0.08630811083609297,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
852.25,2.3333333333333335,0.08783733628498241,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
882.6875,2.4166666666666665,0.08944043991335174,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
913.125,2.5,0.08944043991335174,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
943.5625,2.5833333333333335,0.08944043991335174,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
974,2.6666666666666665,0.09109694540451924,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1004.4375,2.75,0.09109694540451924,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1034.875,2.8333333333333335,0.09282326840426276,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1065.3125,2.9166666666666665,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1095.75,3,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1126.1875,3.0833333333333335,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1156.625,3.1666666666666665,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1187.0625,3.25,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1217.5,3.3333333333333335,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1247.9375,3.4166666666666665,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1278.375,3.5,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1308.8125,3.5833333333333335,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1339.25,3.6666666666666665,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1369.6875,3.75,0.09457981807062982,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1400.125,3.8333333333333335,0.09651556707812221,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1430.5625,3.9166666666666665,0.09651556707812221,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1461,4,0.09651556707812221,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1491.4375,4.083333333333333,0.09651556707812221,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1521.875,4.166666666666667,0.09866509625804619,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1552.3125,4.25,0.09866509625804619,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1582.75,4.333333333333333,0.09866509625804619,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1613.1875,4.416666666666667,0.09866509625804619,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1643.625,4.5,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1674.0625,4.583333333333333,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1704.5,4.666666666666667,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1734.9375,4.75,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1765.375,4.833333333333333,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1795.8125,4.916666666666667,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
1826.25,5,0.10092322036056428,3,Waitlist death,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
0,0,0,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
30.4375,0.08333333333333333,0.029275368926919045,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
60.875,0.16666666666666666,0.04574286886579077,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
91.3125,0.25,0.06024201684135067,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
121.75,0.3333333333333333,0.07390097481482191,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
152.1875,0.4166666666666667,0.08826137622496999,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
182.625,0.5,0.09116952296322806,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
213.0625,0.5833333333333334,0.09593998594896616,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
243.5,0.6666666666666666,0.09837963895421292,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
273.9375,0.75,0.10085208688752893,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
304.375,0.8333333333333334,0.10211340959676299,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
334.8125,0.9166666666666666,0.10339021128769883,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
365.25,1,0.10595349281504482,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
395.6875,1.0833333333333333,0.10984128734730271,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
426.125,1.1666666666666667,0.1124834281360493,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
456.5625,1.25,0.11383687316591326,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
487,1.3333333333333333,0.11660561027681302,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
517.4375,1.4166666666666667,0.12157204992198786,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
547.875,1.5,0.12157204992198786,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
578.3125,1.5833333333333333,0.12371958484429593,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
608.75,1.6666666666666667,0.12371958484429593,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
639.1875,1.75,0.125164241884089,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
669.625,1.8333333333333333,0.125164241884089,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
700.0625,1.9166666666666667,0.125164241884089,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
730.5,2,0.12664917006279908,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
760.9375,2.0833333333333335,0.12664917006279908,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
791.375,2.1666666666666665,0.12820966184279187,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
821.8125,2.25,0.12820966184279187,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
852.25,2.3333333333333335,0.12820966184279187,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
882.6875,2.4166666666666665,0.12820966184279187,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
913.125,2.5,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
943.5625,2.5833333333333335,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
974,2.6666666666666665,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1004.4375,2.75,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1034.875,2.8333333333333335,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1065.3125,2.9166666666666665,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1095.75,3,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1126.1875,3.0833333333333335,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1156.625,3.1666666666666665,0.1298931987555856,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1187.0625,3.25,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1217.5,3.3333333333333335,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1247.9375,3.4166666666666665,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1278.375,3.5,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1308.8125,3.5833333333333335,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1339.25,3.6666666666666665,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1369.6875,3.75,0.1317522795807697,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1400.125,3.8333333333333335,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1430.5625,3.9166666666666665,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1461,4,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1491.4375,4.083333333333333,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1521.875,4.166666666666667,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1552.3125,4.25,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1582.75,4.333333333333333,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1613.1875,4.416666666666667,0.1337290220275258,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1643.625,4.5,0.13589144444897833,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1674.0625,4.583333333333333,0.13821768102694842,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1704.5,4.666666666666667,0.13821768102694842,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1734.9375,4.75,0.13821768102694842,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1765.375,4.833333333333333,0.13821768102694842,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1795.8125,4.916666666666667,0.13821768102694842,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
1826.25,5,0.13821768102694842,4,Waitlist death,NO2,Q4,Q4 (12.9-51.1 NO2 units),IN,Intestine
0,0,0,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
30.4375,0.08333333333333333,0.15639259015577753,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
60.875,0.16666666666666666,0.259952136904045,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
91.3125,0.25,0.3335590908078294,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
121.75,0.3333333333333333,0.3964270284152843,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
152.1875,0.4166666666666667,0.4565273270529193,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
182.625,0.5,0.48127861858747745,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
213.0625,0.5833333333333334,0.5116459344591648,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
243.5,0.6666666666666666,0.53752521646836815,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
273.9375,0.75,0.5558473131849676,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
304.375,0.8333333333333334,0.5750473985716122,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
334.8125,0.9166666666666666,0.5820386736488963,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
365.25,1,0.5898995670825962,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
395.6875,1.0833333333333333,0.5962898652927766,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
426.125,1.1666666666666667,0.6077695762262836,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
456.5625,1.25,0.6193346384407606,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
487,1.3333333333333333,0.626025183098513,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
517.4375,1.4166666666666667,0.6328254015700225,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
547.875,1.5,0.6431839626851021,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
578.3125,1.5833333333333333,0.6536744298997998,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
608.75,1.6666666666666667,0.6590746859512198,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
639.1875,1.75,0.6684587150521011,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
669.625,1.8333333333333333,0.6760737916700659,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
700.0625,1.9166666666666667,0.6780389721033127,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
730.5,2,0.6800370511531483,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
760.9375,2.0833333333333335,0.6871416566748876,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
791.375,2.1666666666666665,0.6902184696703962,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
821.8125,2.25,0.6902184696703962,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
852.25,2.3333333333333335,0.6944558420107377,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
882.6875,2.4166666666666665,0.698810199850074,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
913.125,2.5,0.7010512424832511,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
943.5625,2.5833333333333335,0.703365682878978,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
974,2.6666666666666665,0.7081002670548339,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1004.4375,2.75,0.7105243756347897,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1034.875,2.8333333333333335,0.7178843197570652,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1065.3125,2.9166666666666665,0.7178843197570652,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1095.75,3,0.7203535650794737,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1126.1875,3.0833333333333335,0.7279793104216072,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1156.625,3.1666666666666665,0.7305510752764125,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1187.0625,3.25,0.7305510752764125,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1217.5,3.3333333333333335,0.7305510752764125,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1247.9375,3.4166666666666665,0.7331811922944979,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1278.375,3.5,0.7331811922944979,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1308.8125,3.5833333333333335,0.7358942235587544,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1339.25,3.6666666666666665,0.7386503188113327,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1369.6875,3.75,0.7386503188113327,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1400.125,3.8333333333333335,0.7386503188113327,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1430.5625,3.9166666666666665,0.7386503188113327,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1461,4,0.7414789428863471,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1491.4375,4.083333333333333,0.7444064699010473,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1521.875,4.166666666666667,0.7444064699010473,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1552.3125,4.25,0.7444064699010473,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1582.75,4.333333333333333,0.7444064699010473,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1613.1875,4.416666666666667,0.7475110802744231,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1643.625,4.5,0.7475110802744231,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1674.0625,4.583333333333333,0.7475110802744231,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1704.5,4.666666666666667,0.7475110802744231,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1734.9375,4.75,0.7508757683347816,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1765.375,4.833333333333333,0.7508757683347816,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1795.8125,4.916666666666667,0.7544345579262068,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
1826.25,5,0.7544345579262068,1,Transplant,NO2,Q1,Q1 (0.8-4.9 NO2 units),IN,Intestine
0,0,0,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
30.4375,0.08333333333333333,0.18212560454967722,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
60.875,0.16666666666666666,0.2770524273495269,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
91.3125,0.25,0.3450354015215732,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
121.75,0.3333333333333333,0.39691925237558356,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
152.1875,0.4166666666666667,0.43424729500362613,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
182.625,0.5,0.46271504746114667,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
213.0625,0.5833333333333334,0.4928987376782772,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
243.5,0.6666666666666666,0.5168668899277058,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
273.9375,0.75,0.5357559731706992,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
304.375,0.8333333333333334,0.5469478296907566,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
334.8125,0.9166666666666666,0.5595632149485539,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
365.25,1,0.5729516238805092,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
395.6875,1.0833333333333333,0.5783363377862689,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
426.125,1.1666666666666667,0.5837348445042874,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
456.5625,1.25,0.5864467907424257,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
487,1.3333333333333333,0.5932996691403323,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
517.4375,1.4166666666666667,0.6016360269723376,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
547.875,1.5,0.6144610066024085,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
578.3125,1.5833333333333333,0.6216626135406419,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
608.75,1.6666666666666667,0.6274982187005338,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
639.1875,1.75,0.6377303062500925,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
669.625,1.8333333333333333,0.6421276676850813,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
700.0625,1.9166666666666667,0.6465790871876949,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
730.5,2,0.6510874775162099,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
760.9375,2.0833333333333335,0.6571449750771141,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
791.375,2.1666666666666665,0.6655774638298896,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
821.8125,2.25,0.6655774638298896,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
852.25,2.3333333333333335,0.6710534919943751,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
882.6875,2.4166666666666665,0.672632466998802,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
913.125,2.5,0.6790272155355626,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
943.5625,2.5833333333333335,0.6790272155355626,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
974,2.6666666666666665,0.6806850734134031,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1004.4375,2.75,0.6824003868238038,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1034.875,2.8333333333333335,0.6858517394613988,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1065.3125,2.9166666666666665,0.6875880027514774,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1095.75,3,0.6875880027514774,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1126.1875,3.0833333333333335,0.6875880027514774,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1156.625,3.1666666666666665,0.6875880027514774,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1187.0625,3.25,0.691297292507554,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1217.5,3.3333333333333335,0.69320024887476,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1247.9375,3.4166666666666665,0.69320024887476,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1278.375,3.5,0.6951120562018132,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1308.8125,3.5833333333333335,0.6951120562018132,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1339.25,3.6666666666666665,0.6990144880231073,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1369.6875,3.75,0.7010573677569134,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1400.125,3.8333333333333335,0.7031339920282119,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1430.5625,3.9166666666666665,0.7074179088693235,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1461,4,0.7118031285976856,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1491.4375,4.083333333333333,0.7118031285976856,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1521.875,4.166666666666667,0.7118031285976856,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1552.3125,4.25,0.7118031285976856,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1582.75,4.333333333333333,0.7118031285976856,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1613.1875,4.416666666666667,0.7118031285976856,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1643.625,4.5,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1674.0625,4.583333333333333,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1704.5,4.666666666666667,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1734.9375,4.75,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1765.375,4.833333333333333,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1795.8125,4.916666666666667,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
1826.25,5,0.7141985834036748,2,Transplant,NO2,Q2,Q2 (5-8.1 NO2 units),IN,Intestine
0,0,0,3,Transplant,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
30.4375,0.08333333333333333,0.1876843418479962,3,Transplant,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
60.875,0.16666666666666666,0.2764413264217892,3,Transplant,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
91.3125,0.25,0.35621553389085703,3,Transplant,NO2,Q3,Q3 (8.1-12.8 NO2 units),IN,Intestine
