pollutant,subgroup,quartile,time,cif_adverse_before,cif_transplant_or_improvement_before,n_risk_before,cif_adverse_after,cif_transplant_or_improvement_after,n_risk_after,cif_adverse_change,cif_transplant_or_improvement_change,n_risk_change
pm25,No durable LVAD,Q1 lowest,10,0.14130074394946196,0.8393678735069326,94,0.12434540339398002,0.865893581501794,39,-0.016955340555481938,0.026525707994861314,-55
pm25,No durable LVAD,Q2,1,0.0970451519206602,0.6265639438585162,3646,0.09393719575397733,0.6614490301506283,3433,-0.003107956166682871,0.034885086292112066,-213
pm25,No durable LVAD,Q2,3,0.12530793549067618,0.7508970845028594,1311,0.1214783179826592,0.7832553663977652,1036,-0.003829617508016969,0.03235828189490575,-275
pm25,No durable LVAD,Q2,5,0.13594416147579616,0.7899866161331249,651,0.13234941862127078,0.8190529531032389,428,-0.003594742854525379,0.02906633697011396,-223
pm25,No durable LVAD,Q2,10,0.1448214228451346,0.8268387439296213,152,0.13911480368560272,0.8489720480020814,64,-0.005706619159531884,0.022133304072460058,-88
pm25,No durable LVAD,Q3,1,0.10799383399137372,0.6116189189240673,3644,0.10715456646762005,0.6337068000050967,3690,-8.392675237536701e-4,0.022087881081029437,46
pm25,No durable LVAD,Q3,3,0.13912875285246973,0.733310351322773,1342,0.13762185890827736,0.7521801226702696,1278,-0.0015068939441923723,0.018869771347496567,-64
pm25,No durable LVAD,Q3,5,0.15385780012724098,0.7722092559653528,665,0.14991216784325792,0.7892363293053666,614,-0.003945632283983064,0.017027073340013743,-51
pm25,No durable LVAD,Q3,10,0.16331449722977004,0.8084654859332067,183,0.15815814492434616,0.825817142754463,130,-0.0051563523054238836,0.01735165682125639,-53
pm25,No durable LVAD,Q4 highest,1,0.12663840243463084,0.661070257201148,2963,0.11832393279818296,0.6262688112794892,3969,-0.008314469636447885,-0.03480144592165879,1006
pm25,No durable LVAD,Q4 highest,3,0.15467708568976535,0.7631107699162574,944,0.14641140940274577,0.7385924494472366,1562,-0.008265676287019574,-0.024518320469020805,618
pm25,No durable LVAD,Q4 highest,5,0.1660966181140747,0.7904732573517831,433,0.1596295526222644,0.7712666309316117,853,-0.006467065491810309,-0.019206626420171347,420
pm25,No durable LVAD,Q4 highest,10,0.17416708099093425,0.8134557262668209,90,0.16890594287562727,0.805893071141002,256,-0.005261138115306985,-0.007562655125818996,166
no2,Durable LVAD,Q1 lowest,1,0.04852597729377124,0.5210605573070861,1082,0.05311632775233844,0.5736488049802321,990,0.004590350458567198,0.05258824767314596,-92
no2,Durable LVAD,Q1 lowest,3,0.10059958938679832,0.7051134697982766,261,0.10382508293921718,0.747477577999349,219,0.0032254935524188566,0.04236410820107239,-42
no2,Durable LVAD,Q1 lowest,5,0.13035887977328703,0.7637041172862371,84,0.12088378286936624,0.8011188750923064,61,-0.009475096903920788,0.03741475780606929,-23
no2,Durable LVAD,Q1 lowest,10,0.15469182128796222,0.8247838684315247,7,0.13887058718462347,0.8502119813703253,4,-0.015821234103338744,0.02542811293880054,-3
no2,Durable LVAD,Q2,1,0.06586098087094183,0.56127613835333,1230,0.06079337116925764,0.5591780867386,1153,-0.005067609701684191,-0.002098051614729979,-77
no2,Durable LVAD,Q2,3,0.1100254078963814,0.735959647264687,369,0.10555189505857648,0.7348174839020148,339,-0.004473512837804922,-0.001142163362672144,-30
no2,Durable LVAD,Q2,5,0.13378853720530148,0.7940792761522377,115,0.13452059814495687,0.7900642699563033,99,7.320609396553879e-4,-0.004015006195934423,-16
no2,Durable LVAD,Q2,10,0.14682651463618815,0.8351294786733949,13,0.15133067761771227,0.830699939545284,9,0.004504162981524118,-0.004429539128110949,-4
no2,Durable LVAD,Q3,1,0.07126644292167834,0.5920946111612507,1124,0.07518661439010167,0.5730194359506209,1127,0.003920171468423328,-0.019075175210629847,3
no2,Durable LVAD,Q3,3,0.11651598018757645,0.7522613396570355,357,0.11754981468350378,0.7412731511333985,350,0.0010338344959273382,-0.010988188523636921,-7
no2,Durable LVAD,Q3,5,0.13792280962143205,0.8005213928227628,123,0.14340507918926715,0.7949430964985431,111,0.005482269567835096,-0.005578296324219689,-12
no2,Durable LVAD,Q3,10,0.14732595591030767,0.8377741437900251,12,0.1563876713719685,0.8309482069873394,9,0.009061715461660819,-0.006825936802685728,-3
no2,Durable LVAD,Q4 highest,1,0.08069477179662395,0.5822360906916761,1025,0.07294933774011109,0.5526590523213484,1159,-0.007745434056512859,-0.02957703837032777,134
no2,Durable LVAD,Q4 highest,3,0.12287866737370962,0.7614510226731314,291,0.1199145545527632,0.7394462684316262,362,-0.002964112820946413,-0.022004754241505164,71
no2,Durable LVAD,Q4 highest,5,0.14399650900806435,0.8089938559088414,94,0.14167705120733415,0.7938116106487745,140,-0.0023194578007302014,-0.015182245260066951,46
no2,Durable LVAD,Q4 highest,10,0.15133695539333822,0.8375854676704511,14,0.1493009422428102,0.8354357651512488,19,-0.00203601315052801,-0.0021497025192022123,5
o3,Durable LVAD,Q1 lowest,1,0.06625022253196937,0.5919801462545701,1099,0.06454864788636525,0.5528965165668496,1335,-0.001701574645604123,-0.0390836296877205,236
o3,Durable LVAD,Q1 lowest,3,0.1124131586787686,0.7639679585309751,317,0.11006227782472935,0.739296628263993,428,-0.0023508808540392417,-0.024671330266982094,111
o3,Durable LVAD,Q1 lowest,5,0.13149885328702723,0.8156638607371341,95,0.13281291881692808,0.7971944426573199,137,0.0013140655299008486,-0.01846941807981428,42
o3,Durable LVAD,Q1 lowest,10,0.13964927345431197,0.8408584402934071,15,0.14744470220110778,0.8375073783617981,16,0.007795428746795813,-0.003351061931608945,1
o3,Durable LVAD,Q2,1,0.06565656034232294,0.5325628269691669,1331,0.06183760469551675,0.5497393116164357,1301,-0.003818955646806184,0.01717648464726884,-30
o3,Durable LVAD,Q2,3,0.11709785457771636,0.7169369475002334,410,0.10940982431128908,0.7306679624637767,377,-0.0076880302664272815,0.013731014963543342,-33
o3,Durable LVAD,Q2,5,0.1474551916414451,0.7722317484992879,123,0.13834815938738723,0.7848559811190757,120,-0.009107032254057873,0.012624232619787845,-3
o3,Durable LVAD,Q2,10,0.1597487306994389,0.8193444048625955,9,0.14791193240078143,0.8362108429927642,8,-0.01183679829865747,0.016866438130168637,-1
o3,Durable LVAD,Q3,1,0.07407535832150419,0.5560288590429213,1008,0.07398524295228422,0.563943244143382,1121,-9.011536921997576e-5,0.007914385100460719,113
o3,Durable LVAD,Q3,3,0.12078138561479308,0.7240077559111292,275,0.1196677215842955,0.73472551764118,289,-0.001113664030497577,0.01071776173005079,14
o3,Durable LVAD,Q3,5,0.14770860023493151,0.7802105487317944,82,0.1456942434055999,0.7856995857950639,96,-0.002014356829331626,0.005489037063269531,14
o3,Durable LVAD,Q3,10,0.16687866633862974,0.8147369274515631,7,0.15927307265202115,0.8213132979778004,10,-0.007605593686608597,0.006576370526237274,3
o3,Durable LVAD,Q4 highest,1,0.08198134707086975,0.6325035208712904,462,0.06826541429098741,0.6111335413374401,672,-0.01371593277988234,-0.021369979533850225,210
o3,Durable LVAD,Q4 highest,3,0.12391261458531724,0.7917908836117254,89,0.1113336551013884,0.7681515579280712,176,-0.012578959483928842,-0.023639325683654233,87
o3,Durable LVAD,Q4 highest,5,0.13726322279239817,0.831201574500279,27,0.126816002803674,0.8198472309148893,58,-0.010447219988724166,-0.01135434358538967,31
o3,Durable LVAD,Q4 highest,10,0.13843119326303976,0.8499674488629406,7,0.13711040022076765,0.8536037113569843,7,-0.001320793042272117,0.003636262494043696,0
pm25,Durable LVAD,Q1 lowest,1,0.06518152578005466,0.5844877223979906,1156,0.05828080270041724,0.5782143647814805,1223,-0.006900723079637426,-0.006273357616510156,67
pm25,Durable LVAD,Q1 lowest,3,0.11067708667304556,0.7619161597142837,335,0.09875503815804967,0.7619614071167675,345,-0.011922048514995884,4.524740248379455e-5,10
pm25,Durable LVAD,Q1 lowest,5,0.13540197333496837,0.812613784514941,97,0.1173642010912914,0.8181097431038241,101,-0.01803777224367696,0.005495958588883076,4
pm25,Durable LVAD,Q1 lowest,10,0.14724763730549406,0.8388377645459603,7,0.13132713470556817,0.8581279121236929,3,-0.01592050259992589,0.01929014757773262,-4
pm25,Durable LVAD,Q2,1,0.06515861750411397,0.5580876257931061,1136,0.06385218583720677,0.5410580638336553,1320,-0.0013064316669072068,-0.017029561959450823,184
pm25,Durable LVAD,Q2,3,0.11570270824171162,0.7238551075466132,358,0.11779591650649046,0.721467648213707,381,0.002093208264778837,-0.0023874593329061833,23
pm25,Durable LVAD,Q2,5,0.13721532660653296,0.7806579898988125,118,0.14487947904964563,0.779903339695281,123,0.007664152443112665,-7.546502035314928e-4,5
pm25,Durable LVAD,Q2,10,0.14998177325303386,0.8262281039376331,14,0.16011987626395482,0.8261048091931223,7,0.010138103010920968,-1.2329474451078237e-4,-7
pm25,Durable LVAD,Q3,1,0.06639700497721665,0.5341063293489725,1137,0.0647369164274553,0.5542355761137119,1212,-0.0016600885497613516,0.020129246764739372,75
pm25,Durable LVAD,Q3,3,0.11595262681377116,0.7205048168771113,321,0.10715543341740272,0.736648426575703,353,-0.008797193396368447,0.016143609698591632,32
pm25,Durable LVAD,Q3,5,0.1417575643533596,0.7801827236255114,96,0.13445391735828366,0.7931535987205403,113,-0.007303646995075935,0.012970875095028811,17
pm25,Durable LVAD,Q3,10,0.155140277995875,0.8190698979895648,13,0.14428687554988578,0.841247730308096,14,-0.010853402445989202,0.02217783231853121,1
pm25,Durable LVAD,Q4 highest,1,0.09515120726157948,0.6314497678657631,471,0.08849075465971382,0.5986062539943456,674,-0.006660452601865666,-0.032843513871417485,203
pm25,Durable LVAD,Q4 highest,3,0.13664096065262546,0.7865526945718619,77,0.13441449472893782,0.7435337394681417,191,-0.002226465923687637,-0.043018955103720224,114
pm25,Durable LVAD,Q4 highest,5,0.15753196844469508,0.8202100259616296,16,0.15636667755759112,0.7856687454213508,74,-0.0011652908871039591,-0.03454128054027883,58
pm25,Durable LVAD,Q4 highest,10,0.15753196844469508,0.8348800751029163,4,0.1669172542034878,0.8136248953765538,17,0.009385285758792716,-0.021255179726362483,13
