organ,pollutant,quartile,time,cif_adverse_before,cif_transplant_or_improvement_before,n_risk_before,cif_adverse_after,cif_transplant_or_improvement_after,n_risk_after,cif_adverse_change,cif_transplant_or_improvement_change,n_risk_change
Lung,O3,Q4 highest,1,0.08652555938289135,0.7424981984071141,1904,0.08844490422315122,0.7319258833310013,1914,0.001919344840259879,-0.010572315076112782,10
Lung,O3,Q4 highest,3,0.10919365357498344,0.8306266508363477,587,0.11366335830750512,0.8227351575682698,597,0.004469704732521687,-0.00789149326807792,10
Lung,O3,Q4 highest,5,0.11606249511859804,0.8553885881493347,241,0.12150216266409627,0.8473525582651874,250,0.005439667545498239,-0.008036029884147311,9
Lung,O3,Q4 highest,10,0.12133116493515413,0.8727021246853194,40,0.12704988544632273,0.866890034479628,38,0.005718720511168604,-0.0058120902056914,-2
Lung,PM2.5,Q1 lowest,1,0.090684513440794,0.7339428304010681,1851,0.0806696105241733,0.7632635437590869,1895,-0.010014902916620702,0.02932071335801878,44
Lung,PM2.5,Q1 lowest,3,0.11076701597344166,0.8339572638616376,500,0.09802499771317734,0.8535443908173737,479,-0.012742018260264318,0.019587126955736056,-21
Lung,PM2.5,Q1 lowest,5,0.11672179868950132,0.8583560224951309,199,0.10310008249750233,0.8751793138162756,192,-0.013621716191998992,0.016823291321144684,-7
Lung,PM2.5,Q1 lowest,10,0.12036053830180884,0.8773994589973854,13,0.106222235731809,0.8917278787458935,13,-0.014138302569999844,0.014328419748508181,0
Lung,PM2.5,Q2,1,0.09625423622619744,0.7292513941166169,1771,0.08551810349394204,0.7599190001390199,1806,-0.010736132732255405,0.030667606022403038,35
Lung,PM2.5,Q2,3,0.11861996411387186,0.8248668663008442,507,0.1056358234179344,0.8475752977411467,460,-0.012984140695937466,0.022708431440302546,-47
Lung,PM2.5,Q2,5,0.12573139211555112,0.849045699826157,197,0.11143291786747989,0.8665602947958607,186,-0.014298474248071236,0.017514594969703756,-11
Lung,PM2.5,Q2,10,0.1285599441207906,0.8675418724263251,21,0.11435040806872486,0.8824705067697847,18,-0.01420953605206575,0.01492863434345959,-3
Lung,PM2.5,Q3,1,0.10039203182466463,0.6919837343787508,1929,0.09661069513039816,0.7145264991321617,2016,-0.003781336694266474,0.022542764753410882,87
Lung,PM2.5,Q3,3,0.12905267589927544,0.8012509454881517,578,0.12165175314200134,0.8140070627225526,594,-0.007400922757274095,0.012756117234400954,16
Lung,PM2.5,Q3,5,0.13668970045931586,0.8295603035799811,242,0.12900821908785598,0.8410034918601487,241,-0.007681481371459881,0.011443188280167549,-1
Lung,PM2.5,Q3,10,0.14343781862976962,0.8508086269182279,35,0.13396768652539218,0.8606494117817414,36,-0.009470132104377443,0.009840784863513474,1
Lung,PM2.5,Q4 highest,1,0.11410379254753984,0.6529990888854305,1853,0.10853820564336115,0.6655849281311549,2119,-0.005565586904178688,0.012585839245724428,266
Lung,PM2.5,Q4 highest,3,0.14789927569478167,0.7602828815819904,650,0.14142073362310478,0.7737897838038257,702,-0.0064785420716768904,0.01350690222183526,52
Lung,PM2.5,Q4 highest,5,0.15881113575839362,0.7931994575561213,298,0.15147736359464445,0.8046527839119907,317,-0.007333772163749169,0.011453326355869375,19
Lung,PM2.5,Q4 highest,10,0.16749671027644136,0.8210521805944049,56,0.15997835326220416,0.8300294435977972,58,-0.007518357014237198,0.0089772630033923,2
