model_tier,model_type,organ,term,n_before,people_before,adverse_events_before,hazard_ratio_before,coefficient_before,std_error_before,hr_conf_low_before,hr_conf_high_before,conf_low_before,conf_high_before,p_value_before,n_after,people_after,adverse_events_after,hazard_ratio_after,coefficient_after,std_error_after,hr_conf_low_after,hr_conf_high_after,conf_low_after,conf_high_after,p_value_after,n_change,people_change,adverse_events_change,hazard_ratio_change,coefficient_change,std_error_change,hr_conf_low_change,hr_conf_high_change,conf_low_change,conf_high_change,p_value_change,hr_relative_change_percent,direction_changed,significance_changed
Adjusted + SDOH,Single-pollutant PM2.5,HR,sexM,63342,63342,9332,0.9835367903558904,-0.01660023427169281,0.02408790823190617,0.9381808596782752,1.031085433053167,-0.0638125344062289,0.03061206586284328,0.490727511330386,74028,74028,10010,0.976747888950893,-0.02352670634860876,0.02321145477742633,0.9333069332296626,1.0222108125444112,-0.06902115771236439,0.02196774501514684,0.31078238202762887,10686,10686,678,-0.006788901404997327,-0.006926472076915952,-8.764534544798384e-4,-0.00487392644861262,-0.00887462050875576,-0.0052086233061354875,-0.008644320847696441,-0.17994512930275713,-0.6902539357516835,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,HR,raceBLACK,63342,63342,9332,0.91572656212196335,-0.08803747183916032,0.0710116854505929,0.7967451799657971,1.0524759454606398,-0.2272203753223224,0.05114543164400177,0.2150640486401965,74028,74028,10010,0.8898718553840617,-0.11667780933699512,0.06713802847529671,0.7801505655671149,1.015024475985654,-0.24826834514857665,0.01491272647458641,0.08223203287438324,10686,10686,678,-0.02585470673790169,-0.028640337497834803,-0.003873656975296194,-0.01659461439868215,-0.0374514694749859,-0.02104796982625426,-0.03623270516941536,-0.13283201576581324,-2.823409061979154,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,HR,raceMULTI,63342,63342,9332,0.9472578570602772,-0.05418393451737596,0.14449575246521568,0.7136264667495914,1.257376918557151,-0.3373956093491987,0.2290277403144468,0.7076706198175178,74028,74028,10010,0.9138614954623608,-0.0900762557040914,0.13612453533130547,0.6998562340550385,1.1933062709891138,-0.3568803449534501,0.17672783354526733,0.5081510228374052,10686,10686,678,-0.03339636159791637,-0.035892321186715447,-0.008371217133910203,-0.013770232694552909,-0.06407064756803726,-0.019484735604251402,-0.05229990676917948,-0.19951959698011257,-3.525582960225715,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,HR,raceNATIVE,63342,63342,9332,1.2876131742054988,0.25279025198810684,0.16497197155909393,0.9318766598529574,1.779149277812335,-0.07055481226771726,0.5761353162439309,0.12544288926390787,74028,74028,10010,1.2089739590028723,0.18977203211438937,0.15745015481259952,0.8879584999982009,1.6460431805653537,-0.1188302713183057,0.4983743355470844,0.2280939789560052,10686,10686,678,-0.07863921520262651,-0.06301821987371747,-0.007521816746494409,-0.043918159854756555,-0.1331060972469813,-0.04827545905058844,-0.0777609806968465,0.10265108969209732,-6.107363358653862,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,HR,racePACIFIC,63342,63342,9332,1.220589136516925,0.1993336409714343,0.21616662106039927,0.7990330768148566,1.864550897094266,-0.22435293630694825,0.6230202182498168,0.35646097613071753,74028,74028,10010,1.1062065869202768,0.10093667310806088,0.2076615873944405,0.7363276827662136,1.6618864692804638,-0.3060800381850424,0.5079533844011641,0.6269222978827383,10686,10686,678,-0.11438254959664818,-0.09839696786337342,-0.008505033665958783,-0.06270539404864295,-0.20266442781380212,-0.08172710187809418,-0.11506683384865268,0.2704613217520208,-9.371093529723717,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,HR,raceWHITE,63342,63342,9332,0.9472027958916468,-0.05424206311303725,0.06779447239740866,0.829344848523508,1.0818095007670645,-0.1871192290119582,0.0786351027858837,0.4236553757057963,74028,74028,10010,0.9271054095356914,-0.07568800948632967,0.06402483151790214,0.8177679361545941,1.0510615571846706,-0.20117667926141783,0.04980066028875851,0.23713965147902769,10686,10686,678,-0.02009738635595537,-0.021445946373292418,-0.003769640879506514,-0.011576912368913894,-0.030747943582393855,-0.014057450249459619,-0.028834442497125197,-0.18651572422676863,-2.1217617223180496,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,HR,zcta_svi_proxy,63342,63342,9332,1.115647558467881,0.10943500625684748,0.0605594266181618,0.9907812854035692,1.25625048943911,-0.00926146991474964,0.2281314824284446,0.0707516662178095,74028,74028,10010,1.1176777973793786,0.1112531376504173,0.05869805829679433,0.9962121355149898,1.2539534645490398,-0.00379505661129958,0.2263013319121342,0.05804656045674209,10686,10686,678,0.0020302389114974506,0.0018181313935698301,-0.0018613683213674695,0.0054308501114205265,-0.0022970248900702206,0.00546641330345006,-0.0018301505163104137,-0.012705105761067405,0.18197851965773282,FALSE,FALSE
Adjusted + SDOH,Single-pollutant O3,HR,o3_prior_10ppb,79381,79381,10242,1.0074675928541093,0.00743984841973868,0.03493711616503001,0.940788524731655,1.0788725882267358,-0.06103689926372012,0.0759165961031975,0.8313661960219458,74028,74028,10010,0.9924269533463788,-0.0076018677727517,0.03548442958608357,0.9257497310020284,1.0639066096863037,-0.07715134976147552,0.0619476142159721,0.8303668581435331,-5353,-5353,-232,-0.015040639507730491,-0.015041716192490381,5.473134210535607e-4,-0.015038793729626576,-0.014965978540432134,-0.016114450497755395,-0.013968981887225396,-9.99337878412776e-4,-1.4929154659080401,TRUE,FALSE
Adjusted + SDOH,Single-pollutant O3,HR,age,79381,79381,10242,1.0060287717263237,0.00601067139414183,7.225051808495928e-4,1.0046051324199468,1.0074544284909128,0.00459456123967663,0.00742678154860703,8.855249856169361e-17,74028,74028,10010,1.0058899748261858,0.00587269673627272,7.298864680117891e-4,1.0044520000959265,1.0073300081628542,0.00444211925896961,0.00730327421357582,8.551507684902306e-16,-5353,-5353,-232,-1.3879690013784973e-4,-1.379746578691098e-4,7.381287162196246e-6,-1.5313232402025534e-4,-1.2442032805859427e-4,-1.5244198070701962e-4,-1.2350733503121037e-4,7.66598269928537e-16,-0.013796513980379732,FALSE,FALSE
Adjusted + SDOH,Single-pollutant O3,HR,sexM,79381,79381,10242,0.9770681349015972,-0.02319889047478804,0.02293146952609701,0.9341254166065268,1.0219849746816274,-0.06814457074593819,0.02174678979636211,0.3116998124967077,74028,74028,10010,0.9767890277505618,-0.0234845891003263,0.0232120691376945,0.9333451184926992,1.022255097101417,-0.06898024461020752,0.02201106640955491,0.3116621731089791,-5353,-5353,-232,-2.7910715103540706e-4,-2.85698625538261e-4,2.8059961159749083e-4,-7.802981138276266e-4,2.7012241978963125e-4,-8.356738642693318e-4,2.642766131927994e-4,-3.76393877286052e-5,-0.028565781757228237,FALSE,FALSE
Adjusted + SDOH,Single-pollutant O3,HR,raceBLACK,79381,79381,10242,0.8608647734220481,-0.1498178444710654,0.06555126216190746,0.757070939701597,0.9788886605673937,-0.278298318308404,-0.02133737063372678,0.02228313794201613,74028,74028,10010,0.8830898163246226,-0.1243283663090968,0.06714056889849218,0.7742008976764768,1.0072936185384511,-0.25592388135014144,0.00726714873194786,0.06405998053865829,-5353,-5353,-232,0.022225042902574432,0.025489478161968587,0.0015893067365847224,0.017129957974879817,0.028404957971057465,0.022374436958262578,0.028604519365674642,0.04177684259664216,2.5817112732150704,FALSE,TRUE
