model_tier,model_type,organ,exposure,n_before,people_before,adverse_events_before,hazard_ratio_before,conf_low_before,conf_high_before,p_value_before,n_after,people_after,adverse_events_after,hazard_ratio_after,conf_low_after,conf_high_after,p_value_after,n_change,people_change,adverse_events_change,hazard_ratio_change,conf_low_change,conf_high_change,p_value_change,hr_relative_change_percent,direction_changed,significance_changed
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LI,no2_prior_10ppb,181558,181558,39358,0.9554920463218768,0.9352646208893663,0.9761569401782848,3.039959418737585e-5,208591,208591,42101,0.9810939881035446,0.9604981471966734,1.0021314630353215,0.07785531202219455,27033,27033,2743,0.02560194178166786,0.02523352630730702,0.02597452285703672,0.07782491242800717,2.6794510619132073,FALSE,TRUE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LI,pm25_prior_5ug,181558,181558,39358,1.0594382232496111,1.0298749194282788,1.0898501630716313,6.371976709019211e-5,208591,208591,42101,1.048349278981601,1.0199639330484702,1.0775245821256056,7.478861936419836e-4,27033,27033,2743,-0.011088944268010215,-0.009910986379808584,-0.01232558094602565,6.841664265517916e-4,-1.046681535993399,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LI,no2_prior_10ppb,181558,181558,39358,0.9619356301529856,0.9395961684624706,0.9848062259257506,0.00120778617417967,208591,208591,42101,0.9929245524348056,0.9703777831724888,1.0159951968444962,0.5445850581670492,27033,27033,2743,0.03098892228182004,0.030781614710018168,0.031188970918745618,0.5433772719928694,3.221517252343764,FALSE,TRUE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LI,o3_prior_10ppb,181558,181558,39358,1.0218951797700089,0.9903815704028802,1.0544115416166082,0.17534827146139,208591,208591,42101,1.0424955032256429,1.011110083838143,1.0748551434876783,0.00762176611130792,27033,27033,2743,0.020600323455634006,0.02072851343526283,0.020443601871070083,-0.1677265053500821,2.0158939843781587,FALSE,TRUE
Unadjusted,Single-pollutant PM2.5,LU,pm25_prior_5ug,40229,40229,5273,1.0684663663863154,1.0156599012610843,1.1240183595722288,0.01044245520447596,46843,46843,5588,1.109738963525405,1.0551450121699066,1.167157644648119,5.221538277342486e-5,6614,6614,315,0.041272597139089484,0.03948511090882234,0.043139285075890266,-0.010390239821702535,3.8627886134290357,FALSE,FALSE
Unadjusted,Single-pollutant O3,LU,o3_prior_10ppb,50458,50458,5681,0.9610804294132168,0.9038111166954604,1.0219785691265466,0.20536794642189515,46843,46843,5588,0.9698207655391372,0.911895951277672,1.0314250391759006,0.32943628525466384,-3615,-3615,-93,0.0087403361259204,0.008084834582211542,0.00944647004935395,0.12406833883276869,0.909428166304127,FALSE,FALSE
Unadjusted,Single-pollutant NO2,LU,no2_prior_10ppb,50458,50458,5681,1.1425295579085246,1.095008415944018,1.1921130209481292,7.879952084524216e-10,50458,50458,5681,1.1544106573037252,1.1053740280813242,1.205622650651217,8.952198218962323e-11,0,0,0,0.011881099395200545,0.010365612137306135,0.013509629703087889,-6.984732262627984e-10,1.039894269076913,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2,LU,pm25_prior_5ug,40229,40229,5273,1.0120138055771826,0.9547382464263904,1.0727253742188636,0.6878649820108814,46843,46843,5588,1.0351372978100255,0.975635229466915,1.0982682799419947,0.25290339207034407,6614,6614,315,0.023123492232842935,0.020896983040524675,0.025542905723131115,-0.43496158994053735,2.2848988922295366,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2,LU,no2_prior_10ppb,40229,40229,5273,1.1014517954941674,1.0469126087901472,1.1588322154218214,1.9198114352816017e-4,46843,46843,5588,1.1239577780837566,1.0674986690067554,1.1834029620761812,8.830805900613316e-6,6614,6614,315,0.022505982589589246,0.020586060216608137,0.024570746654359876,-1.8315033762754686e-4,2.043301638951145,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,LU,pm25_prior_5ug,40229,40229,5273,1.0159727661065914,0.9538697702146096,1.082119062477518,0.622428893609312,46843,46843,5588,1.0452827764454131,0.9807040749610056,1.1141139418400765,0.17347329205045567,6614,6614,315,0.029310010338821746,0.02683430474639603,0.031994879362558404,-0.4489556015588563,2.8849208676275273,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,LU,no2_prior_10ppb,40229,40229,5273,1.0983101776339728,1.0408227509817058,1.158972788744864,6.293145002596853e-4,46843,46843,5588,1.1163480979530742,1.057575127654276,1.1783872778547824,6.646795096473671e-5,6614,6614,315,0.018037920319101453,0.016752376672570124,0.019414489109918387,-5.628465492949486e-4,1.6423338949621336,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,LU,o3_prior_10ppb,40229,40229,5273,0.9890785464953724,0.9241531567654896,1.0585651999083563,0.751239219495189,46843,46843,5588,0.973181152716318,0.9110900938808036,1.0395037355396457,0.4189902108569636,6614,6614,315,-0.015897393779054414,-0.01306306288468595,-0.01906146436871059,-0.33224900863822543,-1.607293357578532,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,LU,pm25_prior_5ug,40175,40175,5267,1.0975238296230985,1.0261972615684016,1.1738080013481516,0.00664283891594836,46788,46788,5582,1.1497483619402376,1.075942303629002,1.228617270020525,3.7510202816248535e-5,6613,6613,315,0.05222453231713908,0.049745042060600264,0.054809268672373346,-0.006605328713132112,4.758396210410631,FALSE,FALSE
Adjusted + SDOH,Single-pollutant O3,LU,o3_prior_10ppb,50401,50401,5675,0.9575729756073932,0.8809248524126297,1.040890152096759,0.3084521259850665,46788,46788,5582,0.9703010041394214,0.891891761196912,1.0556034707288977,0.4831290560265037,-3613,-3613,-93,0.012728028532028257,0.010966908784282303,0.01471331863213865,0.1746769300414372,1.3291967146373151,FALSE,FALSE
Adjusted + SDOH,Single-pollutant NO2,LU,no2_prior_10ppb,50401,50401,5675,1.1166248790871192,1.0624650814041114,1.17354550508948,1.3704253608030084e-5,50401,50401,5675,1.1317560948018548,1.076224278957754,1.190153282326596,1.4236552542286075e-6,0,0,0,0.015131215714735635,0.013759197553642633,0.016607777237115817,-1.2280598353801476e-5,1.3550849527108833,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,pm25_prior_5ug,40175,40175,5267,1.066078990715383,0.9858194323941142,1.1528728051998531,0.10908411298008797,46788,46788,5582,1.092328189511408,1.0103670903479436,1.180937982837872,0.02647772428835552,6613,6613,315,0.026249198796025164,0.024547657953829405,0.028065177638018968,-0.08260638869173245,2.462218937305094,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,no2_prior_10ppb,40175,40175,5267,1.0445632056403953,0.983742426044568,1.1091442858318958,0.15431933507670906,46788,46788,5582,1.0780674104526653,1.015606584031752,1.144369640521924,0.01356763989515065,6613,6613,315,0.03350420481227001,0.031864157987184116,0.03522535469002808,-0.14075169518155842,3.2074846817650826,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,pm25_prior_5ug,40175,40175,5267,1.0658737193536862,0.9838800071638932,1.15470055020603,0.11827776897191691,46788,46788,5582,1.092045821522682,1.008470613327363,1.1825471764322266,0.03018852791724197,6613,6613,315,0.026172102168995792,0.024590606163469864,0.027846626226196713,-0.08808924105467494,2.4554599380558706,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,no2_prior_10ppb,40175,40175,5267,1.044834867546214,0.9799357576446622,1.114032110701049,0.18008602365938747,46788,46788,5582,1.078441070934491,1.0121741946482188,1.149046428596754,0.01959812370386079,6613,6613,315,0.03360620338827691,0.03223843700355655,0.035014317895705194,-0.16048789995552667,3.216412892804854,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,o3_prior_10ppb,40175,40175,5267,1.0010376482945444,0.9145302321706996,1.0957279902322916,0.9820569939612268,46788,46788,5582,1.001440538530566,0.9161298035424356,1.0946954769231412,0.9747210759432454,6613,6613,315,4.0289023602158025e-4,0.0015995713717359417,-0.0010325133091504402,-0.007335918017981391,0.040247261100323506,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LU,pm25_prior_5ug,40175,40175,5267,1.3986295931932262,1.3065999825710617,1.4971412559692578,4.426595524595943e-22,46788,46788,5582,1.4809208220241472,1.3848532046125352,1.5836526743773434,1.7678521554051326e-30,6613,6613,315,0.08229122883092099,0.07825322204147356,0.08651141840808552,-4.426595506917421e-22,5.883704251033395,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant O3,LU,o3_prior_10ppb,50401,50401,5675,0.993618252582533,0.9125639115255842,1.0818718770224869,0.8827691852739767,46788,46788,5582,1.0118206589571963,0.9283545912485536,1.102790954602467,0.7890630644812985,-3613,-3613,-93,0.018202406374663305,0.015790679722969325,0.020919077579980128,-0.09370612079267826,1.8319315619809817,TRUE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant NO2,LU,no2_prior_10ppb,50401,50401,5675,1.2873345260227906,1.2232036235366297,1.3548277245114757,3.40790009593546e-22,50401,50401,5675,1.3377235933671394,1.2706337251808977,1.408355828109571,1.5073846420105924e-28,0,0,0,0.05038906734434878,0.047430101644267975,0.053528103598095234,-3.4078985885508176e-22,3.9142170372782115,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LU,pm25_prior_5ug,40175,40175,5267,1.323302743201197,1.2233348656320366,1.4314397466789202,2.753576547035245e-12,46788,46788,5582,1.3355145718294918,1.2354672791792063,1.443663625599102,3.282869647042975e-13,6613,6613,315,0.01221182862829484,0.012132413547169651,0.012223878920181841,-2.4252895823309474e-12,0.9228295407861964,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LU,no2_prior_10ppb,40175,40175,5267,1.091256795241231,1.026632759236702,1.1599487571831906,0.00504949316180907,46788,46788,5582,1.1750183595766,1.1063355503635055,1.2479650905988169,1.534742753144915e-7,6613,6613,315,0.08376156433536885,0.07970279112680356,0.08801633341562631,-0.0050493396875337555,7.675696930423492,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LU,pm25_prior_5ug,40175,40175,5267,1.3052583131332016,1.204543000800499,1.414394723036961,7.912131671687139e-11,46788,46788,5582,1.317058544486234,1.216639050497926,1.4257665072432706,1.003424801396388e-11,6613,6613,315,0.01180023135303232,0.01209604969742717,0.011371784206309687,-6.908706870290751e-11,0.9040533382780325,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LU,no2_prior_10ppb,40175,40175,5267,1.1115415944308296,1.0413123464072054,1.186507314940333,0.00149502941770586,46788,46788,5582,1.19766285294867,1.123520451137024,1.2766979968023826,3.1659639728342635e-8,6613,6613,315,0.08612125851784036,0.08220810472981865,0.0901906818620497,-0.0014949977580661316,7.747911454626144,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LU,o3_prior_10ppb,40175,40175,5267,1.0755668622450094,0.9814239643481664,1.1787403988325451,0.11905592642266384,46788,46788,5582,1.0837800762182996,0.990340244761337,1.1860360717652207,0.0802985620453791,6613,6613,315,0.008213213973290223,0.008916280413170607,0.007295672932675634,-0.03875736437728475,0.7636172386481732,FALSE,FALSE
