term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,subgroup,N,events,HR,HR_low,HR_high,status
missing_low_BMI,0.887860760384208,0.226061121440432,3.92752524063791,8.5824416293763e-05,0.444789104056227,1.33093241671219,No center strata,All,48311,5776,2.42992589349717,1.56016112948067,3.78457053974514,OK
missing_pulmonary_pressure,0.275850494109907,0.0547722878272494,5.03631498797226,4.74579371858685e-07,0.168498782617636,0.383202205602177,No center strata,All,48311,5776,1.31765085273693,1.18352678603935,1.4669746305688,OK
pm25_interval_5ug,0.0885140611696555,0.0227434937041612,3.8918409951001,9.94864395844643e-05,0.0439376326268861,0.133090489712425,Exclude multi-organ,All,45717,5437,1.09254961502797,1.04491718411631,1.14235336488149,OK
age,0.0240327045356626,0.00118782704570433,20.2324948085453,5.06731414678988e-91,0.0217046063062195,0.0263608027651057,Exclude multi-organ,All,45717,5437,1.02432381737764,1.02194186469779,1.02671132193746,OK
sexM,-0.0418201324816071,0.0282702814948969,-1.47929664192258,0.139061049980721,-0.0972288660444142,0.0135886010812001,Exclude multi-organ,All,45717,5437,0.959042265612141,0.907348321146992,1.01368134573477,OK
raceBLACK,-0.272311354598055,0.0845566194760816,-3.22046170111003,0.00127984292221257,-0.438039283425633,-0.106583425770477,Exclude multi-organ,All,45717,5437,0.761617091186485,0.645300432747818,0.898900053603482,OK
raceMULTI,-0.505407366755254,0.25559589340413,-1.97736888501624,0.0479999483992625,-1.00636611242369,-0.00444862108681998,Exclude multi-organ,All,45717,5437,0.603259777387375,0.365544918093105,0.995561259371066,OK
raceMissing,-1.9159114874288,1.00429678731694,-1.90771444420062,0.0564281338074815,-3.88429702035928,0.052474045501677,Exclude multi-organ,All,45717,5437,0.147207593545916,0.0205622785450676,1.05387520892123,OK
raceNATIVE,-0.228162120116123,0.215456485224634,-1.0589707702613,0.289613091778186,-0.650449071391993,0.194124831159747,Exclude multi-organ,All,45717,5437,0.795995202539675,0.521811393568694,1.21424784946319,OK
racePACIFIC,0.0593250128376295,0.390378982680779,0.151967742807867,0.879212377620413,-0.705803733538083,0.824453759213342,Exclude multi-organ,All,45717,5437,1.06112006234393,0.493711602174815,2.28063464935566,OK
raceWHITE,-0.273778840742278,0.0738049227952679,-3.70949294943009,0.000207674740175537,-0.418433831302763,-0.129123850181794,Exclude multi-organ,All,45717,5437,0.760500248334099,0.658076672227667,0.878865111201112,OK
zcta_svi_proxy,0.345501170950122,0.0807518346702869,4.27855506145238,1.88110459954095e-05,0.187230483310827,0.503771858589417,Exclude multi-organ,All,45717,5437,1.41269774535328,1.20590519404367,1.6549517570566,OK
lung_composite,0.736638087557485,0.0169059352628877,43.5727498125803,0,0.70350306331726,0.769773111797711,Exclude multi-organ,All,45717,5437,2.08890099415582,2.0208193809859,2.15927628388853,OK
missing_diagnosis,-0.668148546481695,0.154457597291807,-4.32577327497464,1.51997700223163e-05,-0.970879874312228,-0.365417218651161,Exclude multi-organ,All,45717,5437,0.512656860012581,0.378749639371969,0.693907079499149,OK
missing_functional_dependence,0.0634563420427229,0.103586971058401,0.612589994613774,0.54014747559833,-0.139570390499336,0.266483074584781,Exclude multi-organ,All,45717,5437,1.06551296666643,0.869731800193961,1.30536549529534,OK
missing_low_BMI,0.764106428416204,0.250659344110284,3.04838597231794,0.00230074209990032,0.272823141571616,1.25538971526079,Exclude multi-organ,All,45717,5437,2.14707495204676,1.31366789103985,3.50920569890578,OK
missing_pulmonary_pressure,0.212754923477375,0.0639849143304846,3.32507944573447,0.00088393343485057,0.0873467958357446,0.338163051119006,Exclude multi-organ,All,45717,5437,1.2370814344733,1.09127506375124,1.40236914262284,OK
pm25_interval_5ug,0.0857452166453938,0.0221678398088198,3.86800055327352,0.000109731416038403,0.0422970490050537,0.129193384285734,Adjust multi-organ,All,48311,5776,1.08952869916208,1.04320431553413,1.13791015683252,OK
age,0.0228309717486435,0.00114059661823922,20.0166924779142,3.94025739254438e-89,0.0205954434560064,0.0250665000412805,Adjust multi-organ,All,48311,5776,1.02309359321019,1.02080899313206,1.02538330628942,OK
sexM,-0.02301107153296,0.0273734449955198,-0.840634839229268,0.40055253493722,-0.0766620378569669,0.030639894791047,Adjust multi-organ,All,48311,5776,0.977251664039373,0.926202822208424,1.03111412745492,OK
raceBLACK,-0.263511053982462,0.0821504320665667,-3.20766485767157,0.00133817340047176,-0.424522942147337,-0.102499165817587,Adjust multi-organ,All,48311,5776,0.768349129074489,0.654081745545344,0.902578902668059,OK
raceMULTI,-0.514974036010427,0.247719900956201,-2.07885613558952,0.0376305754640406,-1.00049612013841,-0.0294519518824437,Adjust multi-organ,All,48311,5776,0.597516108318844,0.367696974038722,0.970977530162916,OK
raceMissing,-2.02996457103716,1.00381702158259,-2.02224561587607,0.0431509838951683,-3.9974097804073,-0.0625193616670203,Adjust multi-organ,All,48311,5776,0.131340174312219,0.0183631419105063,0.939394874386639,OK
raceNATIVE,-0.191788646942393,0.210874967576523,-0.909489870450348,0.363091602350229,-0.605095988633431,0.221518694748644,Adjust multi-organ,All,48311,5776,0.825481318056377,0.546022012217379,1.24797057849897,OK
racePACIFIC,0.179245100421699,0.365382961915386,0.490567757954756,0.623732195160534,-0.536892345497028,0.895382546340426,Adjust multi-organ,All,48311,5776,1.19631392528458,0.584562049472208,2.44827218790884,OK
raceWHITE,-0.252076415126026,0.0718256990974737,-3.50955741877203,0.000448853133608407,-0.392852198521486,-0.111300631730567,Adjust multi-organ,All,48311,5776,0.777185347083547,0.675128525206524,0.894669742382167,OK
zcta_svi_proxy,0.389554721369934,0.0780444936935994,4.99144402037273,5.99295525545995e-07,0.236590324538816,0.542519118201052,Adjust multi-organ,All,48311,5776,1.47632327229913,1.26692198459616,1.72033513573194,OK
multi_organ_candidate,-0.187818963614506,0.0581926738951702,-3.22753623510836,0.00124861225864586,-0.301874508613124,-0.0737634186158884,Adjust multi-organ,All,48311,5776,0.828764730223645,0.739430851270489,0.928891426267277,OK
lung_composite,0.734559555810237,0.0164586245180233,44.6306770657441,0,0.702301244519843,0.76681786710063,Adjust multi-organ,All,48311,5776,2.08456365633133,2.01839218108703,2.15290451380821,OK
missing_diagnosis,-0.595381926998486,0.143166567183756,-4.15866594212814,3.20111641836808e-05,-0.875983242468881,-0.314780611528091,Adjust multi-organ,All,48311,5776,0.551351949455178,0.416452344675033,0.729948999099128,OK
missing_functional_dependence,0.114483450862361,0.0968497234724996,1.18207307938126,0.237176705095012,-0.0753385190564014,0.304305420781124,Adjust multi-organ,All,48311,5776,1.12129408446028,0.927429480630433,1.35568304664086,OK
missing_low_BMI,0.850848120801965,0.230809756278492,3.68636115960082,0.000227483457075262,0.398469311215653,1.30322693038828,Adjust multi-organ,All,48311,5776,2.3416319967927,1.48954292509572,3.68115635744501,OK
missing_pulmonary_pressure,0.207059893285801,0.0601191516988,3.44415859896331,0.000572839570987791,0.0892285211750535,0.324891265396549,Adjust multi-organ,All,48311,5776,1.2300562416846,1.09333047694591,1.38388016213885,OK
pm25_interval_5ug,-0.12073183913068,0.104691526796029,-1.15321500054061,0.248822147999535,-0.325923461137406,0.0844597828760463,Age subgroup,<18,1215,283,0.886271591090038,0.721860435694069,1.08812908192985,OK
sexM,0.146545330234633,0.127942848511461,1.14539680755588,0.252044820182317,-0.104218044927294,0.39730870539656,Age subgroup,<18,1215,283,1.15782741421726,0.901028811238939,1.48781515573259,OK
race_groupBlack,0.0812513945396173,0.349496580924425,0.232481228642369,0.816164265234455,-0.603749316792143,0.766252105871378,Age subgroup,<18,1215,283,1.08464353575764,0.54675782002058,2.15168682839609,OK
race_groupOther/Unknown,0.160505186756707,0.460636188503051,0.348442416733058,0.727507952029901,-0.742325152685076,1.06333552619849,Age subgroup,<18,1215,283,1.17410386291591,0.476005841539089,2.89601462968781,OK
race_groupWhite,-0.441890710476422,0.303233297094684,-1.45726315253052,0.145043753981001,-1.03621705169534,0.152435630742493,Age subgroup,<18,1215,283,0.642819885095675,0.354794315032414,1.16466749090009,OK
zcta_svi_proxy,0.0910546953898719,0.344210691151371,0.264531862985713,0.791370115853948,-0.583585862360455,0.765695253140198,Age subgroup,<18,1215,283,1.09532891306205,0.557894243489293,2.15048898925001,OK
lung_composite,0.515074895922914,0.0840301570733019,6.1296433787884,8.80762706470702e-10,0.350378814443999,0.67977097740183,Age subgroup,<18,1215,283,1.67376385519192,1.4196052137089,1.97342572138607,OK
missing_diagnosis,-1.3744447023087,1.04216008656171,-1.3188422009552,0.187221872534076,-3.4170409380948,0.668151533477395,Age subgroup,<18,1215,283,0.252980036038025,0.0328093764162549,1.95062831496222,OK
missing_functional_dependence,0.232781509140545,0.194073151010631,1.19945241229063,0.230352078114732,-0.147594877206494,0.613157895487584,Age subgroup,<18,1215,283,1.26210569064263,0.862780576227123,1.84625247512896,OK
missing_pulmonary_pressure,0.245368634611769,0.146865722872959,1.67070048621227,0.0947808527922379,-0.0424828927826703,0.533220162006209,Age subgroup,<18,1215,283,1.27809237546126,0.958406861055168,1.70441196384359,OK
pm25_interval_5ug,0.174915578979581,0.0577187789744576,3.03047954387578,0.00244165726136287,0.0617888509580167,0.288042307001146,Age subgroup,18-39,5477,799,1.19114565463601,1.06373771381437,1.33381373258883,OK
sexM,-0.0624044130467361,0.076024166375046,-0.820849685333998,0.411731893508552,-0.211409041096507,0.0866002150030351,Age subgroup,18-39,5477,799,0.939502862737789,0.80944290374332,1.09046064275881,OK
race_groupBlack,0.307960133024889,0.258068806358361,1.19332567686328,0.232741850201903,-0.19784543297074,0.813765699020519,Age subgroup,18-39,5477,799,1.36064674298601,0.820496665069144,2.25638888982251,OK
race_groupOther/Unknown,-0.0508610194163858,0.474808383821615,-0.107119042437747,0.914694540406111,-0.981468351264421,0.87974631243165,Age subgroup,18-39,5477,799,0.950410749994681,0.37476041472266,2.41028816870619,OK
race_groupWhite,-0.0994622178830574,0.233421673332022,-0.426105324596749,0.670031100475949,-0.556960290824893,0.358035855058779,Age subgroup,18-39,5477,799,0.905324154285415,0.572948014894857,1.4305169108283,OK
zcta_svi_proxy,0.0975597688409278,0.214996854131189,0.453773006285003,0.649992214264372,-0.323826322045614,0.518945859727469,Age subgroup,18-39,5477,799,1.10247733338653,0.723375865911152,1.68025549082995,OK
lung_composite,0.750467945540441,0.0523954104183647,14.323161886664,1.56822652254889e-46,0.647774828165251,0.85316106291563,Age subgroup,18-39,5477,799,2.11799088914867,1.91128316029191,2.3470543244004,OK
missing_diagnosis,-0.0386091682521014,0.323528686017123,-0.119337696843544,0.905007819118643,-0.672713740811229,0.595495404307026,Age subgroup,18-39,5477,799,0.962126665320084,0.510321815842843,1.81392935081775,OK
missing_functional_dependence,-0.451830639528016,0.381624483754963,-1.18396659219101,0.236426287568576,-1.19980088330643,0.296139604250403,Age subgroup,18-39,5477,799,0.6364619520944,0.301254190678988,1.34465786368252,OK
missing_low_BMI,0.833309194665969,0.609456959811903,1.36729785631319,0.171531963361975,-0.361204496692637,2.02782288602457,Age subgroup,18-39,5477,799,2.30092034907154,0.696836483139302,7.5975276565896,OK
missing_pulmonary_pressure,0.244789187130273,0.105694295198887,2.31601134829131,0.0205576490813889,0.0376321751691105,0.451946199091436,Age subgroup,18-39,5477,799,1.2773520025775,1.03834923199744,1.57136740530932,OK
pm25_interval_5ug,0.0753628008296185,0.0365004069660003,2.06471124828329,0.038950329651839,0.00382331775520309,0.146902283904034,Age subgroup,40-59,16946,2193,1.07827527909533,1.00383063595816,1.1582407787329,OK
sexM,-0.0302187269414242,0.0448639995763437,-0.673562928557048,0.500589228477049,-0.118150550313478,0.0577130964306296,Age subgroup,40-59,16946,2193,0.970233294177217,0.888562269216129,1.05941100330584,OK
race_groupBlack,-0.142827097426588,0.134069207951875,-1.06532364596244,0.286729495872376,-0.405597916448073,0.119943721594898,Age subgroup,40-59,16946,2193,0.8669039458612,0.666578133652485,1.12743339964031,OK
race_groupOther/Unknown,-0.041791798915344,0.229049226815724,-0.182457716606774,0.855223534574011,-0.490720034160908,0.40713643633022,Age subgroup,40-59,16946,2193,0.959069439084682,0.61218544102245,1.50250908850424,OK
race_groupWhite,-0.0504162904637473,0.123085124393045,-0.409605065700335,0.682095680311658,-0.291658701306748,0.190826120379254,Age subgroup,40-59,16946,2193,0.950833519173982,0.747023450597386,1.21024899614837,OK
zcta_svi_proxy,0.462018656295689,0.126395674030706,3.65533599024481,0.00025684536975661,0.214287687393841,0.709749625197536,Age subgroup,40-59,16946,2193,1.58727491561953,1.23897904217858,2.03348206223479,OK
lung_composite,0.727118333260785,0.0255154169597129,28.497215405449,1.26830107653796e-178,0.677109034969225,0.777127631552345,Age subgroup,40-59,16946,2193,2.06910952437386,1.96817956130661,2.17521526390228,OK
missing_diagnosis,-0.749467598418204,0.206518414477648,-3.6290594246225,0.000284455760825565,-1.15423625293871,-0.344698943897698,Age subgroup,40-59,16946,2193,0.472618108399255,0.315298253082797,0.708433599624904,OK
missing_functional_dependence,0.0992065983344663,0.172122962972266,0.576370500608053,0.564364779247113,-0.238148210003496,0.436561406672429,Age subgroup,40-59,16946,2193,1.10429442138149,0.788085880226651,1.54737725886368,OK
missing_low_BMI,0.196179149230741,0.397730820811355,0.49324603215447,0.62183875596458,-0.583358935101068,0.975717233562551,Age subgroup,40-59,16946,2193,1.21674486471663,0.558020859266738,2.65306939916132,OK
missing_pulmonary_pressure,0.467241345264182,0.112624579544005,4.14866228274458,3.34423736681204e-05,0.246501225583965,0.687981464944398,Age subgroup,40-59,16946,2193,1.59558644418315,1.27954075140127,1.98969520749762,OK
pm25_interval_5ug,0.0566304067462015,0.0351998248451915,1.6088263789738,0.107654311107336,-0.0123599822124921,0.125620795704895,Age subgroup,60+,24673,2501,1.05826461064673,0.987716088633672,1.13385212515521,OK
sexM,0.029843227618588,0.0421090139079118,0.708713523519029,0.478502270940089,-0.0526889230654154,0.112375378302591,Age subgroup,60+,24673,2501,1.03029299980467,0.948675077520987,1.11893280491815,OK
race_groupBlack,-0.689291395063847,0.132186439237299,-5.2145393963328,1.84274538036345e-07,-0.948372055213546,-0.430210734914149,Age subgroup,60+,24673,2501,0.501931614300128,0.387371129236895,0.650372024188368,OK
race_groupOther/Unknown,-1.2352085923963,0.335689851014251,-3.67961256101205,0.000233588569540597,-1.89314861035985,-0.577268574432753,Age subgroup,60+,24673,2501,0.290774102774626,0.150596890632527,0.561429777794677,OK
race_groupWhite,-0.367294464008478,0.103598475877574,-3.54536551717733,0.00039206899494253,-0.570343745581764,-0.164245182435192,Age subgroup,60+,24673,2501,0.692605667572686,0.565331075236314,0.848533950753168,OK
zcta_svi_proxy,0.522063250187764,0.12263515180915,4.25704410592014,2.07147500811083e-05,0.281702769403228,0.762423730972301,Age subgroup,60+,24673,2501,1.68550167622348,1.3253847165445,2.14346511249873,OK
lung_composite,0.830930238200878,0.0267271536230967,31.0893651422281,3.35361255093035e-212,0.778545979690339,0.883314496711417,Age subgroup,60+,24673,2501,2.2954530655247,2.17830266540908,2.41890388314666,OK
missing_diagnosis,-0.8024432343831,0.3537155927881,-2.2686114232567,0.0232919663299237,-1.49571305701801,-0.109173411748188,Age subgroup,60+,24673,2501,0.448232488162086,0.224088759685242,0.896574927391179,OK
missing_functional_dependence,0.217650318798929,0.183226689582964,1.18787453560567,0.234882843436423,-0.141467393790181,0.576768031388039,Age subgroup,60+,24673,2501,1.24315228462177,0.868083480035529,1.7802753287012,OK
missing_low_BMI,1.55203879206333,0.331604300344022,4.68039404330152,2.86324061137171e-06,0.902106306270445,2.20197127785622,Age subgroup,60+,24673,2501,4.72108568928429,2.46478924849221,9.0428218555398,OK
missing_pulmonary_pressure,-0.157557231555676,0.182390405585469,-0.863846050727947,0.387672466532666,-0.515035857628849,0.199921394517497,Age subgroup,60+,24673,2501,0.854227923416503,0.597479170047798,1.22130675298035,OK
pm25_interval_5ug,0.0697628722834349,0.0307865771049727,2.26601586936947,0.023450411632743,0.00942228995042301,0.130103454616447,Sex subgroup,Female,20774,3042,1.07225388998914,1.00946681947118,1.13894620647279,OK
age_interval,0.023152667786816,0.00154377042661765,14.9974810940917,7.62588951934547e-51,0.0201269333502474,0.0261784022233846,Sex subgroup,Female,20774,3042,1.02342277131061,1.0203308458199,1.02652406631443,OK
race_groupBlack,-0.243416561144323,0.112875680801175,-2.15650137759159,0.0310445363208451,-0.464648830245065,-0.0221842920435803,Sex subgroup,Female,20774,3042,0.783944884767519,0.628355725976003,0.978059969770419,OK
race_groupOther/Unknown,-0.585488884180308,0.231474964468985,-2.52938319063337,0.0114263201130476,-1.03917147786221,-0.131806290498408,Sex subgroup,Female,20774,3042,0.556833568135036,0.353747648335295,0.87651076709945,OK
race_groupWhite,-0.190040992723884,0.101394747933685,-1.87426860460442,0.0608934124773237,-0.388771046895423,0.00868906144765491,Sex subgroup,Female,20774,3042,0.826925235330724,0.677889457143779,1.00872692091705,OK
zcta_svi_proxy,0.281119309644554,0.107231461334241,2.62161222225914,0.00875149444153778,0.0709495074198428,0.491289111869264,Sex subgroup,Female,20774,3042,1.32461163345101,1.07352701935078,1.63442181505114,OK
lung_composite,0.66544176317597,0.022008033045196,30.2363124323472,7.89621198792516e-201,0.622306811036818,0.708576715315121,Sex subgroup,Female,20774,3042,1.94534971541136,1.86322118740391,2.0310983692301,OK
missing_diagnosis,-0.233011305721972,0.203368703558622,-1.14575793445428,0.251895324978885,-0.631606640279473,0.165584028835529,Sex subgroup,Female,20774,3042,0.792144617706879,0.531736804586643,1.18008211947972,OK
missing_functional_dependence,0.060732464208747,0.137775713577673,0.440806747660271,0.65935290813881,-0.209302972347798,0.330767900765292,Sex subgroup,Female,20774,3042,1.06261458872048,0.811149442560011,1.39203666416631,OK
missing_low_BMI,-0.0122157949572598,0.41827547055396,-0.0292051430629706,0.976700979413674,-0.832020652859565,0.807589062945046,Sex subgroup,Female,20774,3042,0.987858514973226,0.435169071687823,2.24249494988275,OK
missing_pulmonary_pressure,0.236024046779028,0.0805277216834472,2.93096640318266,0.00337909324087684,0.0781926125224062,0.393855481035649,Sex subgroup,Female,20774,3042,1.26620475794681,1.08133091648829,1.48268625690821,OK
pm25_interval_5ug,0.108233481828452,0.0321258274264101,3.36904884633339,0.000754280604191137,0.0452680170991395,0.171198946557765,Sex subgroup,Male,27537,2734,1.11430788565888,1.04630825083445,1.1867268207541,OK
age_interval,0.0228568467304468,0.00169779999008753,13.4626262598037,2.59525238604781e-41,0.0195292198969228,0.0261844735639709,Sex subgroup,Male,27537,2734,1.02312006608078,1.0197211625726,1.02653029871058,OK
race_groupBlack,-0.283027856112427,0.123837365186153,-2.28548028042245,0.0222846814128999,-0.525744631817622,-0.0403110804072324,Sex subgroup,Male,27537,2734,0.75349879802014,0.59111503738171,0.960490602865794,OK
race_groupOther/Unknown,-0.187576023971793,0.213472527881433,-0.878689290061605,0.379569767200589,-0.605974490308125,0.230822442364539,Sex subgroup,Male,27537,2734,0.82896609448979,0.545542541603932,1.2596355616801,OK
race_groupWhite,-0.332973321400628,0.102874825955349,-3.23668417718781,0.00120927163690596,-0.534604275188939,-0.131342367612318,Sex subgroup,Male,27537,2734,0.716789316835633,0.585901099877387,0.876917494842072,OK
zcta_svi_proxy,0.51919634229639,0.114930141361251,4.51749502912765,6.25754965660149e-06,0.29393740449024,0.744455280102539,Sex subgroup,Male,27537,2734,1.68067641825703,1.34169991664817,2.10529432687293,OK
lung_composite,0.84367676367445,0.0253831097722564,33.2377226921417,3.07132071533651e-242,0.793926782705201,0.893426744643699,Sex subgroup,Male,27537,2734,2.32489938695373,2.21206569526333,2.44348853247524,OK
missing_diagnosis,-0.958790588814612,0.205957755920134,-4.65527789682467,3.23544016528105e-06,-1.36246037275477,-0.555120804874458,Sex subgroup,Male,27537,2734,0.383356241051144,0.256030071973558,0.574002914657777,OK
missing_functional_dependence,0.208110284400435,0.139156367588733,1.49551391723223,0.134780370513483,-0.0646311842928988,0.480851753093768,Sex subgroup,Male,27537,2734,1.23134896064276,0.937413132316659,1.61745148494872,OK
missing_low_BMI,1.70941305859143,0.277203432771191,6.16663740958222,6.97574640069895e-10,1.16610431396903,2.25272180321384,Sex subgroup,Male,27537,2734,5.52571725336433,3.2094651841726,9.51359476173903,OK
missing_pulmonary_pressure,0.234116728738866,0.0922371679397645,2.53820378452812,0.0111423082578501,0.0533352015409553,0.414898255936777,Sex subgroup,Male,27537,2734,1.26379200444502,1.05478315080574,1.51421667029767,OK
pm25_interval_5ug,0.10379991907361,0.023991525996568,4.32652425229052,1.51480648290663e-05,0.0567773921861802,0.150822445961039,Race subgroup,White,41708,4838,1.10937846723713,1.05842017156846,1.16279018165878,OK
age_interval,0.0245581616746984,0.00123226973898834,19.929209407398,2.27121385544604e-88,0.0221429573670426,0.0269733659823541,Race subgroup,White,41708,4838,1.02486219707551,1.02238993219654,1.02734044019569,OK
sexM,-0.0550633166574652,0.0297151685307585,-1.8530373334571,0.0638770077829966,-0.11330397677229,0.00317734345735945,Race subgroup,White,41708,4838,0.946425221574764,0.892879204321403,1.00318239656348,OK
zcta_svi_proxy,0.35392830071647,0.0866228445061378,4.0858540577179,4.3914976907811e-05,0.184150645246026,0.523705956186913,Race subgroup,White,41708,4838,1.42465303621591,1.20219691470565,1.68827273533316,OK
lung_composite,0.73490386315946,0.0175488551744821,41.877595766366,0,0.700508739047565,0.769298987271354,Race subgroup,White,41708,4838,2.08528151049227,2.01477744274423,2.15825276070105,OK
missing_diagnosis,-0.504384056381995,0.161292371519203,-3.12714142418041,0.00176514994861901,-0.820511295540686,-0.188256817223304,Race subgroup,White,41708,4838,0.60387741533911,0.440206521324774,0.828401932027719,OK
missing_functional_dependence,0.0410924758599248,0.109915950094994,0.373853620192619,0.70851322409341,-0.174338827652765,0.256523779372615,Race subgroup,White,41708,4838,1.04194845616984,0.840012230062322,1.2924294985969,OK
missing_low_BMI,0.927234671980553,0.244963734582174,3.78519160626818,0.000153590194746589,0.447114574681062,1.40735476928004,Race subgroup,White,41708,4838,2.52751011019225,1.56379346015952,4.08513497458443,OK
