organ,organ_label,exposure,label,x_label,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n,adverse_events,concordance
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),0.4764432250211187,15.052055114404537,3.1443203603184617,2.6727923763078407,3.6990342444670707,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),0.7528663195485291,15.052055114404537,3.002127053650173,2.554649196215748,3.527986096724771,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),1.0292894140759397,15.052055114404537,2.8685343048357486,2.443452227134713,3.3675669884770185,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),1.3057125086033505,15.052055114404537,2.742993086601744,2.3387798489233202,3.217066829359211,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),1.5821356031307616,15.052055114404537,2.6249923914731217,2.240237917649052,3.0758273489642964,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),1.858558697658172,15.052055114404537,2.514056545163466,2.1474579576843595,2.943238208535055,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),2.1349817921855823,15.052055114404537,2.409742715941663,2.06009547761665,2.8187334131483706,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),2.411404886712993,15.052055114404537,2.311638605799905,1.977828401506037,2.701788001302609,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),2.687827981240403,15.052055114404537,2.2193603102717456,1.9003556075863055,2.5919149906188297,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),2.9642510757678133,15.052055114404537,2.1325503347025747,1.8273955670357431,2.488662560026398,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),3.2406741702952253,15.052055114404537,2.050875755662915,1.7586850759464252,2.391611450334535,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),3.5170972648226355,15.052055114404537,1.9740265170215665,1.693978074093972,2.3003725665035533,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),3.7935203593500457,15.052055114404537,1.9017138509649043,1.6330445445555006,2.2145847662325386,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),4.069943453877457,15.052055114404537,1.833668814964811,1.5756694886427267,2.133912820683453,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),4.346366548404867,15.052055114404537,1.7696409363637242,1.5216519710101095,2.0580455342724835,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),4.622789642932278,15.052055114404537,1.7093969568652039,1.4708042301660595,1.986694011486566,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),4.899212737459689,15.052055114404537,1.65271966979518,1.422950849959216,1.919590059632894,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),5.175635831987099,15.052055114404537,1.5994068435357376,1.3779279879326716,1.8564847173087144,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),5.452058926514509,15.052055114404537,1.549270225032771,1.335582656737792,1.7971468991936146,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),5.728482021041921,15.052055114404537,1.5021346177438721,1.2957720550771332,1.7413621485224977,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),6.004905115569332,15.052055114404537,1.45783702882598,1.258362944904002,1.6889314892996117,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),6.281328210096741,15.052055114404537,1.4162258807658858,1.223231071845556,1.639670370966792,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),6.557751304624153,15.052055114404537,1.3771602830329588,1.1902606260381519,1.5934076988468135,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),6.834174399151564,15.052055114404537,1.3405093596848292,1.1593437407693987,1.5499849442496447,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),7.1105974936789735,15.052055114404537,1.3061516291847861,1.1303800265118302,1.50925532865846,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),7.3870205882063855,15.052055114404537,1.2739744329966827,1.1032761381099108,1.47108307690738,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),7.663443682733795,15.052055114404537,1.2438734098108035,1.0779453730462565,1.4353427347268377,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),7.939866777261207,15.052055114404537,1.2157520125241141,1.0543072988657218,1.401918546467998,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),8.216289871788618,15.052055114404537,1.1895210653524015,1.032287407978776,1.370703889227528,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),8.492712966316027,15.052055114404537,1.1650983586915113,1.0118167981996211,1.3416007599805055,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),8.769136060843438,15.052055114404537,1.1424082795717145,0.9928318775011865,1.3145193126944545,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),9.045559155370848,15.052055114404537,1.1213814757646992,0.9752740915900013,1.2893774427434064,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),9.321982249898259,15.052055114404537,1.101954551808207,0.959089673020629,1.2661004162691134,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),9.59840534442567,15.052055114404537,1.0840697954104026,0.9442294106837165,1.2446205424486667,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),9.874828438953081,15.052055114404537,1.0676749328858792,0.9306484386156401,1.2248768869247095,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),10.151251533480492,15.052055114404537,1.0527229124594177,0.9183060431937152,1.206815024937455,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),10.427674628007901,15.052055114404537,1.0391717144534285,0.9071654879013377,1.190386832967266,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),10.704097722535314,15.052055114404537,1.0269841875518955,0.8971938549751282,1.1755503179531526,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),10.980520817062722,15.052055114404537,1.0161279105091046,0.8883619033842317,1.162269483396586,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),11.256943911590133,15.052055114404537,1.006575078846954,0.8806439427435955,1.150514231891729,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),11.533367006117546,15.052055114404537,0.9983024162617589,0.8740177229315432,1.1402603038429744,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),11.809790100644953,15.052055114404537,0.9912910458467701,0.8684642647702203,1.131489201614964,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),12.086213195172366,15.052055114404537,0.9855233474177211,0.8639642966094669,1.124185654565841,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),12.362636289699775,15.052055114404537,0.9809816412473514,0.8604972011089781,1.1183359797383852,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),12.639059384227187,15.052055114404537,0.9776524004175031,0.8580461722819542,1.1139309828749266,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),12.915482478754598,15.052055114404537,0.9755265442315536,0.8565986237421711,1.1109661072567825,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),13.191905573282009,15.052055114404537,0.9745994021751688,0.8561462010809074,1.1094413471916282,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),13.46832866780942,15.052055114404537,0.9748707047108439,0.8566848164942595,1.1093611939949513,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),13.74475176233683,15.052055114404537,0.9763446009936213,0.8582147047553506,1.1107346152512434,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),14.02117485686424,15.052055114404537,0.9790297038268315,0.8607404996295573,1.113575068662122,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),14.297597951391651,15.052055114404537,0.9829391624133151,0.8642713299716486,1.1179005521766916,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),14.57402104591906,15.052055114404537,0.9880907637024391,0.868820935024102,1.1237336923597323,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),14.850444140446474,15.052055114404537,0.9945070633888058,0.8744077988465055,1.1311018731019393,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),15.126867234973881,15.052055114404537,1.0022155478879666,0.8810553043258893,1.1400374068423418,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),15.403290329501294,15.052055114404537,1.0112488289009918,0.8887919078155322,1.1505777504962071,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),15.679713424028705,15.052055114404537,1.0216448724866578,0.8976513360858199,1.1627657683099475,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),15.956136518556114,15.052055114404537,1.0334472648913429,0.9076728079031646,1.1766500439499108,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),16.232559613083527,15.052055114404537,1.046705517746326,0.9189012831412792,1.1922852443249436,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),16.508982707610937,15.052055114404537,1.0614754156350208,0.9313877428396117,1.209732537989355,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),16.785405802138346,15.052055114404537,1.077819409463517,0.9451895040316833,1.229060071510637,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),17.061828896665755,15.052055114404537,1.0958070595425848,0.9603705734577298,1.2503435079440386,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),17.33825199119317,15.052055114404537,1.115515532814331,0.9770020444472111,1.2736666325546018,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),17.61467508572058,15.052055114404537,1.1370301592391863,0.9951625413107005,1.299122032182531,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),17.89109818024799,15.052055114404537,1.160445053006963,1.0149387155243208,1.3268118561746443,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),18.1675212747754,15.052055114404537,1.1858638049585593,1.0364257978300184,1.35684866862165,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),18.443944369302812,15.052055114404537,1.2134002534127952,1.0597282101140055,1.3893564037743613,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),18.72036746383022,15.052055114404537,1.2431793092049868,1.0849602065362025,1.424471409665308,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),18.99679055835763,15.052055114404537,1.2753299421196993,1.1122381918569564,1.4623364609981073,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),19.273213652885044,15.052055114404537,1.3099745247244388,1.1416690056635277,1.503091742803052,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),19.549636747412453,15.052055114404537,1.3472438280733683,1.1733653757320186,1.5468889485079886,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),19.826059841939863,15.052055114404537,1.3872801186298624,1.2074490070358181,1.5938943312150948,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),20.102482936467275,15.052055114404537,1.4302378822522446,1.2440511483179384,1.6442896279587713,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),20.37890603099469,15.052055114404537,1.4762846162732297,1.2833131949308876,1.6982730925340237,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),20.655329125522094,15.052055114404537,1.5256016938489476,1.3253873303033918,1.7560606436022013,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),20.931752220049503,15.052055114404537,1.5783853051587804,1.3704372085901453,1.8178871355252628,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),21.208175314576916,15.052055114404537,1.6348474804588435,1.418638681263686,1.8840077601590808,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),21.484598409104326,15.052055114404537,1.6952172004308579,1.4701805706260709,1.9546995886449887,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),21.76102150363174,15.052055114404537,1.7597415997267603,1.5252654934611203,2.0302632630742283,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),22.03744459815915,15.052055114404537,1.828687270088309,1.5841107383214226,2.111024848759343,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),22.31386769268656,15.052055114404537,1.902341669922196,1.6469492002532464,2.197337858730495,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),22.59029078721397,15.052055114404537,1.9810146477354404,1.7140303771092629,2.2895854629840113,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),22.866713881741376,15.052055114404537,2.0650400873844914,1.7856214319842294,2.3881828959491402,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),23.143136976268792,15.052055114404537,2.1547776836651837,1.862008326730457,2.4935800766124188,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),23.4195600707962,15.052055114404537,2.2506148573701177,1.9434970319631626,2.6062644567553543,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),23.69598316532361,15.052055114404537,2.352968819565964,2.0304148194435423,2.7267641138311713,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),23.972406259851027,15.052055114404537,2.462288795495122,2.123111643218499,2.8556511061424485,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),24.248829354378437,15.052055114404537,2.5790584191848045,2.2219616163881284,2.9935451091996463,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),24.525252448905842,15.052055114404537,2.7037983105510057,2.327364590849573,3.1411173534567967,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),24.801675543433255,15.052055114404537,2.837068847514097,2.4397478478121744,3.299094885052491,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),25.078098637960665,15.052055114404537,2.9794731463961983,2.5595679072773665,3.4682651727489726,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),25.354521732488077,15.052055114404537,3.1316602646457974,2.687312465011332,3.649481085974135,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),25.630944827015487,15.052055114404537,3.294328640729993,2.8235024657954404,3.843666270741689,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),25.9073679215429,15.052055114404537,3.4682297868468033,2.9686943219097697,4.051820952260716,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),26.183791016070305,15.052055114404537,3.6541722509348484,3.1234822858832136,4.275028195246029,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),26.460214110597715,15.052055114404537,3.853025865291468,3.2885009865311705,4.5144606552984365,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),26.736637205125128,15.052055114404537,4.06572629994717,3.4644281372051893,4.771387857222875,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),27.01306029965254,15.052055114404537,4.293279939778288,3.6519874250105753,5.047184038770147,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),27.28948339417995,15.052055114404537,4.536769105163027,3.851951589524128,5.343336600994115,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),27.565906488707363,15.052055114404537,4.797357636789958,4.065145699283514,5.661455209175722,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),27.842329583234772,15.052055114404537,5.076296866002833,4.292450634041783,6.003281591039808,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),28.118752677762185,15.052055114404537,5.374931992799391,4.534806780502015,6.370700081739811,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),28.395175772289594,15.052055114404537,5.694708894281222,4.793217948980579,6.76574896776868,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),28.671598866817003,15.052055114404537,6.037181386962785,5.068755518201038,7.190632684534284,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),28.948021961344413,15.052055114404537,6.404018966871959,5.362562815192893,7.647734924776,73624,9823,0.6882337346049713
HR,Heart,Mean temperature,Mean temperature,Waitlist-period mean temperature (C),29.224445055871826,15.052055114404537,6.797015051794696,5.675859737054202,8.139632717263266,73624,9823,0.6882337346049713
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),6.499629390681002,11.256561471574221,1.8776945122631339,1.614815902309311,2.18336757542517,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),6.592389562180653,11.256561471574221,1.8270404889896243,1.5781165042959193,2.1152284633742786,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),6.685149733680302,11.256561471574221,1.778462364505475,1.5426366826399165,2.0503391482624935,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),6.7779099051799525,11.256561471574221,1.731888245019264,1.5083435973370631,1.9885634138874762,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),6.870670076679603,11.256561471574221,1.6872488214317392,1.4752055600109812,1.929770780827047,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),6.963430248179253,11.256561471574221,1.6444773325619928,1.4431920941159828,1.8738362746968278,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.056190419678902,11.256561471574221,1.6035095262996686,1.412273995615492,1.820640193699239,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.148950591178553,11.256561471574221,1.5642836191037417,1.38242339299186,1.7700678774687868,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.241710762678203,11.256561471574221,1.5267402542424537,1.3536138050390163,1.7220094795480647,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.334470934177854,11.256561471574221,1.490822459144565,1.32582019449428,1.6763597461551842,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.427231105677503,11.256561471574221,1.4564756022092187,1.2990190152210974,1.6330178041848376,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.519991277177154,11.256561471574221,1.4236473494004611,1.2731882504104792,1.591886961571882,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.612751448676803,11.256561471574221,1.3922876209328137,1.24830743917922,1.5528745231842267,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.705511620176455,11.256561471574221,1.3623485483362772,1.2243576890580448,1.5158916252503496,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.798271791676104,11.256561471574221,1.333784432172797,1.2013216722202211,1.480853090928335,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.891031963175754,11.256561471574221,1.3065517006614844,1.1791836039155137,1.447677308972934,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),7.983792134675404,11.256561471574221,1.2806088694568978,1.1579292024288352,1.4162861365718633,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.076552306175055,11.256561471574221,1.2559165028132957,1.13754563092433,1.3866048263550526,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.169312477674705,11.256561471574221,1.232437176358146,1.1180214226763487,1.3585619764187118,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.262072649174355,11.256561471574221,1.2101354416902403,1.0993463923153655,1.3320895010630445,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.354832820674005,11.256561471574221,1.1889777930115581,1.0815115367057748,1.3071226189418113,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.447592992173655,11.256561471574221,1.1689326359976007,1.064508929809267,1.2835998545781333,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.540353163673304,11.256561471574221,1.1499702591082996,1.0483316162859657,1.2614630488000802,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.633113335172954,11.256561471574221,1.1320628075408066,1.032973508602324,1.24065737363508,73624,9823,0.6491669469901576
HR,Heart,Diurnal temperature range,Diurnal temperature range,Waitlist-period mean diurnal temperature range (C),8.725873506672606,11.256561471574221,1.1151842600266044,1.0184292920557139,1.2211313475683603,73624,9823,0.6491669469901576
