organ,model,endpoint,term,exposure,n,adverse_events,favorable_exits,odds_ratio,conf_low,conf_high,p_value
KI,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,o3_waitlist_10ppb,Ozone per 10 ppb,467207,117219,349988,0.936161482331713,0.9223747170291885,0.9501429521969152,2.8240061616263054e-18
KI,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,no2_waitlist_10unit,NO2 per 10 units,467207,117219,349988,0.9690435331629934,0.9540378458242007,0.9842761749434831,7.799583173087532e-5
KI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,tmean_waitlist_5c,Mean temperature per 5 C,467207,117219,349988,1.0669628334938557,1.0592870504726781,1.0746937304162638,2.642503060079596e-69
KI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,temp_range_waitlist_5c,Diurnal temperature range per 5 C,467207,117219,349988,1.3222091744176532,1.287569575418321,1.3577965563291712,1.953514048463081e-94
KI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,rhmean_waitlist_10pct,Mean relative humidity per 10 pct,467207,117219,349988,0.9745006139982049,0.9616491931353609,0.9875403959992839,1.3829437827172011e-4
KI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,pm25_waitlist_5ug,PM2.5 per 5 ug/m3,467207,117219,349988,0.9998124663956427,0.9772817099384469,1.0228313282771617,0.9871235880008631
KI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,o3_waitlist_10ppb,Ozone per 10 ppb,467207,117219,349988,0.7550197821033037,0.7393200389778263,0.771046619335185,1.7157597658786162e-151
KI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,no2_waitlist_10unit,NO2 per 10 units,467207,117219,349988,0.9978822267109511,0.9784447782396312,1.017699819478126,0.8326766181902071
LI,temperature_humidity,death_or_deterioration_delist_vs_transplant_or_improvement,tmean_waitlist_5c,Mean temperature per 5 C,187692,41645,146047,0.9727871541487241,0.9653340500397224,0.9802990405668376,2.0585417687046055e-12
LI,temperature_humidity,death_or_deterioration_delist_vs_transplant_or_improvement,temp_range_waitlist_5c,Diurnal temperature range per 5 C,187692,41645,146047,0.9817847271816521,0.9526576321926966,1.0118120585859296,0.23161788737820227
LI,temperature_humidity,death_or_deterioration_delist_vs_transplant_or_improvement,rhmean_waitlist_10pct,Mean relative humidity per 10 pct,187692,41645,146047,0.9121828721632578,0.899009990587899,0.9255760423115829,3.690363931637315e-35
LI,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,pm25_waitlist_5ug,PM2.5 per 5 ug/m3,187692,41645,146047,0.8739282330892226,0.8509582425260723,0.8974179963960217,2.871619738953958e-23
LI,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,o3_waitlist_10ppb,Ozone per 10 ppb,187692,41645,146047,1.0045635363908492,0.9890514354707697,1.0203111368337916,0.5662396535834587
LI,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,no2_waitlist_10unit,NO2 per 10 units,187692,41645,146047,1.1442498172156352,1.1179035211120103,1.1711970677377357,8.111030702233982e-30
LI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,tmean_waitlist_5c,Mean temperature per 5 C,187692,41645,146047,0.9861803084679605,0.9772629718721967,0.9951783964378785,0.0026743544031836916
LI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,temp_range_waitlist_5c,Diurnal temperature range per 5 C,187692,41645,146047,1.0687484001288285,1.0306806181828798,1.108234017623137,3.27450556344988e-4
LI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,rhmean_waitlist_10pct,Mean relative humidity per 10 pct,187692,41645,146047,0.9283786251428802,0.9125878474111301,0.9444774162523836,2.2220930616007068e-17
LI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,pm25_waitlist_5ug,PM2.5 per 5 ug/m3,187692,41645,146047,0.9007285397429838,0.8769253407760769,0.9250629475098215,1.7317515048634346e-14
LI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,o3_waitlist_10ppb,Ozone per 10 ppb,187692,41645,146047,0.949046827856422,0.9287601743380518,0.9697723541422983,2.0922415975492514e-6
LI,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,no2_waitlist_10unit,NO2 per 10 units,187692,41645,146047,1.112465207486127,1.082566591004599,1.1431768160465519,1.7310057381887665e-14
LU,temperature_humidity,death_or_deterioration_delist_vs_transplant_or_improvement,tmean_waitlist_5c,Mean temperature per 5 C,43365,5638,37727,0.9805950275497557,0.9628381610856659,0.9986870644804007,0.03561011224743012
LU,temperature_humidity,death_or_deterioration_delist_vs_transplant_or_improvement,temp_range_waitlist_5c,Diurnal temperature range per 5 C,43365,5638,37727,0.8665905584181628,0.7995791174743354,0.9392635616242356,4.899735392226733e-4
LU,temperature_humidity,death_or_deterioration_delist_vs_transplant_or_improvement,rhmean_waitlist_10pct,Mean relative humidity per 10 pct,43365,5638,37727,1.001340212078312,0.9640382940931964,1.0404770680343258,0.9451410216127818
LU,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,pm25_waitlist_5ug,PM2.5 per 5 ug/m3,43365,5638,37727,0.9712522812602903,0.9090379417873298,1.0366576725436603,0.3842021518160486
LU,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,o3_waitlist_10ppb,Ozone per 10 ppb,43365,5638,37727,0.9149955664813805,0.8809177481044028,0.9503209660878443,4.387719222944382e-6
LU,pollution,death_or_deterioration_delist_vs_transplant_or_improvement,no2_waitlist_10unit,NO2 per 10 units,43365,5638,37727,1.072043383391372,1.005509391065208,1.1426780142952315,0.03296071377409942
LU,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,tmean_waitlist_5c,Mean temperature per 5 C,43365,5638,37727,0.9880805552572651,0.9669323493976961,1.009684206965179,0.27726735521087814
LU,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,temp_range_waitlist_5c,Diurnal temperature range per 5 C,43365,5638,37727,0.9165475569194644,0.8347150500219204,1.0064269401919395,0.06784322617104366
LU,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,rhmean_waitlist_10pct,Mean relative humidity per 10 pct,43365,5638,37727,1.0103874243782083,0.9671367706417888,1.0560189053668527,0.6449678677892762
LU,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,pm25_waitlist_5ug,PM2.5 per 5 ug/m3,43365,5638,37727,0.9681946420543239,0.9053730779106133,1.034269795793983,0.3412626073428144
LU,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,o3_waitlist_10ppb,Ozone per 10 ppb,43365,5638,37727,0.959772324661935,0.91033858939333,1.0118877727251998,0.1280211754786964
LU,combined_environment,death_or_deterioration_delist_vs_transplant_or_improvement,no2_waitlist_10unit,NO2 per 10 units,43365,5638,37727,1.0664493702238986,0.9913056316328573,1.1470603618193902,0.08395563531190656
