zip,waitlist_candidates,waitlist_episodes,count_bin
00909,2,2,<50
00910,4,4,<50
00911,6,6,<50
00912,8,8,<50
00913,2,2,<50
00914,4,4,<50
00915,19,19,<50
00916,2,2,<50
00917,27,28,<50
00918,25,28,<50
00919,38,38,<50
00920,35,36,<50
00921,40,41,<50
00922,4,4,<50
00923,29,29,<50
00924,59,66,50-99
00925,6,6,<50
00926,145,148,100-249
00927,17,18,<50
00928,11,11,<50
00929,10,11,<50
00931,4,4,<50
00933,1,1,<50
00936,24,26,<50
00939,1,1,<50
00946,1,1,<50
00949,89,92,50-99
00950,12,12,<50
00951,14,15,<50
00952,19,19,<50
00953,82,86,50-99
00954,4,4,<50
00956,95,98,50-99
00957,59,62,50-99
00958,4,4,<50
00959,66,70,50-99
00960,22,22,<50
00961,49,49,<50
00962,29,31,<50
00963,5,5,<50
00964,1,1,<50
00965,7,7,<50
00966,18,19,<50
00967,1,1,<50
00968,3,3,<50
00969,54,57,50-99
00970,24,25,<50
00971,23,23,<50
00975,1,1,<50
00976,59,62,50-99
00977,14,15,<50
00978,9,9,<50
00979,23,24,<50
00982,22,23,<50
00983,47,47,<50
00984,11,11,<50
00985,67,68,50-99
00986,13,13,<50
00987,63,65,50-99
00988,6,6,<50
01000,1,1,<50
01001,66,71,50-99
01002,31,33,<50
01004,1,1,<50
01005,12,12,<50
01007,44,46,<50
01008,1,1,<50
01009,7,7,<50
01010,9,10,<50
01011,4,5,<50
01012,3,3,<50
01013,86,91,50-99
01014,1,1,<50
01015,1,1,<50
01016,1,1,<50
01020,85,89,50-99
01021,1,1,<50
01022,9,10,<50
01025,1,1,<50
01026,2,2,<50
01027,47,55,<50
01028,40,41,<50
01029,3,3,<50
01030,36,38,<50
01031,5,5,<50
01032,2,2,<50
01033,13,13,<50
01034,3,3,<50
01035,16,16,<50
01036,10,10,<50
01037,5,5,<50
01038,5,5,<50
01039,6,6,<50
01040,162,174,100-249
01041,2,2,<50
01046,1,1,<50
01050,4,4,<50
01053,5,5,<50
01054,3,3,<50
01056,54,64,50-99
01057,32,32,<50
01060,29,30,<50
01061,1,1,<50
01062,25,27,<50
01066,2,2,<50
01068,9,9,<50
01069,26,29,<50
01071,4,4,<50
01072,3,3,<50
01073,16,17,<50
01074,3,4,<50
01075,50,56,50-99
01077,26,29,<50
01079,4,4,<50
01080,7,7,<50
01081,10,11,<50
01082,31,33,<50
01083,8,9,<50
01084,1,1,<50
01085,102,105,100-249
01086,3,4,<50
01088,3,3,<50
01089,100,105,100-249
01092,4,4,<50
01093,4,4,<50
01094,1,1,<50
01095,27,28,<50
01096,3,3,<50
01097,1,1,<50
01098,5,5,<50
01101,5,5,<50
01103,8,8,<50
01104,109,120,100-249
01105,53,57,50-99
01106,36,37,<50
01107,46,48,<50
01108,94,103,50-99
01109,144,154,100-249
01116,1,1,<50
01118,40,42,<50
01119,60,62,50-99
01128,7,7,<50
01129,31,32,<50
01138,2,2,<50
01139,1,1,<50
01150,2,2,<50
01151,27,28,<50
01156,1,1,<50
01168,1,1,<50
01180,1,1,<50
01201,175,188,100-249
01202,4,4,<50
01208,1,1,<50
01210,1,1,<50
01211,1,1,<50
01220,25,26,<50
01222,1,1,<50
01223,9,10,<50
01225,8,9,<50
01226,22,22,<50
01229,1,1,<50
01230,16,19,<50
01234,1,1,<50
01235,7,7,<50
01236,5,6,<50
01237,16,16,<50
01238,23,28,<50
01240,15,16,<50
01242,3,3,<50
01243,1,1,<50
01245,1,1,<50
01247,51,52,50-99
01248,1,1,<50
01253,3,3,<50
01254,4,4,<50
01255,4,4,<50
01256,3,4,<50
01257,14,15,<50
01258,2,2,<50
01259,1,1,<50
01260,1,1,<50
01262,3,3,<50
01266,3,3,<50
01267,12,12,<50
01270,3,3,<50
01297,1,1,<50
01301,62,68,50-99
01302,2,2,<50
01330,8,8,<50
01331,53,55,50-99
01334,1,1,<50
01337,4,4,<50
01338,1,1,<50
01339,2,2,<50
01340,5,6,<50
01341,5,6,<50
01342,5,5,<50
01344,4,6,<50
01349,3,4,<50
01351,4,4,<50
01354,4,4,<50
01360,10,10,<50
01364,34,38,<50
01366,1,1,<50
01368,6,7,<50
01370,10,10,<50
01373,8,9,<50
01375,3,4,<50
01376,19,20,<50
01378,3,3,<50
01379,1,1,<50
01380,1,1,<50
01420,172,180,100-249
01430,21,22,<50
01431,9,9,<50
01432,37,39,<50
01434,2,2,<50
01436,15,16,<50
01440,107,111,100-249
01441,1,1,<50
01446,2,2,<50
01450,36,37,<50
01451,9,9,<50
01452,20,22,<50
01453,161,171,100-249
01457,1,1,<50
01460,22,23,<50
01462,38,40,<50
01463,44,49,<50
01464,22,25,<50
01467,1,1,<50
01468,14,14,<50
01469,26,27,<50
01473,34,37,<50
01474,4,5,<50
01475,40,45,<50
01496,1,1,<50
01501,75,83,50-99
01503,14,15,<50
01504,30,31,<50
01505,11,11,<50
01506,15,15,<50
01507,45,49,<50
01508,4,4,<50
01510,62,66,50-99
01515,12,13,<50
01516,33,37,<50
01517,1,1,<50
01518,7,7,<50
01519,23,26,<50
01520,57,62,50-99
01521,9,9,<50
01522,14,14,<50
01523,18,19,<50
01524,22,24,<50
01525,2,4,<50
01526,1,1,<50
01527,57,61,50-99
01529,9,10,<50
01531,3,3,<50
01532,45,48,<50
01534,22,24,<50
01535,20,22,<50
01536,21,23,<50
01537,5,5,<50
01538,1,1,<50
01540,63,70,50-99
01541,11,12,<50
01542,9,9,<50
01543,30,33,<50
01545,188,200,100-249
01550,66,69,50-99
01551,1,1,<50
01556,1,1,<50
01560,15,15,<50
01561,4,4,<50
01562,59,64,50-99
01564,31,32,<50
01566,30,32,<50
01568,22,27,<50
01569,52,59,50-99
01570,83,91,50-99
01571,52,55,50-99
01574,1,1,<50
01576,1,1,<50
01581,61,70,50-99
01583,31,34,<50
01585,20,21,<50
01587,1,1,<50
01588,37,38,<50
01590,33,37,<50
01601,6,6,<50
01602,94,101,50-99
01603,106,111,100-249
01604,161,165,100-249
01605,170,182,100-249
01606,86,93,50-99
01607,49,53,<50
01608,26,27,<50
01609,88,92,50-99
01610,123,128,100-249
01611,10,11,<50
01612,15,17,<50
01613,6,6,<50
01644,1,1,<50
01655,3,3,<50
01690,1,1,<50
01701,94,97,50-99
01702,108,114,100-249
01705,1,1,<50
01712,1,1,<50
01718,1,3,<50
01719,12,12,<50
01720,37,40,<50
01721,45,48,<50
01730,34,39,<50
01731,4,4,<50
01740,11,12,<50
01741,7,8,<50
01742,31,32,<50
01745,1,1,<50
01746,35,40,<50
01747,18,18,<50
01748,42,42,<50
01749,69,72,50-99
01752,139,150,100-249
01754,22,23,<50
01756,21,21,<50
01757,99,106,50-99
01760,88,91,50-99
01766,1,1,<50
01770,12,12,<50
01772,25,26,<50
01773,12,12,<50
01775,22,26,<50
01776,31,32,<50
01777,1,1,<50
01778,29,31,<50
01801,127,131,100-249
01802,2,2,<50
01803,102,108,100-249
01805,56,56,50-99
01809,1,1,<50
01810,85,89,50-99
01819,1,1,<50
01820,2,2,<50
01821,106,112,100-249
01822,1,1,<50
01823,1,1,<50
01824,64,70,50-99
01826,115,128,100-249
01827,6,6,<50
01830,112,117,100-249
01831,2,2,<50
01832,76,77,50-99
01833,21,23,<50
01834,23,26,<50
01835,43,45,<50
01836,1,1,<50
01840,32,33,<50
01841,229,246,100-249
01842,6,6,<50
01843,129,140,100-249
01844,193,209,100-249
01845,68,71,50-99
01850,55,58,50-99
01851,161,173,100-249
01852,151,157,100-249
01853,6,6,<50
01854,102,106,100-249
01860,16,17,<50
01862,35,39,<50
01863,31,34,<50
01864,39,40,<50
01865,1,1,<50
01866,1,1,<50
01867,70,77,50-99
01874,1,1,<50
01875,1,1,<50
01876,96,101,50-99
01879,38,40,<50
01880,90,97,50-99
01881,1,1,<50
01885,1,1,<50
01886,51,56,50-99
01887,73,83,50-99
01888,3,3,<50
01890,48,51,<50
01901,14,15,<50
01902,194,206,100-249
01903,2,2,<50
01904,76,80,50-99
01905,108,112,100-249
01906,128,138,100-249
01907,57,61,50-99
01908,14,17,<50
01913,56,60,50-99
01915,110,117,100-249
01920,2,2,<50
01921,20,20,<50
01922,10,10,<50
01923,84,91,50-99
01929,17,19,<50
01930,93,96,50-99
01931,1,1,<50
01936,2,2,<50
01938,45,49,<50
01940,34,36,<50
01944,15,17,<50
01945,45,50,<50
01949,31,32,<50
01950,54,58,50-99
01951,7,7,<50
01952,36,38,<50
01954,1,1,<50
01960,178,187,100-249
01965,1,1,<50
01966,17,18,<50
01969,15,20,<50
01970,150,158,100-249
01982,20,24,<50
01983,14,17,<50
01984,8,9,<50
01985,11,12,<50
02005,1,1,<50
02019,67,73,50-99
02020,5,5,<50
02021,78,84,50-99
02025,17,18,<50
02026,90,98,50-99
02030,11,12,<50
02032,9,10,<50
02035,50,55,50-99
02038,95,102,50-99
02041,1,1,<50
02043,40,43,<50
02045,50,57,50-99
02047,1,1,<50
02048,55,59,50-99
02050,77,83,50-99
02051,3,3,<50
02052,24,25,<50
02053,30,31,<50
02054,30,31,<50
02056,26,26,<50
02059,1,1,<50
02061,19,23,<50
02062,102,113,100-249
02066,56,63,50-99
02067,38,39,<50
02071,2,2,<50
02072,110,117,100-249
02073,1,1,<50
02081,51,54,50-99
02090,29,30,<50
02093,30,31,<50
02101,1,1,<50
02102,1,1,<50
02105,1,1,<50
02108,7,8,<50
02109,12,12,<50
02110,10,11,<50
02111,27,28,<50
02112,4,4,<50
02113,13,14,<50
02114,40,41,<50
02115,49,51,<50
02116,61,65,50-99
02117,2,2,<50
02118,93,98,50-99
02119,190,196,100-249
02120,53,59,50-99
02121,157,168,100-249
02122,99,105,50-99
02123,1,1,<50
02124,293,307,250-499
02125,138,148,100-249
02126,156,162,100-249
02127,67,72,50-99
02128,123,128,100-249
02129,45,47,<50
02130,107,114,100-249
02131,138,146,100-249
02132,98,110,50-99
02134,34,34,<50
02135,86,91,50-99
02136,175,184,100-249
02137,1,1,<50
02138,58,60,50-99
02139,87,92,50-99
02140,60,64,50-99
02141,34,36,<50
02142,4,5,<50
02143,61,64,50-99
02144,47,50,<50
02145,87,93,50-99
02146,1,1,<50
02147,1,1,<50
02148,201,217,100-249
02149,163,174,100-249
02150,194,206,100-249
02151,228,247,100-249
02152,60,64,50-99
02153,1,1,<50
02155,153,163,100-249
02156,1,1,<50
02159,1,1,<50
02164,1,1,<50
02169,177,191,100-249
02170,51,57,50-99
02171,69,76,50-99
02172,1,1,<50
02173,1,1,<50
02174,3,3,<50
02175,1,1,<50
02176,80,86,50-99
02178,1,1,<50
02180,66,72,50-99
02181,2,2,<50
02184,127,133,100-249
02186,83,90,50-99
02187,1,1,<50
02188,50,54,50-99
02189,44,51,<50
02190,46,50,<50
02191,20,21,<50
02193,1,1,<50
02195,1,1,<50
02196,1,1,<50
02199,3,3,<50
02205,1,1,<50
02210,11,13,<50
02212,1,1,<50
02215,22,22,<50
02222,1,1,<50
02227,2,2,<50
02230,1,1,<50
02233,1,1,<50
02238,2,2,<50
02255,1,1,<50
02260,1,1,<50
02272,1,1,<50
02301,276,291,250-499
02302,163,173,100-249
02303,5,5,<50
02304,2,2,<50
02305,1,1,<50
02310,2,2,<50
02316,1,1,<50
02322,21,23,<50
02324,61,64,50-99
02327,1,1,<50
02330,47,53,<50
02331,2,2,<50
02332,37,42,<50
02333,45,49,<50
02334,2,2,<50
02338,21,22,<50
02339,44,46,<50
02341,35,38,<50
02343,46,52,<50
02344,1,1,<50
02345,6,6,<50
02346,69,78,50-99
02347,37,40,<50
02350,1,1,<50
02351,48,51,<50
02352,1,1,<50
02355,4,4,<50
02356,45,48,<50
02358,3,3,<50
02359,63,67,50-99
02360,185,206,100-249
02361,3,3,<50
02362,3,3,<50
02364,44,46,<50
02367,5,5,<50
02368,183,199,100-249
02370,57,64,50-99
02375,31,31,<50
02379,23,25,<50
02382,46,51,<50
02401,1,1,<50
02408,1,1,<50
02410,1,1,<50
02420,35,36,<50
02421,22,25,<50
02440,1,1,<50
02445,42,45,<50
02446,45,47,<50
02448,1,1,<50
02451,60,65,50-99
02452,49,50,<50
02453,64,66,50-99
02454,4,4,<50
02455,2,2,<50
02458,34,38,<50
02459,31,32,<50
02460,25,25,<50
02461,17,18,<50
02462,3,3,<50
02464,7,8,<50
02465,38,40,<50
02466,17,18,<50
02467,39,43,<50
02468,10,11,<50
02470,1,1,<50
02471,3,3,<50
02472,100,111,100-249
02473,1,1,<50
02474,68,72,50-99
02476,44,47,<50
02478,48,51,<50
02481,23,24,<50
02482,20,21,<50
02492,41,42,<50
02493,20,21,<50
02494,20,20,<50
02511,1,1,<50
02532,34,37,<50
02534,2,2,<50
02535,4,4,<50
02536,59,66,50-99
02537,16,16,<50
02538,19,20,<50
02539,9,9,<50
02540,19,19,<50
02541,3,4,<50
02542,2,2,<50
02543,1,1,<50
02549,1,1,<50
02553,4,4,<50
02554,29,32,<50
02556,5,5,<50
02557,12,14,<50
02558,8,8,<50
02559,10,10,<50
02561,1,1,<50
02562,16,17,<50
02563,30,33,<50
02564,1,2,<50
02567,1,1,<50
02568,24,26,<50
02571,27,28,<50
02574,1,1,<50
02575,2,3,<50
02576,15,15,<50
02577,1,1,<50
02584,2,2,<50
02588,1,1,<50
02601,42,46,<50
02605,1,1,<50
02630,7,9,<50
02631,32,34,<50
02632,29,30,<50
02633,14,14,<50
02635,8,8,<50
02637,2,2,<50
02638,13,15,<50
02639,16,19,<50
02641,2,3,<50
02642,6,7,<50
02643,3,3,<50
02644,15,17,<50
02645,25,26,<50
02646,10,12,<50
02648,25,30,<50
02649,53,55,50-99
02650,5,5,<50
02651,5,5,<50
02652,3,5,<50
02653,9,11,<50
02655,15,18,<50
02657,19,19,<50
02659,4,4,<50
02660,27,27,<50
02661,1,1,<50
02662,2,2,<50
02663,4,4,<50
02664,29,29,<50
02666,6,6,<50
02667,8,8,<50
02668,8,9,<50
02669,1,2,<50
02670,11,12,<50
02671,3,3,<50
02672,2,2,<50
02673,24,28,<50
02675,23,26,<50
02676,2,2,<50
02702,11,12,<50
02703,128,140,100-249
02705,1,1,<50
02712,1,1,<50
02714,1,1,<50
02715,11,11,<50
02717,16,19,<50
02718,17,19,<50
02719,47,55,<50
02720,112,130,100-249
02721,92,101,50-99
02722,4,4,<50
02723,49,50,<50
02724,45,49,<50
02725,4,4,<50
02726,42,46,<50
02738,15,15,<50
02739,17,17,<50
02740,172,184,100-249
02741,1,1,<50
02742,1,1,<50
02743,33,35,<50
02744,44,51,<50
02745,79,86,50-99
02746,59,66,50-99
02747,56,57,50-99
02748,30,33,<50
02760,70,75,50-99
02762,34,36,<50
02763,7,8,<50
02764,9,9,<50
02766,48,52,<50
02767,47,54,<50
02768,2,2,<50
02769,38,41,<50
02770,11,13,<50
02771,32,36,<50
02772,1,1,<50
02777,43,45,<50
02779,15,15,<50
02780,176,198,100-249
02790,43,50,<50
02802,1,1,<50
02804,11,12,<50
02806,29,31,<50
02807,1,1,<50
02808,8,8,<50
02809,65,67,50-99
02812,2,4,<50
02813,22,25,<50
02814,16,16,<50
02816,96,102,50-99
02817,18,21,<50
02818,56,60,50-99
02820,1,1,<50
02822,24,28,<50
02824,3,3,<50
02825,21,21,<50
02826,2,2,<50
02827,6,7,<50
02828,13,14,<50
02829,1,2,<50
02830,22,25,<50
02831,11,13,<50
02832,10,11,<50
02833,3,3,<50
02835,19,19,<50
02837,5,6,<50
02838,11,15,<50
02839,7,7,<50
02840,52,55,50-99
02842,46,49,<50
02852,63,67,50-99
02854,1,1,<50
02857,21,21,<50
02858,1,1,<50
02859,13,14,<50
02860,139,147,100-249
02861,84,87,50-99
02862,1,1,<50
02863,50,54,50-99
02864,69,76,50-99
02865,50,55,50-99
02871,46,50,<50
02874,12,13,<50
02876,1,1,<50
02878,39,44,<50
02879,58,61,50-99
02880,1,1,<50
02881,8,8,<50
02882,42,47,<50
02883,2,2,<50
02885,25,28,<50
02886,82,88,50-99
02887,1,1,<50
02888,67,70,50-99
02889,88,90,50-99
02891,47,47,<50
02892,10,10,<50
02893,89,94,50-99
02894,2,3,<50
02895,126,133,100-249
02896,27,30,<50
02898,5,5,<50
02901,2,2,<50
02902,1,1,<50
02903,37,39,<50
02904,112,120,100-249
02905,89,92,50-99
02906,41,45,<50
02907,129,134,100-249
02908,101,108,100-249
02909,125,134,100-249
02910,66,73,50-99
02911,45,48,<50
02914,66,73,50-99
02915,35,36,<50
02916,27,27,<50
02917,28,30,<50
02918,1,1,<50
02919,87,93,50-99
02920,99,110,50-99
02921,33,34,<50
02929,1,1,<50
02935,1,1,<50
02940,1,1,<50
02954,1,1,<50
02965,1,1,<50
03031,29,30,<50
03032,25,25,<50
03033,9,10,<50
03034,7,7,<50
03036,11,13,<50
03037,12,13,<50
03038,90,97,50-99
03041,1,1,<50
03042,16,16,<50
03044,12,12,<50
03045,34,35,<50
03046,5,7,<50
03047,2,3,<50
03048,11,12,<50
03049,20,23,<50
03050,1,1,<50
03051,65,73,50-99
03052,19,22,<50
03053,72,78,50-99
03054,74,79,50-99
03055,38,38,<50
03056,1,1,<50
03057,10,10,<50
03060,74,77,50-99
03061,1,1,<50
03062,74,79,50-99
03063,47,51,<50
03064,37,42,<50
03070,15,15,<50
03071,12,13,<50
03075,1,1,<50
03076,32,37,<50
03077,31,37,<50
03079,75,80,50-99
03082,4,4,<50
03084,4,4,<50
03086,6,6,<50
03087,33,35,<50
03101,10,10,<50
03102,82,89,50-99
03103,92,98,50-99
03104,91,100,50-99
03105,1,1,<50
03106,32,33,<50
03108,2,2,<50
03109,19,21,<50
03110,37,38,<50
03120,1,1,<50
03216,4,4,<50
03217,9,9,<50
03218,4,5,<50
03220,11,12,<50
03221,7,8,<50
03222,16,18,<50
03223,7,7,<50
03224,6,6,<50
03225,6,6,<50
03226,5,5,<50
03227,1,1,<50
03229,12,16,<50
03233,2,2,<50
03234,15,18,<50
03235,27,28,<50
03237,6,6,<50
03240,6,6,<50
03241,3,3,<50
03242,5,7,<50
03243,3,3,<50
03244,27,28,<50
03245,3,3,<50
03246,29,33,<50
03249,19,21,<50
03251,4,4,<50
03253,10,10,<50
03254,10,10,<50
03255,5,5,<50
03256,6,6,<50
03257,16,16,<50
03258,7,7,<50
03259,1,1,<50
03260,1,1,<50
03261,12,12,<50
03262,4,4,<50
03263,9,9,<50
03264,12,15,<50
03266,9,11,<50
03268,2,2,<50
03269,9,10,<50
03273,1,1,<50
03275,25,27,<50
03276,27,32,<50
03278,6,7,<50
03279,3,3,<50
03280,3,3,<50
03281,20,23,<50
03282,2,2,<50
03284,2,2,<50
03285,4,4,<50
03287,6,6,<50
03289,1,1,<50
03290,8,9,<50
03292,1,1,<50
03293,3,3,<50
03301,81,86,50-99
03302,5,6,<50
03303,39,42,<50
03304,24,25,<50
03307,11,12,<50
03390,1,1,<50
03394,1,1,<50
03431,53,56,50-99
03440,8,8,<50
03442,5,7,<50
03444,5,6,<50
03445,1,1,<50
03446,21,22,<50
03447,11,11,<50
03448,2,3,<50
03449,8,8,<50
03450,5,5,<50
03451,7,7,<50
03452,9,9,<50
03455,6,6,<50
03456,2,2,<50
03457,2,3,<50
03458,13,14,<50
03461,12,12,<50
03462,5,5,<50
03465,8,9,<50
03466,1,1,<50
03467,4,4,<50
03468,1,1,<50
03469,2,2,<50
03470,13,13,<50
03501,1,1,<50
03535,1,1,<50
03557,1,1,<50
03561,11,11,<50
03570,20,22,<50
03574,4,4,<50
03576,8,9,<50
03579,1,1,<50
03580,1,1,<50
03581,9,10,<50
03582,9,10,<50
03583,3,4,<50
03584,13,16,<50
03585,5,5,<50
03588,2,2,<50
03590,1,1,<50
03592,5,5,<50
03593,1,1,<50
03595,1,1,<50
03598,2,2,<50
03601,2,2,<50
03602,8,10,<50
03603,13,14,<50
03608,5,7,<50
03609,1,1,<50
03629,1,1,<50
03662,1,1,<50
03740,2,2,<50
03741,8,10,<50
03743,27,29,<50
03745,3,3,<50
03746,1,1,<50
03748,8,8,<50
03750,3,3,<50
03752,1,1,<50
03753,11,11,<50
03754,1,1,<50
03755,8,8,<50
03756,3,3,<50
03765,1,1,<50
03766,14,15,<50
03768,2,2,<50
03770,2,2,<50
03771,1,1,<50
03773,20,21,<50
03774,1,1,<50
03777,4,4,<50
03779,1,1,<50
03780,1,1,<50
03781,3,3,<50
03782,9,9,<50
03784,9,9,<50
03785,7,7,<50
03801,55,59,50-99
03802,1,1,<50
03804,1,1,<50
03809,13,13,<50
03810,6,6,<50
03811,15,17,<50
03812,2,3,<50
03813,10,10,<50
03814,13,15,<50
03815,2,2,<50
03816,4,4,<50
03817,1,1,<50
03818,12,13,<50
03819,13,13,<50
03820,69,73,50-99
03821,4,6,<50
03823,2,3,<50
03824,7,9,<50
03825,18,21,<50
03826,10,10,<50
03827,16,16,<50
03830,3,4,<50
03833,58,62,50-99
03835,23,23,<50
03836,5,5,<50
03837,4,5,<50
03838,2,3,<50
03839,9,10,<50
03840,7,8,<50
03841,13,16,<50
03842,48,52,<50
03843,2,2,<50
03844,4,6,<50
03845,1,1,<50
03846,2,2,<50
03848,13,15,<50
03849,8,9,<50
03850,2,2,<50
03851,14,15,<50
03852,1,1,<50
03853,1,1,<50
03854,3,4,<50
03855,7,8,<50
03856,3,3,<50
03857,21,22,<50
03858,15,15,<50
03860,15,16,<50
03861,11,12,<50
03862,10,11,<50
03864,2,2,<50
03865,28,31,<50
03866,1,1,<50
03867,63,70,50-99
03868,18,20,<50
03869,6,6,<50
03870,11,11,<50
03871,3,3,<50
03872,10,10,<50
03873,20,21,<50
03874,27,28,<50
03878,30,31,<50
03882,4,4,<50
03883,1,1,<50
03884,6,6,<50
03885,13,13,<50
03886,2,2,<50
03887,5,5,<50
03894,23,25,<50
03896,3,3,<50
03899,1,1,<50
03901,12,13,<50
03902,2,2,<50
03903,13,14,<50
03904,19,21,<50
03905,3,3,<50
03906,9,9,<50
03907,1,1,<50
03908,16,17,<50
03909,22,24,<50
03910,1,1,<50
03911,1,1,<50
03948,1,1,<50
04001,2,2,<50
04002,24,26,<50
04003,1,1,<50
04004,2,3,<50
04005,61,68,50-99
04008,7,8,<50
04009,17,19,<50
04010,4,4,<50
04011,45,48,<50
04012,1,1,<50
04015,9,9,<50
04016,2,2,<50
04020,1,1,<50
04021,12,13,<50
04027,18,19,<50
04029,5,5,<50
04030,4,4,<50
04032,20,21,<50
04034,1,1,<50
04036,1,1,<50
04037,3,3,<50
04038,40,40,<50
04039,25,26,<50
04040,6,6,<50
04041,5,5,<50
04042,11,11,<50
04043,18,22,<50
04046,16,16,<50
04047,12,14,<50
04048,5,5,<50
04049,11,11,<50
04051,1,1,<50
04054,3,3,<50
04055,6,6,<50
04056,2,2,<50
04057,1,1,<50
04061,9,11,<50
04062,39,41,<50
04063,1,1,<50
04064,31,32,<50
04068,3,4,<50
04069,5,6,<50
04070,3,3,<50
04071,11,14,<50
04072,43,47,<50
04073,45,48,<50
04074,41,44,<50
04076,7,7,<50
04077,3,3,<50
04078,1,1,<50
04079,12,13,<50
04083,8,8,<50
04084,12,14,<50
04085,6,6,<50
04086,38,38,<50
04087,6,6,<50
04088,3,3,<50
04090,26,31,<50
04091,4,4,<50
04092,54,61,50-99
04093,16,18,<50
04095,4,4,<50
04096,18,21,<50
04097,9,9,<50
04101,49,52,<50
04102,50,52,50-99
04103,70,73,50-99
04105,20,22,<50
04106,62,66,50-99
04107,18,21,<50
04110,3,3,<50
04112,2,2,<50
04113,1,1,<50
04116,1,1,<50
04119,1,1,<50
04136,2,2,<50
04153,1,1,<50
04172,1,1,<50
04210,53,61,50-99
04211,1,1,<50
04212,2,2,<50
04217,5,5,<50
04219,3,3,<50
04220,4,4,<50
04221,2,2,<50
04222,10,10,<50
04223,1,1,<50
04224,8,10,<50
04226,1,1,<50
04230,1,1,<50
04231,1,1,<50
04236,9,11,<50
04238,1,1,<50
04239,8,8,<50
04240,79,89,50-99
04250,12,12,<50
04252,9,9,<50
04253,1,1,<50
04254,7,8,<50
04255,4,4,<50
04256,10,10,<50
04257,5,6,<50
04258,7,7,<50
04259,12,12,<50
04260,12,12,<50
04261,2,2,<50
04263,9,9,<50
04265,3,3,<50
04268,10,10,<50
04270,19,19,<50
04274,18,19,<50
04276,10,11,<50
04280,17,17,<50
04281,12,12,<50
