zip,waitlist_candidates,waitlist_episodes,count_bin
53001,6,8,<50
53002,10,14,<50
53004,11,12,<50
53005,76,88,50-99
53006,6,6,<50
53007,13,15,<50
53008,1,1,<50
53010,22,26,<50
53011,10,11,<50
53012,46,52,<50
53013,10,10,<50
53014,23,24,<50
53015,6,6,<50
53017,20,21,<50
53018,16,17,<50
53019,10,12,<50
53020,6,6,<50
53021,20,21,<50
53022,70,75,50-99
53023,3,3,<50
53024,44,51,<50
53027,81,88,50-99
53028,1,1,<50
53029,49,54,<50
53031,1,1,<50
53032,17,18,<50
53033,15,15,<50
53034,8,10,<50
53035,6,6,<50
53036,9,10,<50
53037,30,33,<50
53038,12,14,<50
53039,17,18,<50
53040,20,21,<50
53042,15,15,<50
53043,1,1,<50
53044,3,3,<50
53045,62,66,50-99
53046,6,6,<50
53048,11,13,<50
53049,5,5,<50
53050,18,19,<50
53051,122,133,100-249
53056,1,1,<50
53057,2,2,<50
53058,5,5,<50
53059,10,12,<50
53061,11,11,<50
53063,1,1,<50
53065,7,7,<50
53066,81,87,50-99
53069,1,1,<50
53070,10,12,<50
53072,65,70,50-99
53073,42,47,<50
53074,31,36,<50
53075,7,7,<50
53076,8,8,<50
53078,4,4,<50
53079,4,4,<50
53080,24,28,<50
53081,119,126,100-249
53083,60,62,50-99
53085,22,22,<50
53086,21,23,<50
53088,1,2,<50
53089,58,63,50-99
53090,58,66,50-99
53091,6,9,<50
53092,55,58,50-99
53093,3,3,<50
53094,45,52,<50
53095,72,83,50-99
53097,11,12,<50
53098,28,34,<50
53103,11,11,<50
53104,15,18,<50
53105,83,90,50-99
53108,25,27,<50
53109,1,1,<50
53110,60,70,50-99
53114,6,7,<50
53115,65,75,50-99
53118,20,21,<50
53119,18,18,<50
53120,29,32,<50
53121,48,53,<50
53122,13,16,<50
53125,6,6,<50
53126,26,26,<50
53127,3,3,<50
53128,23,27,<50
53129,29,36,<50
53130,25,25,<50
53131,1,1,<50
53132,91,111,50-99
53137,5,5,<50
53139,15,17,<50
53140,82,94,50-99
53141,1,2,<50
53142,97,107,50-99
53143,71,78,50-99
53144,70,77,50-99
53146,17,19,<50
53147,42,50,<50
53148,2,2,<50
53149,40,43,<50
53150,74,81,50-99
53151,96,109,50-99
53153,10,12,<50
53154,125,142,100-249
53156,4,4,<50
53157,5,5,<50
53158,46,49,<50
53159,3,3,<50
53167,2,2,<50
53168,21,23,<50
53170,8,8,<50
53172,86,97,50-99
53177,24,29,<50
53178,13,14,<50
53179,13,14,<50
53180,1,1,<50
53181,24,24,<50
53182,15,17,<50
53183,6,6,<50
53184,6,6,<50
53185,43,49,<50
53186,97,105,50-99
53187,2,2,<50
53188,90,100,50-99
53189,70,78,50-99
53190,41,44,<50
53191,10,12,<50
53192,2,2,<50
53195,1,1,<50
53201,4,4,<50
53202,49,53,<50
53203,5,5,<50
53204,144,158,100-249
53205,59,65,50-99
53206,149,164,100-249
53207,98,112,50-99
53208,120,131,100-249
53209,256,282,250-499
53210,125,144,100-249
53211,58,61,50-99
53212,126,131,100-249
53213,69,75,50-99
53214,113,123,100-249
53215,247,277,100-249
53216,242,261,100-249
53217,66,71,50-99
53218,239,264,100-249
53219,139,157,100-249
53220,100,112,100-249
53221,150,169,100-249
53222,103,109,100-249
53223,179,199,100-249
53224,108,116,100-249
53225,135,141,100-249
53226,45,49,<50
53227,87,98,50-99
53228,55,62,50-99
53233,36,39,<50
53234,1,1,<50
53235,25,26,<50
53266,1,1,<50
53286,1,1,<50
53290,1,1,<50
53295,2,2,<50
53313,1,1,<50
53402,104,116,100-249
53403,91,103,50-99
53404,51,53,50-99
53405,86,97,50-99
53406,101,117,100-249
53408,2,2,<50
53412,1,1,<50
53419,1,2,<50
53420,1,1,<50
53501,1,1,<50
53502,4,4,<50
53503,2,2,<50
53504,9,9,<50
53505,1,1,<50
53506,1,1,<50
53507,3,3,<50
53508,13,14,<50
53510,2,2,<50
53511,178,204,100-249
53512,3,3,<50
53515,11,13,<50
53516,3,3,<50
53517,6,7,<50
53518,1,1,<50
53520,19,23,<50
53521,12,12,<50
53522,4,4,<50
53523,15,16,<50
53525,6,7,<50
53526,2,2,<50
53527,29,29,<50
53528,17,20,<50
53529,5,6,<50
53530,7,7,<50
53531,11,11,<50
53532,38,40,<50
53533,22,23,<50
53534,22,23,<50
53536,21,24,<50
53537,4,6,<50
53538,55,61,50-99
53540,1,1,<50
53541,3,3,<50
53542,1,1,<50
53543,2,2,<50
53544,3,3,<50
53545,62,69,50-99
53546,92,105,50-99
53547,2,2,<50
53548,60,69,50-99
53549,22,29,<50
53550,5,5,<50
53551,28,32,<50
53553,3,3,<50
53554,2,2,<50
53555,20,27,<50
53556,6,7,<50
53557,1,1,<50
53558,26,28,<50
53559,27,32,<50
53560,13,13,<50
53561,5,6,<50
53562,67,74,50-99
53563,33,36,<50
53565,12,12,<50
53566,47,52,<50
53569,6,6,<50
53570,3,3,<50
53571,1,1,<50
53572,17,19,<50
53573,9,10,<50
53574,13,16,<50
53575,50,53,50-99
53576,9,10,<50
53577,1,1,<50
53578,18,20,<50
53579,11,11,<50
53580,3,3,<50
53581,28,29,<50
53582,4,5,<50
53583,20,21,<50
53585,5,5,<50
53586,4,5,<50
53587,6,6,<50
53588,13,14,<50
53589,52,57,50-99
53590,139,152,100-249
53593,53,55,50-99
53594,12,12,<50
53597,48,53,<50
53598,12,12,<50
53599,1,1,<50
53701,1,2,<50
53703,35,35,<50
53704,142,155,100-249
53705,37,43,<50
53708,3,3,<50
53711,123,133,100-249
53713,75,78,50-99
53714,46,51,<50
53715,25,25,<50
53716,48,51,<50
53717,29,32,<50
53718,40,44,<50
53719,85,92,50-99
53723,1,1,<50
53725,1,1,<50
53726,5,5,<50
53801,2,2,<50
53803,8,10,<50
53804,5,5,<50
53805,9,10,<50
53807,4,5,<50
53808,3,3,<50
53809,6,6,<50
53810,1,1,<50
53811,4,4,<50
53812,1,1,<50
53813,9,9,<50
53816,3,3,<50
53818,18,22,<50
53820,5,5,<50
53821,15,17,<50
53825,1,1,<50
53826,2,3,<50
53901,33,35,<50
53910,8,9,<50
53911,5,6,<50
53913,62,66,50-99
53916,60,67,50-99
53919,8,9,<50
53920,2,2,<50
53922,4,5,<50
53923,7,7,<50
53924,2,2,<50
53925,18,20,<50
53926,5,8,<50
53928,1,1,<50
53929,12,13,<50
53930,3,3,<50
53931,2,2,<50
53932,13,15,<50
53933,28,28,<50
53934,13,14,<50
53935,1,1,<50
53936,4,4,<50
53939,1,1,<50
53940,2,2,<50
53941,8,8,<50
53943,3,3,<50
53944,6,6,<50
53945,1,1,<50
53946,6,7,<50
53947,1,1,<50
53948,19,22,<50
53949,25,27,<50
53950,20,22,<50
53951,14,15,<50
53952,10,10,<50
53954,29,29,<50
53955,20,21,<50
53956,15,18,<50
53959,28,33,<50
53960,12,12,<50
53961,3,3,<50
53963,49,51,<50
53964,6,7,<50
53965,31,32,<50
53968,6,7,<50
53969,1,1,<50
54001,11,12,<50
54002,15,17,<50
54003,2,2,<50
54004,4,4,<50
54005,8,8,<50
54006,2,3,<50
54007,3,3,<50
54009,7,8,<50
54011,14,14,<50
54013,8,8,<50
54014,9,10,<50
54015,6,6,<50
54016,57,62,50-99
54017,30,31,<50
54020,23,25,<50
54021,17,18,<50
54022,44,49,<50
54023,11,14,<50
54024,12,13,<50
54025,14,15,<50
54026,2,2,<50
54027,3,4,<50
54028,6,6,<50
54067,1,1,<50
54082,6,6,<50
54089,1,1,<50
54101,5,5,<50
54102,5,6,<50
54103,1,1,<50
54104,6,7,<50
54106,16,19,<50
54107,9,12,<50
54110,12,14,<50
54111,5,5,<50
54112,5,6,<50
54113,8,8,<50
54114,20,22,<50
54115,115,133,100-249
54119,1,1,<50
54121,9,10,<50
54123,2,2,<50
54124,8,9,<50
54125,3,3,<50
54126,9,10,<50
54127,1,1,<50
54128,7,7,<50
54129,9,9,<50
54130,52,56,50-99
54131,2,2,<50
54135,16,16,<50
54136,18,19,<50
54137,3,3,<50
54138,6,6,<50
54139,8,9,<50
54140,15,16,<50
54141,5,6,<50
54143,44,50,<50
54149,4,4,<50
54150,5,5,<50
54151,9,10,<50
54153,27,30,<50
54154,12,14,<50
54155,28,35,<50
54156,3,3,<50
54157,18,20,<50
54159,3,4,<50
54161,10,12,<50
54162,22,24,<50
54165,23,28,<50
54166,55,58,50-99
54169,2,3,<50
54170,5,5,<50
54171,12,12,<50
54173,11,11,<50
54174,13,13,<50
54175,6,7,<50
54177,6,8,<50
54180,7,7,<50
54201,16,18,<50
54202,3,3,<50
54204,5,5,<50
54205,10,11,<50
54208,14,15,<50
54209,5,5,<50
54210,3,3,<50
54211,2,2,<50
54212,2,2,<50
54213,3,3,<50
54216,13,14,<50
54217,15,16,<50
54220,129,144,100-249
54221,3,4,<50
54227,3,3,<50
54228,1,1,<50
54229,12,14,<50
54230,12,12,<50
54232,1,1,<50
54234,4,4,<50
54235,52,56,50-99
54241,34,40,<50
54245,4,4,<50
54246,2,2,<50
54247,5,6,<50
54301,69,77,50-99
54302,95,102,50-99
54303,76,83,50-99
54304,88,94,50-99
54306,1,1,<50
54307,1,1,<50
54311,97,109,50-99
54313,96,111,50-99
54378,1,1,<50
54392,1,1,<50
54401,103,112,100-249
54402,2,2,<50
54403,66,70,50-99
54405,11,13,<50
54406,9,9,<50
54407,2,3,<50
54408,3,3,<50
54409,29,29,<50
54410,6,6,<50
54411,15,15,<50
54412,4,5,<50
54414,5,5,<50
54416,9,11,<50
54418,4,4,<50
54420,3,3,<50
54421,6,6,<50
54422,2,3,<50
54423,2,2,<50
54424,2,3,<50
54425,3,3,<50
54426,13,14,<50
54427,4,8,<50
54428,9,10,<50
54429,1,1,<50
54433,4,5,<50
54435,5,6,<50
54437,7,7,<50
54440,6,6,<50
54441,1,1,<50
54442,4,4,<50
54443,9,9,<50
54446,8,10,<50
54448,8,10,<50
54449,61,64,50-99
54450,1,1,<50
54451,19,20,<50
54452,41,44,<50
54454,4,4,<50
54455,48,50,<50
54456,11,11,<50
54457,23,24,<50
54458,1,1,<50
54459,3,3,<50
54460,1,1,<50
54462,2,2,<50
54466,7,8,<50
54467,33,36,<50
54469,3,3,<50
54470,1,1,<50
54471,8,13,<50
54473,3,3,<50
54474,12,13,<50
54475,2,2,<50
54476,49,50,<50
54479,9,13,<50
54480,1,1,<50
54481,55,60,50-99
54482,16,19,<50
54484,13,13,<50
54485,2,2,<50
54486,5,5,<50
54487,24,26,<50
54488,1,1,<50
54489,2,2,<50
54490,2,2,<50
54491,3,4,<50
54493,1,1,<50
54494,86,96,50-99
54495,26,29,<50
54498,5,5,<50
54499,5,5,<50
54501,56,60,50-99
54511,2,2,<50
54512,3,3,<50
54513,1,1,<50
54514,4,4,<50
54515,1,1,<50
54517,2,2,<50
54519,5,5,<50
54520,15,18,<50
54521,17,17,<50
54524,1,1,<50
54527,4,5,<50
54529,3,3,<50
54530,3,3,<50
54531,1,1,<50
54534,7,7,<50
54537,5,5,<50
54538,19,21,<50
54539,3,4,<50
54540,7,7,<50
54541,1,1,<50
54545,1,1,<50
54546,4,4,<50
54547,10,11,<50
54548,19,20,<50
54550,2,2,<50
54552,7,7,<50
54554,5,5,<50
54555,9,9,<50
54556,4,4,<50
54557,3,3,<50
54558,9,9,<50
54559,2,2,<50
54562,2,2,<50
54563,1,1,<50
54564,2,2,<50
54566,10,12,<50
54568,17,18,<50
54571,1,1,<50
54596,1,1,<50
54601,115,123,100-249
54602,2,2,<50
54603,39,40,<50
54610,2,3,<50
54611,9,10,<50
54612,11,12,<50
54613,3,3,<50
54614,2,3,<50
54615,41,43,<50
54616,10,13,<50
54618,6,6,<50
54619,8,8,<50
54621,7,7,<50
54622,5,5,<50
54623,4,4,<50
54624,5,6,<50
54625,2,3,<50
54626,6,6,<50
54627,5,5,<50
54628,3,3,<50
54629,7,9,<50
54630,8,9,<50
54631,5,5,<50
54632,4,4,<50
54634,5,5,<50
54635,5,5,<50
54636,39,41,<50
54638,3,3,<50
54639,4,4,<50
54642,4,5,<50
54644,8,9,<50
54646,11,11,<50
54650,59,61,50-99
54651,3,3,<50
54652,2,2,<50
54653,2,3,<50
54655,8,8,<50
54656,33,35,<50
54658,9,9,<50
54659,5,6,<50
54660,42,48,<50
54661,10,13,<50
54664,4,6,<50
54665,20,27,<50
54666,6,6,<50
54667,11,11,<50
54669,17,19,<50
54670,2,2,<50
54701,86,97,50-99
54702,1,1,<50
54703,108,114,100-249
54720,16,16,<50
54721,4,4,<50
54722,15,15,<50
54723,4,5,<50
54724,18,19,<50
54725,7,7,<50
54726,7,8,<50
54727,20,21,<50
54728,19,19,<50
54729,69,75,50-99
54730,8,9,<50
54731,2,2,<50
54732,7,7,<50
54733,3,3,<50
54734,3,3,<50
54735,1,1,<50
54736,20,21,<50
54738,6,6,<50
54739,7,7,<50
54740,4,4,<50
54741,2,2,<50
54742,3,3,<50
54745,2,3,<50
54747,5,5,<50
54748,3,3,<50
54749,1,1,<50
54750,1,1,<50
54751,46,50,<50
54754,7,8,<50
54755,9,11,<50
54757,11,12,<50
54758,12,15,<50
54759,4,4,<50
54760,1,1,<50
54761,1,1,<50
54762,7,7,<50
54763,2,2,<50
54766,1,1,<50
54767,8,8,<50
54768,15,17,<50
54769,1,1,<50
54770,5,5,<50
54771,3,3,<50
54772,5,5,<50
54773,7,7,<50
54789,1,1,<50
54801,15,17,<50
54805,4,4,<50
54806,31,37,<50
54810,8,8,<50
54812,17,18,<50
54813,3,3,<50
54814,9,11,<50
54817,8,8,<50
54819,2,3,<50
54820,2,2,<50
54821,10,10,<50
54822,12,13,<50
54824,7,8,<50
54826,3,3,<50
54828,4,4,<50
54829,13,13,<50
54830,9,10,<50
54832,1,1,<50
54836,3,3,<50
54837,8,9,<50
54840,17,19,<50
54841,1,1,<50
54843,45,48,<50
54847,9,10,<50
54848,19,21,<50
54849,5,6,<50
54850,3,3,<50
54853,9,10,<50
54854,3,3,<50
54855,1,1,<50
54856,5,7,<50
54857,2,2,<50
54858,5,5,<50
54859,3,3,<50
54861,4,4,<50
54862,1,1,<50
54864,1,1,<50
54865,3,3,<50
54867,1,1,<50
54868,29,33,<50
54870,2,2,<50
54871,5,5,<50
54872,9,11,<50
54873,5,6,<50
54874,5,6,<50
54875,4,4,<50
54876,8,11,<50
54880,91,99,50-99
54888,6,6,<50
54889,9,10,<50
54890,1,1,<50
54891,6,6,<50
54893,14,15,<50
54895,2,2,<50
54896,2,2,<50
54901,76,84,50-99
54902,71,78,50-99
54904,65,71,50-99
54909,7,8,<50
54911,61,64,50-99
54912,2,2,<50
54913,37,38,<50
54914,91,95,50-99
54915,86,91,50-99
54919,1,1,<50
54921,3,5,<50
54922,3,5,<50
54923,27,29,<50
54927,1,1,<50
54929,22,24,<50
54930,4,5,<50
54931,1,1,<50
54932,1,1,<50
54933,4,5,<50
54934,1,1,<50
54935,125,139,100-249
54937,51,54,50-99
54940,12,13,<50
54941,7,8,<50
54942,16,16,<50
54943,4,4,<50
54944,20,21,<50
54945,11,13,<50
54946,5,5,<50
54947,7,7,<50
54949,8,8,<50
54950,8,10,<50
54952,75,78,50-99
54956,107,125,100-249
54960,19,22,<50
54961,44,49,<50
54962,5,5,<50
54963,26,27,<50
54964,1,1,<50
54965,2,2,<50
54966,1,1,<50
54968,9,10,<50
54970,8,10,<50
54971,25,25,<50
54974,3,3,<50
54977,3,3,<50
54979,6,7,<50
54981,36,39,<50
54982,20,23,<50
54983,9,10,<50
54984,6,6,<50
54986,15,17,<50
54999,1,1,<50
55001,8,9,<50
55003,4,6,<50
55005,15,16,<50
55006,12,13,<50
55007,5,5,<50
55008,50,55,50-99
55009,31,33,<50
55011,25,31,<50
55012,6,6,<50
55013,24,25,<50
55014,81,87,50-99
55016,121,129,100-249
55017,3,4,<50
55018,2,2,<50
55019,5,5,<50
55020,6,6,<50
55021,79,87,50-99
55024,86,94,50-99
55025,83,85,50-99
55026,1,1,<50
55027,6,6,<50
55031,3,4,<50
55032,10,11,<50
55033,65,70,50-99
55037,18,19,<50
55038,43,45,<50
55040,37,41,<50
55041,19,20,<50
55042,34,35,<50
55043,17,18,<50
55044,114,121,100-249
55045,16,16,<50
55046,10,13,<50
55047,7,7,<50
55049,6,6,<50
55051,28,31,<50
55052,1,1,<50
55053,3,3,<50
55054,2,2,<50
55055,10,11,<50
55056,44,45,<50
55057,48,51,<50
55060,64,65,50-99
55063,28,32,<50
55065,4,6,<50
55066,51,54,50-99
55068,66,73,50-99
55069,12,12,<50
55070,23,25,<50
55071,22,24,<50
55072,11,12,<50
55073,10,10,<50
55074,3,3,<50
55075,69,74,50-99
55076,70,74,50-99
55077,31,34,<50
55079,33,35,<50
55080,4,4,<50
55082,82,87,50-99
55084,5,5,<50
55085,2,2,<50
55087,1,1,<50
55088,7,7,<50
55089,7,7,<50
55090,2,3,<50
55092,30,30,<50
55101,34,37,<50
55102,42,48,<50
55103,69,73,50-99
55104,161,171,100-249
55105,51,54,50-99
55106,258,273,250-499
55107,47,49,<50
55108,32,36,<50
55109,113,121,100-249
55110,114,123,100-249
55111,2,2,<50
55112,124,130,100-249
55113,107,117,100-249
55114,13,13,<50
55115,25,27,<50
55116,69,73,50-99
55117,197,207,100-249
55118,113,122,100-249
55119,179,192,100-249
55120,9,9,<50
55121,28,30,<50
55122,100,105,100-249
55123,55,57,50-99
55124,157,169,100-249
55125,143,156,100-249
55126,77,83,50-99
55127,52,55,50-99
55128,109,115,100-249
55129,52,55,50-99
55130,76,81,50-99
55131,1,1,<50
55146,1,1,<50
55201,1,1,<50
55214,1,1,<50
55215,1,1,<50
55292,1,1,<50
55301,21,23,<50
55302,15,16,<50
55303,157,166,100-249
55304,132,142,100-249
55305,64,69,50-99
55306,57,60,50-99
55307,4,4,<50
55308,19,19,<50
55309,51,54,50-99
55310,5,5,<50
55311,72,77,50-99
55312,7,7,<50
55313,67,72,50-99
55314,4,4,<50
55315,9,10,<50
55316,66,72,50-99
55317,46,50,<50
55318,65,70,50-99
55319,16,17,<50
55320,19,20,<50
55321,14,15,<50
55322,7,8,<50
55323,1,1,<50
55324,4,4,<50
55325,10,10,<50
55326,1,1,<50
55327,11,11,<50
55328,17,19,<50
55329,6,6,<50
55330,112,117,100-249
55331,49,54,<50
55332,1,1,<50
55333,3,3,<50
55334,7,7,<50
55335,5,5,<50
55336,18,20,<50
55337,138,148,100-249
55338,5,5,<50
55339,4,4,<50
55340,18,19,<50
55341,2,2,<50
55342,3,4,<50
55343,82,85,50-99
55344,33,33,<50
55345,60,65,50-99
55346,40,43,<50
55347,71,72,50-99
55348,1,1,<50
55349,8,9,<50
55350,44,46,<50
55352,19,22,<50
55353,5,6,<50
55354,5,7,<50
55355,20,22,<50
55356,15,16,<50
55357,5,6,<50
55358,11,12,<50
55359,5,5,<50
55360,5,5,<50
55361,1,1,<50
55362,49,55,<50
55363,18,21,<50
55364,29,29,<50
55366,1,1,<50
55367,2,2,<50
55368,2,2,<50
55369,108,115,100-249
55371,43,46,<50
55372,79,84,50-99
55373,18,19,<50
55374,38,40,<50
55375,11,11,<50
55376,43,46,<50
55378,82,88,50-99
55379,111,119,100-249
55381,7,8,<50
55382,11,11,<50
55384,4,5,<50
55385,6,7,<50
55386,12,12,<50
55387,19,20,<50
55388,11,13,<50
55389,7,8,<50
55390,5,5,<50
55391,36,37,<50
55395,5,6,<50
55396,9,10,<50
55397,4,4,<50
55398,40,43,<50
55401,25,25,<50
55402,3,3,<50
55403,36,38,<50
55404,97,103,50-99
55405,46,49,<50
55406,92,95,50-99
55407,136,144,100-249
55408,85,92,50-99
55409,33,35,<50
55410,42,44,<50
55411,145,155,100-249
55412,109,111,100-249
55413,39,45,<50
55414,35,35,<50
55415,7,7,<50
55416,58,62,50-99
55417,64,72,50-99
55418,91,101,50-99
55419,53,55,50-99
55420,77,82,50-99
55421,115,123,100-249
55422,84,86,50-99
55423,93,97,50-99
55424,18,19,<50
55425,33,38,<50
55426,67,68,50-99
55427,72,78,50-99
55428,115,121,100-249
55429,126,132,100-249
55430,97,104,50-99
55431,70,76,50-99
55432,87,91,50-99
55433,95,103,50-99
55434,93,99,50-99
55435,29,31,<50
55436,28,30,<50
55437,45,49,<50
55438,39,43,<50
55439,18,22,<50
55440,1,1,<50
55441,50,52,50-99
55442,32,32,<50
55443,141,151,100-249
55444,81,88,50-99
55445,46,49,<50
55446,44,45,<50
55447,63,66,50-99
55448,81,82,50-99
55449,74,81,50-99
55454,38,38,<50
55455,15,15,<50
55458,2,2,<50
55468,1,1,<50
55472,1,1,<50
55601,1,1,<50
55602,1,2,<50
55603,1,1,<50
55604,11,12,<50
55605,2,2,<50
55607,2,2,<50
55614,3,4,<50
55616,13,14,<50
55633,1,1,<50
55647,1,1,<50
55702,1,1,<50
55703,4,4,<50
55704,4,4,<50
55705,15,15,<50
55706,8,8,<50
55707,8,9,<50
55709,15,15,<50
55710,2,2,<50
55711,1,1,<50
55712,1,1,<50
55713,2,2,<50
55716,2,2,<50
55718,8,9,<50
55719,17,17,<50
55720,50,56,50-99
55721,10,11,<50
55722,2,2,<50
55723,4,4,<50
55724,2,2,<50
55726,2,2,<50
55731,12,13,<50
55732,2,2,<50
55733,10,10,<50
55734,18,19,<50
55735,5,6,<50
55736,3,3,<50
55741,9,10,<50
55744,50,52,50-99
55746,42,46,<50
55748,7,8,<50
55749,1,1,<50
55750,7,7,<50
55751,3,3,<50
55752,1,2,<50
55753,2,2,<50
55756,1,1,<50
55757,2,2,<50
55760,13,16,<50
55763,1,1,<50
55764,3,3,<50
55765,1,1,<50
55767,11,11,<50
55768,3,3,<50
55769,5,5,<50
55771,6,6,<50
55772,3,4,<50
55775,3,3,<50
55779,10,11,<50
55780,1,1,<50
55781,1,1,<50
55783,6,6,<50
55785,2,2,<50
55786,2,3,<50
55787,4,6,<50
55790,6,6,<50
55792,26,28,<50
55793,1,1,<50
55795,1,1,<50
55797,3,5,<50
55798,3,3,<50
55802,5,5,<50
55803,32,36,<50
55804,38,39,<50
55805,18,20,<50
55806,24,26,<50
55807,35,36,<50
55808,25,30,<50
55810,28,28,<50
55811,57,60,50-99
55812,14,14,<50
55881,1,1,<50
55901,188,206,100-249
55902,91,101,50-99
55903,3,3,<50
55904,90,98,50-99
55905,2,2,<50
55906,64,72,50-99
55909,3,3,<50
55910,3,3,<50
55912,80,90,50-99
55917,5,5,<50
55918,3,3,<50
55920,34,36,<50
55921,7,7,<50
55922,1,1,<50
55923,13,13,<50
55924,2,2,<50
55926,5,5,<50
55927,10,10,<50
55929,8,9,<50
55931,1,1,<50
55932,2,2,<50
55934,11,14,<50
55935,4,4,<50
55936,3,4,<50
55937,1,1,<50
55939,5,5,<50
55940,5,5,<50
55941,3,3,<50
55943,5,5,<50
55944,25,28,<50
55945,7,7,<50
55946,10,12,<50
55947,16,18,<50
55949,3,4,<50
55951,4,4,<50
55952,8,9,<50
55953,2,2,<50
55954,5,5,<50
55955,5,5,<50
55956,4,4,<50
55957,2,3,<50
55959,5,6,<50
55960,10,11,<50
55961,2,2,<50
55962,1,1,<50
55963,17,21,<50
55964,9,9,<50
55965,3,4,<50
55967,1,3,<50
55968,1,2,<50
55969,3,3,<50
55970,1,1,<50
55971,5,6,<50
55972,13,13,<50
55974,6,8,<50
55975,10,10,<50
55976,18,19,<50
55977,2,2,<50
55979,3,3,<50
55981,14,16,<50
55983,4,4,<50
55985,6,6,<50
55987,84,96,50-99
55990,1,1,<50
55991,3,4,<50
55992,13,15,<50
55996,1,1,<50
56000,1,1,<50
56001,85,90,50-99
56003,36,40,<50
56007,55,59,50-99
56009,9,9,<50
56010,3,3,<50
56011,15,17,<50
56013,17,19,<50
56014,1,1,<50
56016,1,1,<50
56017,3,3,<50
56019,1,1,<50
56021,1,2,<50
56022,1,1,<50
56023,5,6,<50
56024,8,10,<50
56025,1,1,<50
56026,6,7,<50
56027,1,1,<50
56028,2,2,<50
56031,26,27,<50
56033,1,1,<50
56034,3,3,<50
56035,1,1,<50
56036,3,3,<50
56037,3,4,<50
56039,4,4,<50
56041,2,2,<50
56042,1,1,<50
56043,1,1,<50
56045,1,1,<50
56048,12,17,<50
56050,2,2,<50
56051,4,4,<50
56052,4,4,<50
56054,1,1,<50
56055,12,12,<50
56056,1,1,<50
56057,8,8,<50
56058,22,26,<50
56062,7,7,<50
56063,5,5,<50
56065,6,7,<50
56068,2,2,<50
56069,5,5,<50
56071,29,31,<50
56072,13,16,<50
56073,32,37,<50
56074,5,5,<50
56080,3,5,<50
56081,12,12,<50
56082,25,26,<50
56083,2,2,<50
56085,16,18,<50
56087,10,12,<50
56088,4,7,<50
56090,3,3,<50
56093,28,30,<50
56096,8,8,<50
56097,15,17,<50
56098,7,8,<50
56101,20,20,<50
56109,1,1,<50
56110,5,5,<50
56111,1,1,<50
56114,2,2,<50
56115,3,4,<50
56116,2,2,<50
56119,1,1,<50
56120,2,2,<50
56121,2,2,<50
56122,1,1,<50
56125,1,1,<50
56127,3,4,<50
56128,4,4,<50
56129,1,1,<50
56131,9,9,<50
56132,1,1,<50
56134,1,1,<50
56136,1,1,<50
56137,2,2,<50
56138,2,2,<50
56139,1,2,<50
56141,1,1,<50
56142,1,1,<50
56143,14,14,<50
56144,3,3,<50
56145,1,1,<50
56147,2,2,<50
56149,3,3,<50
56150,12,12,<50
56151,1,1,<50
56152,3,4,<50
56156,14,15,<50
56157,3,3,<50
56158,3,3,<50
56159,6,7,<50
56161,2,3,<50
56164,13,17,<50
56165,1,1,<50
56166,1,1,<50
56167,2,2,<50
56168,4,4,<50
56169,1,1,<50
56171,6,7,<50
56172,11,12,<50
56173,1,1,<50
56174,1,1,<50
56175,9,10,<50
56176,3,3,<50
56177,1,1,<50
56178,4,4,<50
56180,5,6,<50
56181,3,3,<50
56183,1,1,<50
56185,4,4,<50
56186,3,4,<50
56187,39,41,<50
56201,71,72,50-99
56207,1,1,<50
56208,8,9,<50
56209,10,11,<50
56212,2,2,<50
56215,12,12,<50
56216,2,2,<50
56218,2,2,<50
56219,3,4,<50
56220,7,7,<50
56221,2,3,<50
56222,3,3,<50
56223,5,5,<50
56224,1,1,<50
56225,2,2,<50
56227,1,1,<50
56228,1,1,<50
56229,2,2,<50
56232,4,5,<50
56233,2,2,<50
56235,2,2,<50
56236,1,1,<50
56237,2,2,<50
56240,6,7,<50
56241,14,16,<50
56243,3,3,<50
56244,2,2,<50
56245,4,4,<50
56248,4,4,<50
56251,1,1,<50
56252,6,7,<50
56253,2,2,<50
56255,2,2,<50
56256,5,6,<50
56257,5,7,<50
56258,30,32,<50
56260,1,1,<50
56262,1,1,<50
56263,1,1,<50
56264,5,6,<50
56265,15,15,<50
56266,5,5,<50
56267,8,9,<50
56270,6,7,<50
56271,4,4,<50
56273,13,13,<50
56274,2,3,<50
56276,1,2,<50
56277,10,12,<50
56278,6,6,<50
56279,8,8,<50
56280,2,2,<50
56281,2,2,<50
56282,2,2,<50
56283,20,23,<50
56284,10,11,<50
56285,3,5,<50
56288,15,15,<50
56289,1,1,<50
56291,2,2,<50
56292,1,1,<50
56293,4,4,<50
56295,2,2,<50
56296,8,9,<50
56297,2,2,<50
56301,76,83,50-99
56302,1,1,<50
56303,80,85,50-99
56304,56,59,50-99
56307,7,7,<50
56308,66,69,50-99
56309,5,5,<50
56310,7,7,<50
56311,2,2,<50
56312,3,3,<50
56314,4,4,<50
56315,4,6,<50
56316,3,3,<50
56318,4,5,<50
56319,5,6,<50
56320,20,22,<50
56324,3,4,<50
56325,1,1,<50
56326,5,5,<50
56327,1,1,<50
56329,13,14,<50
56330,4,4,<50
56331,5,5,<50
56332,5,5,<50
56334,16,17,<50
56335,1,1,<50
56336,6,6,<50
56338,4,5,<50
56339,5,5,<50
