center_code,organ,n_candidates,organ_label,center_type,optn_region,center_name,city,state,zip,country,lon,lat,location_source
KYUK,LI,1649,Liver,TX1,11,University of Kentucky Medical Center,Lexington,KY,40536,USA,-84.50785551881332,38.029042,zip_zcta
KYUK,LU,480,Lung,TX1,11,University of Kentucky Medical Center,Lexington,KY,40536,USA,-84.50785551881332,38.029042,zip_zcta
LACH,KI,196,Kidney,TX1,3,Children's Hospital,New Orleans,LA,70118,USA,-90.12666882601852,29.944963,zip_zcta
LACH,LI,5,Liver,TX1,3,Children's Hospital,New Orleans,LA,70118,USA,-90.12666882601852,29.944963,zip_zcta
LAMC,KI,162,Kidney,TX1,3,University Medical Center,Lafayette,LA,70506,USA,-92.08516401620872,30.191679,zip_zcta
LAOF,HR,820,Heart,TX1,3,Ochsner Foundation Hospital,New Orleans,LA,70121,USA,-90.15848044367557,29.957620499999997,zip_zcta
LAOF,KI,5663,Kidney,TX1,3,Ochsner Foundation Hospital,New Orleans,LA,70121,USA,-90.15848044367557,29.957620499999997,zip_zcta
LAOF,LI,3562,Liver,TX1,3,Ochsner Foundation Hospital,New Orleans,LA,70121,USA,-90.15848044367557,29.957620499999997,zip_zcta
LAOF,LU,356,Lung,TX1,3,Ochsner Foundation Hospital,New Orleans,LA,70121,USA,-90.15848044367557,29.957620499999997,zip_zcta
LASB,LI,1,Liver,TX1,3,Lindy Boggs Medical Center,New Orleans,LA,70119,USA,-90.09165069440479,29.9730635,zip_zcta
LATU,HR,50,Heart,TX1,3,Tulane Medical Center,Metairie,LA,70006,USA,-90.19147653482338,30.014565,zip_zcta
LATU,KI,3692,Kidney,TX1,3,Tulane Medical Center,Metairie,LA,70006,USA,-90.19147653482338,30.014565,zip_zcta
LATU,LI,643,Liver,TX1,3,Tulane Medical Center,Metairie,LA,70006,USA,-90.19147653482338,30.014565,zip_zcta
LAWK,HR,1,Heart,TX1,3,Willis-Knighton Medical Center,Shreveport,LA,71103,USA,-93.76822416577684,32.4918585,zip_zcta
LAWK,KI,1726,Kidney,TX1,3,Willis-Knighton Medical Center,Shreveport,LA,71103,USA,-93.76822416577684,32.4918585,zip_zcta
LAWK,LI,413,Liver,TX1,3,Willis-Knighton Medical Center,Shreveport,LA,71103,USA,-93.76822416577684,32.4918585,zip_zcta
MABI,HR,22,Heart,TX1,1,Beth Israel Deaconess Medical Center,Boston,MA,02215,USA,-71.09853393356835,42.3450585,zip_zcta
MABI,KI,2012,Kidney,TX1,1,Beth Israel Deaconess Medical Center,Boston,MA,02215,USA,-71.09853393356835,42.3450585,zip_zcta
MABI,LI,1428,Liver,TX1,1,Beth Israel Deaconess Medical Center,Boston,MA,02215,USA,-71.09853393356835,42.3450585,zip_zcta
MABS,KI,1008,Kidney,TX1,1,Baystate Medical Center,Springfield,MA,01199,USA,-72.54,42.12,city_state
MABU,KI,1359,Kidney,TX1,1,Boston Medical Center,Boston,MA,02118,USA,-71.0711747446289,42.3367115,zip_zcta
MACH,HR,318,Heart,TX1,1,Boston Children's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MACH,KI,450,Kidney,TX1,1,Boston Children's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MACH,LI,308,Liver,TX1,1,Boston Children's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MACH,LU,141,Lung,TX1,1,Boston Children's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MAMG,HR,689,Heart,TX1,1,Massachusetts General Hospital,Boston,MA,02114,USA,-71.06560941295137,42.362652,zip_zcta
MAMG,KI,4849,Kidney,TX1,1,Massachusetts General Hospital,Boston,MA,02114,USA,-71.06560941295137,42.362652,zip_zcta
MAMG,LI,2591,Liver,TX1,1,Massachusetts General Hospital,Boston,MA,02114,USA,-71.06560941295137,42.362652,zip_zcta
MAMG,LU,474,Lung,TX1,1,Massachusetts General Hospital,Boston,MA,02114,USA,-71.06560941295137,42.362652,zip_zcta
MANM,HR,865,Heart,TX1,1,Tufts Medical Center,Boston,MA,02111,USA,-71.05988265669612,42.350496500000006,zip_zcta
MANM,KI,1200,Kidney,TX1,1,Tufts Medical Center,Boston,MA,02111,USA,-71.05988265669612,42.350496500000006,zip_zcta
MANM,LI,214,Liver,TX1,1,Tufts Medical Center,Boston,MA,02111,USA,-71.05988265669612,42.350496500000006,zip_zcta
MAPB,HR,560,Heart,TX1,1,Brigham and Women's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MAPB,KI,2157,Kidney,TX1,1,Brigham and Women's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MAPB,LU,925,Lung,TX1,1,Brigham and Women's Hospital,Boston,MA,02115,USA,-71.08777902719528,42.341844,zip_zcta
MAUM,KI,1820,Kidney,TX1,1,UMass Memorial Medical Center,Worcester,MA,01655,USA,-71.81,42.27,city_state
MAUM,LI,1961,Liver,TX1,1,UMass Memorial Medical Center,Worcester,MA,01655,USA,-71.81,42.27,city_state
MDJH,HR,563,Heart,TX1,2,Johns Hopkins Hospital,Baltimore,MD,21287,USA,-76.58810741850829,39.299172999999996,zip_zcta
MDJH,KI,7474,Kidney,TX1,2,Johns Hopkins Hospital,Baltimore,MD,21287,USA,-76.58810741850829,39.299172999999996,zip_zcta
MDJH,LI,2962,Liver,TX1,2,Johns Hopkins Hospital,Baltimore,MD,21287,USA,-76.58810741850829,39.299172999999996,zip_zcta
MDJH,LU,516,Lung,TX1,2,Johns Hopkins Hospital,Baltimore,MD,21287,USA,-76.58810741850829,39.299172999999996,zip_zcta
MDNI,KI,45,Kidney,TX1,2,Warren Grant Magnuson Clinical Center/National Institutes of Health,Bethesda,MD,20892,USA,-77.10374323602271,39.000608,zip_zcta
MDUM,HR,609,Heart,TX1,2,University of Maryland Medical System,Baltimore,MD,21201,USA,-76.62384513023139,39.295390499999996,zip_zcta
MDUM,KI,7039,Kidney,TX1,2,University of Maryland Medical System,Baltimore,MD,21201,USA,-76.62384513023139,39.295390499999996,zip_zcta
MDUM,LI,2899,Liver,TX1,2,University of Maryland Medical System,Baltimore,MD,21201,USA,-76.62384513023139,39.295390499999996,zip_zcta
MDUM,LU,654,Lung,TX1,2,University of Maryland Medical System,Baltimore,MD,21201,USA,-76.62384513023139,39.295390499999996,zip_zcta
MEMC,KI,1276,Kidney,TX1,1,Maine Medical Center,Portland,ME,04102,USA,-70.30849724941392,43.662769,zip_zcta
MIBH,KI,2444,Kidney,TX1,10,Corewell Health William Beaumont University Hospital,Royal Oak,MI,48073,USA,-83.16489525902179,42.5227595,zip_zcta
MIBH,LI,553,Liver,TX1,10,Corewell Health William Beaumont University Hospital,Royal Oak,MI,48073,USA,-83.16489525902179,42.5227595,zip_zcta
MICH,HR,115,Heart,TX1,10,Children's Hospital of Michigan,Detroit,MI,48201,USA,-83.05953240479478,42.347187500000004,zip_zcta
MICH,KI,156,Kidney,TX1,10,Children's Hospital of Michigan,Detroit,MI,48201,USA,-83.05953240479478,42.347187500000004,zip_zcta
MICH,LI,35,Liver,TX1,10,Children's Hospital of Michigan,Detroit,MI,48201,USA,-83.05953240479478,42.347187500000004,zip_zcta
MIDV,KI,89,Kidney,TX1,10,Corewell Health Helen DeVos Children's Hospital,Grand Rapids,MI,49503,USA,-85.66837024923885,42.95302,zip_zcta
MIHF,HR,466,Heart,TX1,10,Henry Ford Hospital,Detroit,MI,48202,USA,-83.07831957950376,42.375068999999996,zip_zcta
MIHF,KI,3588,Kidney,TX1,10,Henry Ford Hospital,Detroit,MI,48202,USA,-83.07831957950376,42.375068999999996,zip_zcta
MIHF,LI,2747,Liver,TX1,10,Henry Ford Hospital,Detroit,MI,48202,USA,-83.07831957950376,42.375068999999996,zip_zcta
MIHF,LU,571,Lung,TX1,10,Henry Ford Hospital,Detroit,MI,48202,USA,-83.07831957950376,42.375068999999996,zip_zcta
MIHH,KI,957,Kidney,TX1,10,Harper University Hospital Detroit Medical Center,Detroit,MI,48201,USA,-83.05953240479478,42.347187500000004,zip_zcta
MIHM,KI,83,Kidney,TX1,10,Hurley Medical Center,Flint,MI,48503,USA,-83.65756978427669,43.0119655,zip_zcta
MISH,HR,352,Heart,TX1,10,Corewell Health Grand Rapids Hospitals,Grand Rapids,MI,49503,USA,-85.66837024923885,42.95302,zip_zcta
MISH,LU,414,Lung,TX1,10,Corewell Health Grand Rapids Hospitals,Grand Rapids,MI,49503,USA,-85.66837024923885,42.95302,zip_zcta
MISJ,KI,1528,Kidney,TX1,10,Ascension St. John Hospital,Detroit,MI,48236,USA,-82.89856107135151,42.4224495,zip_zcta
MISM,KI,2578,Kidney,TX1,10,Mercy Health Saint Mary's,Grand Rapids,MI,49503,USA,-85.66837024923885,42.95302,zip_zcta
MIUM,HR,1052,Heart,TX1,10,University of Michigan Medical Center,Ann Arbor,MI,48109,USA,-83.74537796271892,42.266654,zip_zcta
MIUM,KI,7131,Kidney,TX1,10,University of Michigan Medical Center,Ann Arbor,MI,48109,USA,-83.74537796271892,42.266654,zip_zcta
MIUM,LI,2100,Liver,TX1,10,University of Michigan Medical Center,Ann Arbor,MI,48109,USA,-83.74537796271892,42.266654,zip_zcta
MIUM,LU,748,Lung,TX1,10,University of Michigan Medical Center,Ann Arbor,MI,48109,USA,-83.74537796271892,42.266654,zip_zcta
MNAC,HR,21,Heart,TX1,7,Univ of MN Amplatz Children's Hosp,Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MNAC,KI,42,Kidney,TX1,7,Univ of MN Amplatz Children's Hosp,Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MNAC,LI,24,Liver,TX1,7,Univ of MN Amplatz Children's Hosp,Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MNAN,HR,292,Heart,TX1,7,Abbott Northwestern Hospital,Minneapolis,MN,55407,USA,-93.25269969448757,44.9350385,zip_zcta
MNAN,KI,1012,Kidney,TX1,7,Abbott Northwestern Hospital,Minneapolis,MN,55407,USA,-93.25269969448757,44.9350385,zip_zcta
MNCM,HR,45,Heart,TX1,7,Children's Minnesota,Minneapolis,MN,55404,USA,-93.25630786483987,44.963558000000006,zip_zcta
MNHC,KI,1701,Kidney,TX1,7,Hennepin County Medical Center,Minneapolis,MN,55415,USA,-93.25816463824373,44.9742535,zip_zcta
MNMC,HR,980,Heart,TX1,7,Mayo Clinic Hospital Minnesota,Rochester,MN,55902,USA,-92.51361502100556,43.96266,zip_zcta
MNMC,KI,6090,Kidney,TX1,7,Mayo Clinic Hospital Minnesota,Rochester,MN,55902,USA,-92.51361502100556,43.96266,zip_zcta
MNMC,LI,3153,Liver,TX1,7,Mayo Clinic Hospital Minnesota,Rochester,MN,55902,USA,-92.51361502100556,43.96266,zip_zcta
MNMC,LU,486,Lung,TX1,7,Mayo Clinic Hospital Minnesota,Rochester,MN,55902,USA,-92.51361502100556,43.96266,zip_zcta
MNUM,HR,789,Heart,TX1,7,"University of Minnesota Medical Center, Fairview",Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MNUM,KI,4853,Kidney,TX1,7,"University of Minnesota Medical Center, Fairview",Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MNUM,LI,2239,Liver,TX1,7,"University of Minnesota Medical Center, Fairview",Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MNUM,LU,779,Lung,TX1,7,"University of Minnesota Medical Center, Fairview",Minneapolis,MN,55454,USA,-93.24636642111932,44.9726845,zip_zcta
MOBH,HR,901,Heart,TX1,8,Barnes-Jewish Hospital,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOBH,KI,6363,Kidney,TX1,8,Barnes-Jewish Hospital,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOBH,LI,2530,Liver,TX1,8,Barnes-Jewish Hospital,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOBH,LU,1345,Lung,TX1,8,Barnes-Jewish Hospital,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOCG,HR,61,Heart,TX1,8,Cardinal Glennon Children's Hospital,St. Louis,MO,63104,USA,-90.21223682791668,38.607637499999996,zip_zcta
MOCG,KI,105,Kidney,TX1,8,Cardinal Glennon Children's Hospital,St. Louis,MO,63104,USA,-90.21223682791668,38.607637499999996,zip_zcta
MOCG,LI,47,Liver,TX1,8,Cardinal Glennon Children's Hospital,St. Louis,MO,63104,USA,-90.21223682791668,38.607637499999996,zip_zcta
MOCH,HR,491,Heart,TX1,8,St. Louis Children's Hospital at Washington University Medical Center,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOCH,KI,180,Kidney,TX1,8,St. Louis Children's Hospital at Washington University Medical Center,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOCH,LI,302,Liver,TX1,8,St. Louis Children's Hospital at Washington University Medical Center,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOCH,LU,248,Lung,TX1,8,St. Louis Children's Hospital at Washington University Medical Center,St. Louis,MO,63110,USA,-90.26222164152821,38.6248335,zip_zcta
MOCM,HR,84,Heart,TX1,8,Children's Mercy Hospital,Kansas City,MO,64108,USA,-94.58434238608109,39.08397150488625,zip_zcta
MOCM,KI,327,Kidney,TX1,8,Children's Mercy Hospital,Kansas City,MO,64108,USA,-94.58434238608109,39.08397150488625,zip_zcta
MOCM,LI,149,Liver,TX1,8,Children's Mercy Hospital,Kansas City,MO,64108,USA,-94.58434238608109,39.08397150488625,zip_zcta
MOLH,HR,814,Heart,TX1,8,St Luke's Hospital of Kansas City,Kansas City,MO,64111,USA,-94.59414246581522,39.055869691576746,zip_zcta
MOLH,KI,1878,Kidney,TX1,8,St Luke's Hospital of Kansas City,Kansas City,MO,64111,USA,-94.59414246581522,39.055869691576746,zip_zcta
MOLH,LI,296,Liver,TX1,8,St Luke's Hospital of Kansas City,Kansas City,MO,64111,USA,-94.59414246581522,39.055869691576746,zip_zcta
MORH,KI,1780,Kidney,TX1,8,Research Medical Center,Kansas City,MO,64132,USA,-94.54361981752432,38.9842565,zip_zcta
MOSL,HR,8,Heart,TX1,8,SSM Health Saint Louis University Hospital,St. Louis,MO,63104,USA,-90.21223682791668,38.607637499999996,zip_zcta
MOSL,KI,1856,Kidney,TX1,8,SSM Health Saint Louis University Hospital,St. Louis,MO,63104,USA,-90.21223682791668,38.607637499999996,zip_zcta
MOSL,LI,1024,Liver,TX1,8,SSM Health Saint Louis University Hospital,St. Louis,MO,63104,USA,-90.21223682791668,38.607637499999996,zip_zcta
MOUM,KI,738,Kidney,TX1,8,University of Missouri Hospital and Clinics,Columbia,MO,65201,USA,-92.23997759133144,38.885624,zip_zcta
MSUM,HR,309,Heart,TX1,3,University of Mississippi Medical Center,Jackson,MS,39216,USA,-90.16310118361032,32.336241,zip_zcta
MSUM,KI,3795,Kidney,TX1,3,University of Mississippi Medical Center,Jackson,MS,39216,USA,-90.16310118361032,32.336241,zip_zcta
MSUM,LI,547,Liver,TX1,3,University of Mississippi Medical Center,Jackson,MS,39216,USA,-90.16310118361032,32.336241,zip_zcta
NCBG,HR,209,Heart,TX1,11,Wake Forest Baptist Medical Center,Winston-Salem,NC,27157,USA,-80.26,36.1,city_state
NCBG,KI,5245,Kidney,TX1,11,Wake Forest Baptist Medical Center,Winston-Salem,NC,27157,USA,-80.26,36.1,city_state
NCCM,HR,763,Heart,TX1,11,Carolinas Medical Center,Charlotte,NC,28203,USA,-80.85848920250663,35.208923,zip_zcta
NCCM,KI,4764,Kidney,TX1,11,Carolinas Medical Center,Charlotte,NC,28203,USA,-80.85848920250663,35.208923,zip_zcta
NCCM,LI,1649,Liver,TX1,11,Carolinas Medical Center,Charlotte,NC,28203,USA,-80.85848920250663,35.208923,zip_zcta
NCDU,HR,1851,Heart,TX1,11,Duke University Hospital,Durham,NC,27710,USA,-78.91,35.98,city_state
NCDU,KI,5034,Kidney,TX1,11,Duke University Hospital,Durham,NC,27710,USA,-78.91,35.98,city_state
NCDU,LI,1903,Liver,TX1,11,Duke University Hospital,Durham,NC,27710,USA,-78.91,35.98,city_state
NCDU,LU,1942,Lung,TX1,11,Duke University Hospital,Durham,NC,27710,USA,-78.91,35.98,city_state
NCEC,KI,2692,Kidney,TX1,11,ECU Health Medical Center,Greenville,NC,27834,USA,-77.43305481028347,35.6705985,zip_zcta
NCMH,HR,406,Heart,TX1,11,University of North Carolina Hospitals,Chapel Hill,NC,27514,USA,-79.0389833289087,35.96804,zip_zcta
NCMH,KI,4280,Kidney,TX1,11,University of North Carolina Hospitals,Chapel Hill,NC,27514,USA,-79.0389833289087,35.96804,zip_zcta
NCMH,LI,1229,Liver,TX1,11,University of North Carolina Hospitals,Chapel Hill,NC,27514,USA,-79.0389833289087,35.96804,zip_zcta
NCMH,LU,271,Lung,TX1,11,University of North Carolina Hospitals,Chapel Hill,NC,27514,USA,-79.0389833289087,35.96804,zip_zcta
NDMC,KI,536,Kidney,TX1,7,Sanford Bismarck Medical Center,Bismarck,ND,58501,USA,-100.71525562645063,46.81607150000001,zip_zcta
NDSL,KI,582,Kidney,TX1,7,Sanford Medical Center Fargo,Fargo,ND,58122,USA,-96.82,46.88,city_state
NEBM,HR,6,Heart,TX1,8,BryanLGH Medical Center East,Lincoln,NE,68506,USA,-96.63942660256518,40.782135499999995,zip_zcta
NECH,HR,51,Heart,TX1,8,Children’s Nebraska,Omaha,NE,68114,USA,-96.05007670749426,41.261468,zip_zcta
NEUN,HR,703,Heart,TX1,8,The Nebraska Medical Center,Omaha,NE,68105,USA,-95.96412560633843,41.240508000000005,zip_zcta
NEUN,KI,3476,Kidney,TX1,8,The Nebraska Medical Center,Omaha,NE,68105,USA,-95.96412560633843,41.240508000000005,zip_zcta
NEUN,LI,2630,Liver,TX1,8,The Nebraska Medical Center,Omaha,NE,68105,USA,-95.96412560633843,41.240508000000005,zip_zcta
NEUN,LU,79,Lung,TX1,8,The Nebraska Medical Center,Omaha,NE,68105,USA,-95.96412560633843,41.240508000000005,zip_zcta
NJBI,HR,919,Heart,TX1,2,Newark Beth Israel Medical Center,Newark,NJ,07112,USA,-74.20899081928314,40.711193,zip_zcta
NJBI,KI,1152,Kidney,TX1,2,Newark Beth Israel Medical Center,Newark,NJ,07112,USA,-74.20899081928314,40.711193,zip_zcta
NJBI,LU,252,Lung,TX1,2,Newark Beth Israel Medical Center,Newark,NJ,07112,USA,-74.20899081928314,40.711193,zip_zcta
NJHK,KI,2992,Kidney,TX1,2,Hackensack University Medical Center,Hackensack,NJ,07601,USA,-74.04942997486546,40.885666,zip_zcta
NJLL,KI,1885,Kidney,TX1,2,Virtua Our Lady of Lourdes Hospital,Camden,NJ,08103,USA,-75.11136047926789,39.934133,zip_zcta
NJLL,LI,611,Liver,TX1,2,Virtua Our Lady of Lourdes Hospital,Camden,NJ,08103,USA,-75.11136047926789,39.934133,zip_zcta
NJRW,HR,250,Heart,TX1,2,Robert Wood Johnson University Hospital,New Brunswick,NJ,08901,USA,-74.44490972645981,40.4839595,zip_zcta
NJRW,KI,3084,Kidney,TX1,2,Robert Wood Johnson University Hospital,New Brunswick,NJ,08901,USA,-74.44490972645981,40.4839595,zip_zcta
NJSB,KI,9619,Kidney,TX1,2,Saint Barnabas Medical Center,Livingston,NJ,07039,USA,-74.32896672197094,40.786395,zip_zcta
NJUH,KI,31,Kidney,TX1,2,University Hospital,Newark,NJ,07103,USA,-74.19665425575899,40.738675,zip_zcta
NJUH,LI,1373,Liver,TX1,2,University Hospital,Newark,NJ,07103,USA,-74.19665425575899,40.738675,zip_zcta
NMAQ,KI,1281,Kidney,TX1,5,"University Hospital, University of New Mexico Health Sciences Center",Albuquerque,NM,87106,USA,-106.60988176128174,35.0267845,zip_zcta
NMPH,KI,1397,Kidney,TX1,5,Presbyterian Hospital,Albuquerque,NM,87106,USA,-106.60988176128174,35.0267845,zip_zcta
NVHH,KI,130,Kidney,TX1,5,Sunrise Hospital and Medical Center,Las Vegas,NV,89109,USA,-115.16996365092696,36.1182175,zip_zcta
NVUM,KI,2219,Kidney,TX1,5,University Medical Center of Southern Nevada,Las Vegas,NV,89102,USA,-115.19251305308946,36.142298999999994,zip_zcta
NYAM,HR,16,Heart,TX1,9,Albany Medical Center Hospital,Albany,NY,12208,USA,-73.80455464016589,42.653400000000005,zip_zcta
NYAM,KI,1685,Kidney,TX1,9,Albany Medical Center Hospital,Albany,NY,12208,USA,-73.80455464016589,42.653400000000005,zip_zcta
NYBU,KI,546,Kidney,TX1,9,Buffalo General Hospital/ Children's Hospital,Buffalo,NY,14203,USA,-78.87550551226634,42.8662645,zip_zcta
NYCC,KI,91,Kidney,TX1,9,Long Island Jewish Medical Center-Cohen Children's Medical Center,Queens,NY,11040,USA,-73.68057155031696,40.747297,zip_zcta
NYCP,HR,2169,Heart,TX1,9,NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,NY,10032,USA,-73.94180329161004,40.8402175,zip_zcta
NYCP,KI,6090,Kidney,TX1,9,NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,NY,10032,USA,-73.94180329161004,40.8402175,zip_zcta
NYCP,LI,2942,Liver,TX1,9,NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,NY,10032,USA,-73.94180329161004,40.8402175,zip_zcta
NYCP,LU,1677,Lung,TX1,9,NY Presbyterian Hospital/Columbia Univ. Medical Center,New York,NY,10032,USA,-73.94180329161004,40.8402175,zip_zcta
NYDS,KI,1984,Kidney,TX1,9,"State University of New York, Downstate Medical Center",Brooklyn,NY,11203,USA,-73.93365335945718,40.649279,zip_zcta
NYEC,KI,2494,Kidney,TX1,9,Erie County Medical Center,Buffalo,NY,14215,USA,-78.80702169473241,42.937912499999996,zip_zcta
NYFL,HR,514,Heart,TX1,9,"Strong Memorial Hospital, University of Rochester Medical Center",Rochester,NY,14642,USA,-77.62538786818727,43.1223095,zip_zcta
NYFL,KI,2341,Kidney,TX1,9,"Strong Memorial Hospital, University of Rochester Medical Center",Rochester,NY,14642,USA,-77.62538786818727,43.1223095,zip_zcta
NYFL,LI,2108,Liver,TX1,9,"Strong Memorial Hospital, University of Rochester Medical Center",Rochester,NY,14642,USA,-77.62538786818727,43.1223095,zip_zcta
NYMA,HR,724,Heart,TX1,9,Montefiore Medical Center,Bronx,NY,10467,USA,-73.87185587161667,40.8762625,zip_zcta
NYMA,KI,5160,Kidney,TX1,9,Montefiore Medical Center,Bronx,NY,10467,USA,-73.87185587161667,40.8762625,zip_zcta
NYMA,LI,1081,Liver,TX1,9,Montefiore Medical Center,Bronx,NY,10467,USA,-73.87185587161667,40.8762625,zip_zcta
NYMA,LU,251,Lung,TX1,9,Montefiore Medical Center,Bronx,NY,10467,USA,-73.87185587161667,40.8762625,zip_zcta
NYMS,HR,779,Heart,TX1,9,Mount Sinai Medical Center,New York,NY,10029,USA,-73.9489622139615,40.792026,zip_zcta
NYMS,KI,8968,Kidney,TX1,9,Mount Sinai Medical Center,New York,NY,10029,USA,-73.9489622139615,40.792026,zip_zcta
NYMS,LI,4571,Liver,TX1,9,Mount Sinai Medical Center,New York,NY,10029,USA,-73.9489622139615,40.792026,zip_zcta
NYMS,LU,112,Lung,TX1,9,Mount Sinai Medical Center,New York,NY,10029,USA,-73.9489622139615,40.792026,zip_zcta
NYNS,HR,167,Heart,TX1,9,North Shore University Hospital/Northwell Health,Manhasset,NY,11030,USA,-73.68900955022906,40.7940845,zip_zcta
NYNS,KI,2548,Kidney,TX1,9,North Shore University Hospital/Northwell Health,Manhasset,NY,11030,USA,-73.68900955022906,40.7940845,zip_zcta
NYNS,LI,305,Liver,TX1,9,North Shore University Hospital/Northwell Health,Manhasset,NY,11030,USA,-73.68900955022906,40.7940845,zip_zcta
NYNS,LU,40,Lung,TX1,9,North Shore University Hospital/Northwell Health,Manhasset,NY,11030,USA,-73.68900955022906,40.7940845,zip_zcta
NYNY,HR,35,Heart,TX1,9,New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,NY,10065,USA,-73.96191406280806,40.7643855,zip_zcta
NYNY,KI,7064,Kidney,TX1,9,New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,NY,10065,USA,-73.96191406280806,40.7643855,zip_zcta
NYNY,LI,864,Liver,TX1,9,New York-Presbyterian Hospital/Weill Cornell Medical Center,New York,NY,10065,USA,-73.96191406280806,40.7643855,zip_zcta
NYSB,KI,2029,Kidney,TX1,9,University Hospital of State University of New York at Stony Brook,Stony Brook,NY,11794,USA,-73.12487208378705,40.9192575,zip_zcta
NYSL,KI,360,Kidney,TX1,9,St. Luke's Roosevelt Hospital Center,New York,NY,10025,USA,-73.9677942276555,40.7988205,zip_zcta
NYUC,HR,411,Heart,TX1,9,NYU Langone Health,New York,NY,10016,USA,-73.97827673489513,40.7453875,zip_zcta
NYUC,KI,3570,Kidney,TX1,9,NYU Langone Health,New York,NY,10016,USA,-73.97827673489513,40.7453875,zip_zcta
NYUC,LI,1990,Liver,TX1,9,NYU Langone Health,New York,NY,10016,USA,-73.97827673489513,40.7453875,zip_zcta
NYUC,LU,346,Lung,TX1,9,NYU Langone Health,New York,NY,10016,USA,-73.97827673489513,40.7453875,zip_zcta
NYUM,KI,2043,Kidney,TX1,9,State University of New York Upstate Medical University,Syracuse,NY,13210,USA,-76.12666527916284,43.030198999999996,zip_zcta
NYVA,KI,291,Kidney,TX1,9,James J. Peters VA Medical Center,Bronx,NY,10468,USA,-73.89746851399532,40.869777,zip_zcta
NYWC,HR,503,Heart,TX1,9,Westchester Medical Center,Valhalla,NY,10595,USA,-73.77416837508608,41.0915515,zip_zcta
NYWC,KI,2328,Kidney,TX1,9,Westchester Medical Center,Valhalla,NY,10595,USA,-73.77416837508608,41.0915515,zip_zcta
NYWC,LI,1539,Liver,TX1,9,Westchester Medical Center,Valhalla,NY,10595,USA,-73.77416837508608,41.0915515,zip_zcta
OHAC,KI,207,Kidney,TX1,10,Akron City Hospital,Akron,OH,44309,USA,-81.52,41.08,city_state
OHCC,HR,1603,Heart,TX1,10,The Cleveland Clinic Foundation,Cleveland,OH,44195,USA,-81.68,41.48,city_state
OHCC,KI,5464,Kidney,TX1,10,The Cleveland Clinic Foundation,Cleveland,OH,44195,USA,-81.68,41.48,city_state
OHCC,LI,3867,Liver,TX1,10,The Cleveland Clinic Foundation,Cleveland,OH,44195,USA,-81.68,41.48,city_state
OHCC,LU,2456,Lung,TX1,10,The Cleveland Clinic Foundation,Cleveland,OH,44195,USA,-81.68,41.48,city_state
OHCH,HR,154,Heart,TX1,10,Nationwide Children's Hospital,Columbus,OH,43205,USA,-82.96301850776143,39.959103,zip_zcta
OHCH,KI,136,Kidney,TX1,10,Nationwide Children's Hospital,Columbus,OH,43205,USA,-82.96301850776143,39.959103,zip_zcta
OHCH,LI,32,Liver,TX1,10,Nationwide Children's Hospital,Columbus,OH,43205,USA,-82.96301850776143,39.959103,zip_zcta
OHCH,LU,59,Lung,TX1,10,Nationwide Children's Hospital,Columbus,OH,43205,USA,-82.96301850776143,39.959103,zip_zcta
OHCM,HR,243,Heart,TX1,11,Children's Hospital Medical Center,Cincinnati,OH,45229,USA,-84.48390204545848,39.155015500000005,zip_zcta
OHCM,KI,380,Kidney,TX1,11,Children's Hospital Medical Center,Cincinnati,OH,45229,USA,-84.48390204545848,39.155015500000005,zip_zcta
OHCM,LI,542,Liver,TX1,11,Children's Hospital Medical Center,Cincinnati,OH,45229,USA,-84.48390204545848,39.155015500000005,zip_zcta
OHCM,LU,42,Lung,TX1,11,Children's Hospital Medical Center,Cincinnati,OH,45229,USA,-84.48390204545848,39.155015500000005,zip_zcta
