center_code,organ,n_candidates,organ_label,center_type,optn_region,center_name,city,state,zip,country,lon,lat,location_source
UTPC,HR,232,Heart,TX1,5,Primary Children's Hospital,Salt Lake City,UT,84113,USA,-111.83313168796657,40.7622825,zip_zcta
UTPC,KI,241,Kidney,TX1,5,Primary Children's Hospital,Salt Lake City,UT,84113,USA,-111.83313168796657,40.7622825,zip_zcta
UTPC,LI,288,Liver,TX1,5,Primary Children's Hospital,Salt Lake City,UT,84113,USA,-111.83313168796657,40.7622825,zip_zcta
VACH,KI,93,Kidney,TX1,11,Children's Hospital of the King's Daughters,Norfolk,VA,23507,USA,-76.30517559749623,36.8647935,zip_zcta
VAFH,HR,718,Heart,TX1,2,Inova Fairfax Hospital,Falls Church,VA,22042,USA,-77.19515386457081,38.864097,zip_zcta
VAFH,KI,3350,Kidney,TX1,2,Inova Fairfax Hospital,Falls Church,VA,22042,USA,-77.19515386457081,38.864097,zip_zcta
VAFH,LI,53,Liver,TX1,2,Inova Fairfax Hospital,Falls Church,VA,22042,USA,-77.19515386457081,38.864097,zip_zcta
VAFH,LU,609,Lung,TX1,2,Inova Fairfax Hospital,Falls Church,VA,22042,USA,-77.19515386457081,38.864097,zip_zcta
VAHD,HR,7,Heart,TX1,11,Henrico Doctors' Hospital,Richmond,VA,23229,USA,-77.56416246173715,37.5937835,zip_zcta
VAHD,KI,1286,Kidney,TX1,11,Henrico Doctors' Hospital,Richmond,VA,23229,USA,-77.56416246173715,37.5937835,zip_zcta
VAMC,HR,622,Heart,TX1,11,"VCU Health System Authority, VCUMC",Richmond,VA,23298,USA,-77.42919511186565,37.542406,zip_zcta
VAMC,KI,6059,Kidney,TX1,11,"VCU Health System Authority, VCUMC",Richmond,VA,23298,USA,-77.42919511186565,37.542406,zip_zcta
VAMC,LI,2155,Liver,TX1,11,"VCU Health System Authority, VCUMC",Richmond,VA,23298,USA,-77.42919511186565,37.542406,zip_zcta
VAMC,LU,3,Lung,TX1,11,"VCU Health System Authority, VCUMC",Richmond,VA,23298,USA,-77.42919511186565,37.542406,zip_zcta
VAMV,HR,195,Heart,TX1,11,Hunter Holmes McGuire Veterans Administration Medical Center,Richmond,VA,23249,USA,-77.47,37.53,city_state
VANG,HR,447,Heart,TX1,11,Sentara Norfolk General Hospital,Norfolk,VA,23507,USA,-76.30517559749623,36.8647935,zip_zcta
VANG,KI,2949,Kidney,TX1,11,Sentara Norfolk General Hospital,Norfolk,VA,23507,USA,-76.30517559749623,36.8647935,zip_zcta
VAUV,HR,523,Heart,TX1,11,University of Virginia Health Sciences Center,Charlottesville,VA,22908,USA,-78.4960951729191,38.0311475,zip_zcta
VAUV,KI,4277,Kidney,TX1,11,University of Virginia Health Sciences Center,Charlottesville,VA,22908,USA,-78.4960951729191,38.0311475,zip_zcta
VAUV,LI,1962,Liver,TX1,11,University of Virginia Health Sciences Center,Charlottesville,VA,22908,USA,-78.4960951729191,38.0311475,zip_zcta
VAUV,LU,482,Lung,TX1,11,University of Virginia Health Sciences Center,Charlottesville,VA,22908,USA,-78.4960951729191,38.0311475,zip_zcta
VTMC,KI,668,Kidney,TX1,9,The University of Vermont Medical Center,Burlington,VT,05401,USA,-73.22822099199264,44.477070499999996,zip_zcta
WACH,HR,346,Heart,TX1,6,Seattle Children's Hospital,Seattle,WA,98105,USA,-122.26905122552034,47.660442,zip_zcta
WACH,KI,419,Kidney,TX1,6,Seattle Children's Hospital,Seattle,WA,98105,USA,-122.26905122552034,47.660442,zip_zcta
WACH,LI,344,Liver,TX1,6,Seattle Children's Hospital,Seattle,WA,98105,USA,-122.26905122552034,47.660442,zip_zcta
WASH,HR,292,Heart,TX1,6,Providence Sacred Heart Medical Center & Children's Hospital,Spokane,WA,99204,USA,-117.42805440537849,47.646578000000005,zip_zcta
WASH,KI,1420,Kidney,TX1,6,Providence Sacred Heart Medical Center & Children's Hospital,Spokane,WA,99204,USA,-117.42805440537849,47.646578000000005,zip_zcta
WASM,KI,2827,Kidney,TX1,6,Swedish Medical Center,Seattle,WA,98122,USA,-122.29236075257889,47.6106745,zip_zcta
WASM,LI,769,Liver,TX1,6,Swedish Medical Center,Seattle,WA,98122,USA,-122.29236075257889,47.6106745,zip_zcta
WAUW,HR,1003,Heart,TX1,6,University of Washington Medical Center,Seattle,WA,98195,USA,-122.30751994360485,47.654223,zip_zcta
WAUW,KI,3859,Kidney,TX1,6,University of Washington Medical Center,Seattle,WA,98195,USA,-122.30751994360485,47.654223,zip_zcta
WAUW,LI,2591,Liver,TX1,6,University of Washington Medical Center,Seattle,WA,98195,USA,-122.30751994360485,47.654223,zip_zcta
WAUW,LU,1168,Lung,TX1,6,University of Washington Medical Center,Seattle,WA,98195,USA,-122.30751994360485,47.654223,zip_zcta
WAVM,KI,2400,Kidney,TX1,6,Virginia Mason Medical Center,Seattle,WA,98111,USA,-122.35,47.62,city_state
WICH,HR,269,Heart,TX1,7,Children's Hospital of Wisconsin,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WICH,KI,161,Kidney,TX1,7,Children's Hospital of Wisconsin,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WICH,LI,167,Liver,TX1,7,Children's Hospital of Wisconsin,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WICH,LU,3,Lung,TX1,7,Children's Hospital of Wisconsin,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WISE,HR,276,Heart,TX1,7,Froedtert Memorial Lutheran Hospital,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WISE,KI,3748,Kidney,TX1,7,Froedtert Memorial Lutheran Hospital,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WISE,LI,1178,Liver,TX1,7,Froedtert Memorial Lutheran Hospital,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WISE,LU,177,Lung,TX1,7,Froedtert Memorial Lutheran Hospital,Milwaukee,WI,53226,USA,-88.04158747095855,43.0511505,zip_zcta
WISL,HR,706,Heart,TX1,7,Aurora St. Luke's Medical Center,Milwaukee,WI,53215,USA,-87.94229136121083,43.005360499999995,zip_zcta
WISL,KI,1784,Kidney,TX1,7,Aurora St. Luke's Medical Center,Milwaukee,WI,53215,USA,-87.94229136121083,43.005360499999995,zip_zcta
WISL,LI,931,Liver,TX1,7,Aurora St. Luke's Medical Center,Milwaukee,WI,53215,USA,-87.94229136121083,43.005360499999995,zip_zcta
WISL,LU,56,Lung,TX1,7,Aurora St. Luke's Medical Center,Milwaukee,WI,53215,USA,-87.94229136121083,43.005360499999995,zip_zcta
WIUW,HR,508,Heart,TX1,7,University of Wisconsin Hospital and Clinics,Madison,WI,53792,USA,-89.43044716299265,43.077614,zip_zcta
WIUW,KI,7297,Kidney,TX1,7,University of Wisconsin Hospital and Clinics,Madison,WI,53792,USA,-89.43044716299265,43.077614,zip_zcta
WIUW,LI,2570,Liver,TX1,7,University of Wisconsin Hospital and Clinics,Madison,WI,53792,USA,-89.43044716299265,43.077614,zip_zcta
WIUW,LU,656,Lung,TX1,7,University of Wisconsin Hospital and Clinics,Madison,WI,53792,USA,-89.43044716299265,43.077614,zip_zcta
WVCA,KI,1489,Kidney,TX1,2,Charleston Area Medical Center,Charleston,WV,25325,USA,-81.63,38.35,city_state
WVWU,HR,45,Heart,TX1,2,West Virginia University Hospitals Inc.,Morgantown,WV,26505,USA,-79.93617188931887,39.644053,zip_zcta
WVWU,KI,242,Kidney,TX1,2,West Virginia University Hospitals Inc.,Morgantown,WV,26505,USA,-79.93617188931887,39.644053,zip_zcta
