zip_id,zip
583,11719
584,28115
585,28625
586,27041
587,28607
588,28458
589,28379
590,99149
591,82224
592,93254
593,10007
594,26424
595,32464
596,74458
597,61112
598,97880
599,97846
600,97463
601,75630
602,30018
604,79505
605,35491
606,37756
607,61334
608,50040
609,95545
610,49808
611,49884
613,58006
614,79018
615,67862
616,83227
617,25913
618,66522
619,20551
620,75687
621,80813
622,10919
623,04259
624,93207
625,98548
626,80735
627,02876
628,36101
629,54629
630,98862
631,81141
632,38733
633,34487
634,32723
635,27562
636,08832
637,38389
638,40448
639,84716
640,52168
641,70397
642,23130
643,08544
644,89823
645,17887
646,92275
647,85236
648,44555
649,83414
650,04234
651,27202
652,13024
653,71497
654,59489
655,62852
656,60969
657,37929
658,15290
659,02762
660,32306
661,85026
662,83656
663,72615
664,40221
665,56525
666,33530
667,92161
668,85721
669,91371
670,83253
671,83215
672,04341
673,02823
675,15324
676,47420
677,36476
678,47021
679,76598
680,46789
681,27594
682,46045
683,28282
684,70457
685,15139
686,19506
687,15317
688,15370
689,15541
690,30507
691,30530
692,30457
693,30741
694,31308
695,31014
696,89123
697,48336
698,48614
699,07457
700,08243
701,08037
702,63670
703,64431
704,63050
705,65648
706,59011
707,59832
708,59736
709,98294
710,38305
711,38320
712,37190
713,38063
714,37885
715,37370
716,57625
717,57732
718,38472
719,60550
720,28086
721,62540
722,60512
723,42701
724,40744
725,44903
726,45011
727,41472
728,42642
729,42345
730,41093
731,53094
732,53023
733,45103
734,52773
735,50452
736,50322
737,52534
738,55448
739,56169
740,56186
741,55790
742,63957
743,58533
745,86322
746,85135
747,85381
748,86305
749,32333
750,33405
751,33774
752,32344
753,33444
754,46107
755,24328
756,24175
757,22551
758,23837
759,24651
760,19023
761,97141
762,18701
763,97624
764,38921
765,39479
766,38804
767,38632
768,32266
769,71949
770,72201
771,72653
772,72947
773,72839
774,74947
775,74727
776,73139
777,70510
778,70085
779,70655
780,70549
781,59927
782,87821
783,88424
784,13815
785,87357
786,79601
787,75570
788,78243
789,76661
790,79088
791,76305
792,78643
793,77474
794,75604
795,76945
796,35976
797,20105
798,22644
799,23316
800,24448
801,99111
802,35474
803,35504
804,25003
805,26354
806,25276
807,36579
808,25434
809,25526
810,77050
811,78676
812,94559
813,96047
814,93203
815,92705
816,93001
817,95448
818,93923
819,64166
820,90002
821,96032
822,96051
823,13032
824,92285
825,95032
826,75042
827,77016
828,76570
829,48063
830,48410
831,49659
832,51463
833,82009
834,82201
835,98283
836,24851
837,25951
838,95552
839,25639
840,03042
841,07831
842,07646
843,68601
844,68822
845,69201
846,68925
847,75633
848,85542
849,13365
850,93701
851,92139
852,51231
853,29687
854,29574
855,29128
856,29177
857,03070
858,71008
859,04474
860,98557
861,62963
862,35646
863,75760
864,76567
865,36303
866,35987
867,72183
868,92322
869,84744
870,84050
871,84663
872,15422
873,16475
874,71674
875,17016
878,35581
879,71330
880,17266
881,30521
884,60558
885,61730
886,95466
887,95549
888,75932
889,38948
890,39330
891,10974
892,12222
893,11421
895,68415
896,45111
897,45783
898,40461
899,40076
900,50671
901,21740
902,01506
903,21853
904,02646
905,97374
906,97063
907,97754
908,97520
909,85544
911,87581
912,24129
913,80524
914,81621
915,11558
916,81321
917,81201
918,14510
919,54149
920,54534
921,54627
922,51008
923,50432
924,17303
925,76372
926,80467
927,06414
928,06262
929,32360
930,55085
931,60153
932,66760
933,20892
934,28139
935,27379
936,27244
937,28326
938,27542
939,82839
940,12724
941,12007
942,16444
943,46796
944,32616
945,73019
946,60956
947,35540
948,97335
949,49837
952,82620
953,75928
954,77458
955,43510
956,42404
957,40941
958,95563
959,06883
960,85333
961,25512
962,44119
963,65726
964,83523
965,83442
966,83537
967,98822
968,20006
969,86018
970,62079
971,04910
972,04851
973,97342
974,44682
975,02863
976,17886
977,61316
978,15275
979,29409
980,59929
981,10540
982,50031
983,43047
984,08011
985,83553
986,16416
987,08217
988,84533
989,10979
990,05462
991,15615
992,42374
993,43525
994,02141
995,04489
996,36753
997,45119
998,60029
999,10279
1000,64433
1001,14854
1002,65688
1003,45815
1006,35249
1007,61433
1008,60113
1009,63155
1010,82218
1011,14130
1012,47437
1013,63467
1014,67476
1015,04969
1016,16654
1017,79832
1018,25943
1019,54946
1021,46922
1022,64765
1023,54857
1024,20896
1025,30724
1026,45739
1027,10170
1028,28355
1029,71066
1030,36908
1031,16441
1032,18848
1033,18634
1034,19490
1035,16049
1036,30121
1037,31833
1038,30549
1039,30643
1040,31036
1041,30816
1042,30004
1043,30531
1044,30413
1045,49938
1046,48437
1047,48509
1048,08629
1049,07860
1050,07702
1051,08805
1052,65775
1053,59079
1054,63820
1055,65550
1056,65786
1057,59859
1058,59479
1059,64601
1060,98290
1061,59447
1062,59727
1063,59052
1064,98586
1065,37871
1066,37015
1067,38237
1068,37887
1069,37338
1070,57760
1071,60472
1072,62536
1073,62946
1074,60632
1075,40311
1076,42141
1077,41651
1078,40374
1079,42445
1080,53203
1081,45616
1082,43605
1083,50101
1084,50325
1085,50278
1086,50520
1087,55921
1088,56151
1089,55424
1090,63555
1091,64740
1092,58431
1093,58725
1094,85623
1095,85938
1096,85639
1097,33445
1098,33069
1099,32512
1100,32060
1101,32435
1102,32949
1103,33158
1104,47165
1105,24588
1106,24528
1107,24333
1108,22214
1109,15620
1110,15021
1111,16833
1112,19017
1113,97420
1114,97391
1115,38922
1116,39746
1117,39367
1118,39641
1119,38873
1120,39653
1121,71801
1122,72046
1123,71635
1124,71838
1125,71652
1126,72753
1127,72854
1128,72126
1129,74403
1130,73641
1131,73560
1132,73179
1133,70047
1134,59318
1135,87007
1136,11709
1137,78801
1138,75681
1139,79501
1140,76854
1141,77033
1142,75652
1143,76431
1144,79033
1145,76384
1146,35173
1147,22967
1148,36265
1149,36585
1150,35951
1151,25915
1152,26624
1153,26342
1154,26261
1155,75167
1156,90706
1157,95428
1158,93306
1159,92697
1160,96003
1161,93257
1162,64018
1163,92350
1164,75833
1165,77031
1166,02351
1167,02726
1168,48370
1169,50591
1170,67674
1171,82414
1172,54923
1173,93550
1174,95219
1175,96013
1176,95309
1177,93283
1178,93453
1179,25193
1180,26147
1181,03060
1182,03825
1183,69354
1184,68456
1185,79370
1186,75975
1187,76442
1188,12758
1189,14504
1190,90604
1191,66531
1192,29003
1193,29654
1194,29853
1195,29526
1196,29810
1197,58621
1198,58225
1199,04097
1200,04766
1201,04468
1202,04289
1203,04952
1204,54405
1205,97910
1206,76182
1207,35115
1208,35550
1209,36475
1210,49707
1212,84313
1213,84525
1214,16172
1215,15617
1216,15313
1219,56281
1220,33323
1221,30669
1222,62882
1223,60465
1224,95631
1225,95528
1226,92617
1227,57785
1228,78133
1229,77443
1230,39269
1231,13438
1232,11944
1233,12473
1235,89043
1236,43403
1237,45848
1238,41171
1240,52801
1241,02025
1242,21901
1243,21012
1244,73487
1245,97810
1246,97051
1247,97486
1248,87710
1249,50465
1250,72028
1251,43350
1252,80746
1253,31714
1254,30229
1255,31320
1256,56321
1257,50454
1258,50523
1259,06783
1260,06422
1262,67340
1263,67559
1264,05050
1265,27526
1266,27258
1267,27370
1268,28906
1269,28653
1270,27878
1271,29338
1272,82322
1273,82637
1274,95451
1275,10308
1276,27306
1277,92662
1278,97108
1279,29056
1280,49443
1282,75930
1283,35645
1284,45866
1285,93262
1286,10931
1287,79080
1288,06258
1289,06264
1290,62672
1291,25918
1292,26280
1293,78062
1294,63962
1295,83217
1296,83314
1297,83465
1298,83402
1299,42638
1300,42463
1301,19901
1302,06350
1303,71328
1304,42130
1305,41121
1306,28359
1307,85191
1308,39633
1309,04929
1310,17099
1311,17951
1312,99171
1313,86445
1314,29589
1315,29724
1316,62059
1317,01720
1318,80732
1319,75962
1320,52701
1321,14853
1322,87064
1323,14027
1324,43940
1325,15640
1326,66742
1327,04417
1328,24474
1329,03873
1330,16682
1331,40964
1332,98416
1333,16228
1334,48440
1335,60939
1336,04271
1337,08032
1338,57245
1339,45893
1340,15922
1341,22908
1342,10153
1343,12784
1344,05073
1345,44861
1346,24855
1348,12438
1349,75429
1351,65320
1352,19511
1353,89001
1354,89085
1355,29225
1356,83637
1357,14026
1358,15962
1359,17253
1360,45435
1361,18081
1362,15361
1363,15492
1364,45721
1365,40020
1366,15123
1367,28102
1368,31034
1369,71230
1370,17566
1371,18980
1372,15864
1373,17102
1374,30161
1375,30224
1376,31558
1377,48084
1378,48127
1379,49866
1380,49935
1381,08540
1382,08330
1383,08608
1384,63701
1385,63383
1386,65401
1387,65084
1388,64451
1389,59840
1390,59069
1391,59645
1392,98223
1393,59762
1394,98841
1395,83856
1396,37172
1397,37643
1398,37738
1399,37804
1400,57257
1401,37051
1402,27948
1403,28173
1404,61834
1405,58032
1406,62896
1407,41031
1408,40165
1409,43302
1410,40336
1411,40536
1412,42347
1413,54022
1414,54801
1415,53820
1416,54527
1417,45330
1418,45050
1419,50029
1420,50273
1421,50034
1422,50609
1423,56467
1424,56113
1425,65453
1426,58045
1427,58757
1428,58775
1430,08023
1431,85546
1432,85610
1433,86039
1434,86338
1435,33603
1436,32347
1437,34677
1438,47977
1439,24054
1440,24586
1441,24085
1442,22815
1443,18936
1444,19121
1445,97457
1446,97123
1447,97402
1448,15754
1449,39437
1450,38917
1451,39039
1452,39574
1453,39063
1454,38850
1455,39170
1456,71923
1457,72834
1458,72740
1459,71653
1460,72020
1461,74701
1462,74002
1463,73080
1464,74735
1465,73663
1466,74136
1467,70656
1468,71282
1469,71006
1470,71469
1471,70777
1472,88049
1473,87045
1474,87013
1475,88401
1476,87020
1477,87026
1478,78610
1479,78043
1480,78832
1481,79935
1482,75949
1483,75903
1484,76645
1485,75605
1486,77435
1487,77575
1488,75925
1489,23510
1490,99224
1491,98541
1492,36323
1493,36251
1494,26884
1495,24954
1496,26241
1497,25701
1498,26033
1499,26456
1500,76433
1501,96007
1502,13421
1503,95521
1504,95404
1505,90405
1506,93561
1507,90270
1508,96034
1509,92648
1510,92371
1511,76940
1512,77430
1513,01056
1514,67003
1515,50420
1516,66523
1517,82835
1518,95435
1519,96050
1520,93527
1521,92116
1522,08824
1523,68667
1524,68380
1525,69121
1526,68588
1527,79908
1528,86005
1529,14094
1530,93664
1531,94707
1532,29645
1533,29661
1534,29161
1535,29031
1536,29323
1537,29178
1538,58238
1539,15555
1540,04414
1541,04415
1542,70653
1543,04430
1544,99371
1545,30751
1546,04050
1547,62379
1548,76856
1549,77868
1550,35045
1551,35633
1552,35563
1553,49738
1554,85535
1555,86401
1556,84737
1557,81324
1558,19070
1559,18046
1560,16950
1562,10075
1563,85360
1564,71419
1565,56389
1566,55607
1567,33786
1571,60476
1572,95458
1573,93920
1574,95538
1575,29628
1576,57773
1577,47236
1578,38961
1579,13676
1580,10039
1581,12901
1582,27360
1583,44149
1584,42544
1585,57432
1587,76687
1588,75943
1589,21610
1590,01740
1591,73739
1592,97386
1593,86435
1594,36353
1595,80241
1596,80127
1597,81230
1598,31556
1599,29439
1600,52644
1601,16821
1602,79769
1603,06098
1604,30639
1606,68321
1607,67416
1608,28570
1609,27858
1610,27608
1611,28365
1612,27504
1613,28658
1614,28694
1615,29544
1616,82649
1617,95317
1618,28438
1619,73435
1620,73070
1621,36524
1622,29834
1623,64849
1624,79324
1625,78950
1626,79239
1627,37332
1628,41731
1629,90716
1630,94158
1631,06417
1632,97014
1633,43468
1634,44874
1635,43018
1636,65286
1637,38503
1638,83211
1639,83835
1640,53940
1641,67346
1642,20052
1643,20057
1644,97416
1645,84534
1646,62256
1647,86535
1648,58074
1649,43325
1650,04449
1651,04461
1652,04478
1653,08741
1654,54841
1656,17080
1657,25911
1658,01003
1659,20515
1660,59351
1661,53939
1662,28617
1663,11439
1664,07820
1665,89409
1666,52562
1667,08329
1668,31704
1669,04286
1670,14721
1671,07844
1672,47965
1673,89017
1674,18962
1675,34729
1676,22725
1677,44815
1678,04354
1679,45876
1680,13455
1681,88042
1682,08353
1683,22957
1684,98811
1685,05439
1686,25051
1687,75270
1688,12933
1689,59930
1690,64101
1691,27861
1692,02350
1693,19535
1694,93943
1695,20889
1696,48862
1697,83349
1698,42759
1699,28424
1700,47986
1701,27555
1702,76267
1703,61258
1704,10152
1705,31084
1707,28755
1708,71212
1709,36310
1710,17888
1711,15642
1712,19033
1713,15560
1714,31750
1715,30024
1716,31076
1717,31549
1718,31537
1719,31324
1720,89445
1721,49319
1722,49892
1723,49746
1724,48188
1725,49722
1726,48146
1727,07001
1728,07847
1729,08270
1730,65682
1731,65251
1732,59920
1733,64507
1734,59261
1735,59327
1736,59601
1737,59870
1738,98422
1739,59019
1740,38002
1741,37090
1742,37830
1743,57117
1744,57745
1745,62025
1746,62336
1747,60088
1748,58017
1749,40351
1750,40353
1751,40065
1752,40069
1753,41129
1754,42276
1755,40958
1756,53066
1757,54747
1758,45701
1759,44890
1760,44663
1761,44026
1762,44301
1763,43837
1764,50439
1765,50476
1766,51562
1767,50529
1768,55316
1769,56236
1770,63935
1771,58636
1772,58031
1773,08751
1774,07720
1775,86001
1776,07939
1777,32456
1778,32043
1779,34974
1780,32455
1781,32424
1782,34289
1783,34233
1784,47401
1785,46705
1786,46250
1787,24574
1788,23231
1789,23882
1790,24360
1791,24084
1792,24370
1793,23944
1794,47958
1795,15466
1796,97148
1797,15476
1798,15006
1799,39401
1800,39565
1801,39361
1802,38768
1803,39740
1804,39325
1805,39041
1806,72064
1807,72638
1808,74721
1809,73022
1810,73852
1811,71269
1812,70435
1813,70754
1814,59055
1815,87037
1816,11520
1817,76513
1818,75645
1819,35023
1820,78602
1821,78249
1822,75647
1823,23221
1824,35180
1825,24273
1826,22580
1827,98856
1828,99362
1829,35772
1830,35443
1831,25524
1832,24739
1833,26301
1834,36266
1835,25755
1837,77488
1838,77833
1839,92082
1840,93235
1841,96048
1842,91108
1843,95490
1844,93728
1845,11004
1846,95340
1847,76690
1848,01960
1849,02129
1850,01144
1851,49887
1852,50104
1853,66736
1854,50623
1855,54441
1856,82601
1857,83101
1858,26411
1859,24920
1860,26287
1861,03452
1862,68342
1863,69337
1864,68821
1865,78389
1866,85550
1867,11249
1868,93581
1869,50154
1870,29706
1871,29657
1872,29440
1873,29646
1874,29817
1875,17771
1876,15644
1877,15925
1878,04257
1879,04742
1880,04605
1881,98537
1882,33472
1883,83501
1884,78722
1885,35978
1886,36467
1887,36748
1888,36032
1889,48750
1890,84032
1891,84784
1892,84647
1893,17970
1894,15379
1895,15831
1896,18219
1897,88052
1898,87101
1899,36453
1900,71433
1901,15634
1902,34228
1903,39870
1904,61439
1905,62523
1906,61411
1907,61321
1908,61625
1909,35572
1910,95548
1911,96122
1912,93513
1913,62090
1914,75560
1915,13642
1916,10034
1917,14527
1918,28650
1919,11020
1920,45767
1921,43070
1922,45854
1923,41567
1924,57470
1925,46048
1926,76853
1927,21804
1928,01564
1929,97739
1930,97918
1931,97037
1932,24165
1933,22044
1934,80424
1935,81303
1936,80459
1937,81648
1938,81334
1939,81505
1940,30605
1941,31822
1942,10923
1943,39885
1944,54542
1945,88065
1946,52071
1947,78943
1948,81635
1949,81023
1950,06035
1951,32567
1953,14029
1954,02916
1955,27539
1956,27603
1957,28146
1958,27819
1959,82727
1960,95941
1961,93621
1962,13324
1963,15060
1964,28770
1965,26366
1966,32214
1967,32087
1968,60557
1969,97345
1970,49848
1971,03033
1972,45358
1973,92140
1974,78401
1975,37450
1976,50634
1977,61371
1978,96084
1979,92239
1980,45354
1981,42133
1982,63934
1983,63742
1984,68362
1985,83302
1986,42061
1987,66622
1988,19966
1989,42217
1990,84779
1991,85734
1992,57660
1993,32768
1994,80266
1995,45160
1996,04346
1997,04760
1998,97825
1999,45699
2000,02858
2001,15674
2002,26586
2003,96117
2004,01375
2005,98336
2006,81326
2007,21105
2008,59322
2009,35632
2010,32511
2011,10171
2012,29364
2013,43117
2014,67073
2015,12864
2016,12987
2017,26074
2018,46170
2019,18820
2020,17730
2021,45423
2022,43077
2023,48434
2024,04226
2025,47445
2026,14557
2027,11424
2028,48874
2029,71242
2030,12190
2031,38070
2032,05442
2033,84138
2034,02462
2035,75884
2036,10165
2037,42328
2038,57197
2039,20408
2040,83631
2041,14802
2042,92364
2043,63850
2044,83839
2045,15416
2046,23160
2047,24327
2048,17232
2049,08039
2050,99124
2051,98164
2052,71428
2053,46778
2054,30539
2055,17815
2056,15055
2057,16947
2058,15501
2059,17751
2060,31546
2061,31217
2062,30474
2063,89131
2064,89419
2065,89820
2066,48307
2067,49014
2068,48034
2069,08317
2070,07604
2071,07662
2072,07027
2073,64772
2074,65746
2075,65793
2076,63109
2077,65466
2078,59018
2079,65243
2080,99180
2081,59721
2082,59871
2083,59845
2084,59460
2085,59024
2086,59088
2087,37379
2088,37725
2089,38254
2090,37167
2091,38261
2092,38059
2093,62094
2094,60010
2095,62959
2096,62521
2097,60469
2098,58654
2099,62537
2100,40741
2101,40831
2102,40361
2103,40359
2104,40155
2105,40383
2106,40380
2107,40360
2108,42066
2109,42103
2110,42210
2111,53588
2112,54656
2113,53553
2114,43056
2115,45807
2116,44661
2117,50577
2118,52315
2119,56014
2120,56055
2121,56345
2122,55008
2123,56127
2124,65542
2125,64145
2126,58040
2127,85250
2128,33056
2129,32097
2130,34748
2131,34235
2132,34432
2133,32948
2134,47553
2135,24112
2136,23430
2137,23821
2138,23868
2139,24318
2140,47448
2141,97023
2142,19012
2143,17876
2144,17064
2145,97630
2146,39108
2147,39443
2148,39208
2149,39192
2150,39044
2151,71958
2152,72223
2153,72846
2154,72160
2155,72528
2156,72112
2157,72352
2158,72644
2159,71631
2160,73055
2161,74601
2162,74003
2163,74745
2164,73003
2165,74723
2166,70441
2167,70661
2168,59820
2169,59434
2170,12866
2171,87416
2172,75169
2173,75109
2174,76825
2175,79720
2176,76088
2177,78957
2178,22305
2179,22213
2180,24614
2181,22923
2182,98354
2183,35674
2184,36064
2185,26452
2186,26283
2187,26149
2188,35121
2189,26155
2190,25286
2191,24901
2192,79510
2193,96023
2194,95033
2195,90038
2196,91046
2197,65281
2198,94018
2199,12010
2200,77204
2201,01022
2202,01063
2203,49788
2204,66227
2205,54177
2206,82633
2207,93510
2208,95968
2209,91906
2210,24726
2211,24844
2212,24966
2213,03865
2214,68874
2215,68520
2216,68982
2217,75851
2218,86303
2219,86406
2220,85941
2221,85332
2222,13367
2223,95726
2224,93545
2225,52163
2226,52652
2227,50069
2228,67049
2229,29540
2230,29322
2231,29335
2232,15443
2233,04280
2234,04654
2235,04462
2236,03910
2237,04928
2238,04541
2239,98207
2240,71254
2241,32046
2242,76520
2243,78631
2244,35634
2245,36010
2246,35773
2247,36420
2248,48233
2249,71864
2250,84021
2251,84307
2252,15078
2253,17568
2254,87047
2256,72052
2257,71051
2258,56681
2262,31503
2263,30678
2264,60974
2265,36075
2266,95971
2267,94525
2268,62362
2269,75202
2270,10511
2271,12308
2273,43909
2274,40057
2275,42408
2276,41073
2277,57264
2279,02744
2280,02357
2281,97361
2282,97828
2283,97413
2284,35112
2285,87512
2286,87412
2287,23423
2288,23507
2289,80439
2290,80820
2291,80603
2292,81130
2293,31568
2294,13641
2295,30560
2296,87023
2297,50620
2298,06751
2299,81416
2300,81140
2301,06061
2302,11942
2303,07717
2304,20710
2305,28659
2306,28433
2307,28025
2308,28551
2309,27831
2310,27822
2311,10528
2312,11224
2313,15680
2314,47388
2315,98376
2316,25186
2317,73031
2318,60165
2319,62046
2320,97429
2321,76453
2322,79738
2323,85927
2324,95419
2325,91125
2326,06353
2327,50649
2328,61731
2329,86335
2330,26377
2331,43541
2332,44639
2333,76439
2334,83333
2335,83549
2336,98288
2337,26544
2338,68330
2339,20415
2340,70431
2341,45782
2342,80530
2343,20763
2344,04975
2345,15777
2346,97450
2347,98565
2348,15421
2349,26055
2350,95676
2351,98505
2352,80468
2353,21250
2354,39635
2355,81155
2356,20591
2357,84719
2358,50831
2359,44619
2360,03086
2361,43530
2362,50145
2363,67232
2364,49084
2365,22472
2366,81129
2367,03768
2368,73746
2369,45172
2370,04762
2371,44274
2372,80473
2373,80428
2374,15847
2375,10168
2376,71359
2377,51340
2378,61027
2379,31333
2380,74171
2381,05731
2382,15444
2383,76466
2385,14707
2386,16332
2387,02205
2388,72035
2389,97434
2390,32959
2391,53127
2392,27841
2393,40526
2394,28042
2395,79066
2396,11549
2397,77976
2398,51578
2399,46302
2400,31753
2401,65675
2402,46345
2403,63824
2404,47853
2405,49063
2406,35959
2407,15531
2408,15424
2409,17315
2410,15717
2411,16872
2412,31092
2413,30458
2414,30673
2415,39828
2416,89040
2417,48184
2418,49920
2419,49915
2420,49010
2421,08840
2422,07073
2423,65010
2424,59337
2425,65802
2426,59047
2427,64108
2428,65066
2429,59301
2430,59410
2431,98577
2432,59345
2433,59319
2434,59344
2435,59911
2436,98801
2437,59022
2438,99156
2439,99344
2440,37179
2441,38040
2442,37854
2443,38381
2444,38577
2445,37309
2446,38345
2447,60021
2448,62924
2449,61548
2450,40342
2451,42003
2452,40437
2453,42056
2454,40356
2455,44660
2456,40769
2457,41729
2458,54174
2459,53099
2460,53176
2461,45690
2462,44654
2463,44127
2464,45121
2465,43222
2466,45469
2467,50223
2468,56464
2469,55433
2470,55155
2471,65806
2472,58792
2473,58313
2474,85925
2475,86327
2476,86337
2477,33548
2478,33101
2479,33841
2480,32835
2481,47501
2482,47036
2483,24502
2484,23002
2485,24230
2486,97355
2487,18440
2488,16915
2489,15429
2490,19453
2491,97530
2492,39301
2493,39365
2494,39047
2495,38680
2496,39661
2497,71655
2498,72104
2499,72335
2500,71646
2501,71858
2502,72704
2503,72110
2504,72150
2505,74437
2506,74854
2507,74944
2508,74338
2509,74547
2510,70791
2511,71435
2512,70342
2513,88317
2514,88061
2515,87901
2516,87510
2517,88220
2518,87701
2519,75428
2520,78582
2521,78852
2522,75460
2523,75662
2524,75119
2525,77354
2526,36042
2527,78102
2528,75446
2529,75980
2530,23089
2531,22835
2532,36925
2533,35555
2534,35901
2535,25801
2536,25637
2537,26833
2538,25570
2539,26651
2540,36866
2542,90001
2543,92679
2544,95322
