zip_id,zip,x,y
62,55923,-92.185719789121,43.8476015
63,55003,-92.7810940239757,45.006714
64,55962,-91.8491641408888,43.755871
65,64137,-94.5438337517206,38.9316545
66,58481,-98.3861246894811,46.9144765
69,07311,-74.0307471855856,40.719429
70,08863,-74.3151010693586,40.5392535
71,85936,-109.335505987108,34.576897
72,85324,-112.059911092219,34.078591
73,85329,-112.296007326603,33.430486
74,32780,-80.8319772245046,28.5483615
75,33980,-82.0495418880571,26.985212
76,46617,-86.2312972798621,41.683208
77,47601,-87.2657614656188,38.049268
78,47306,-85.4066991976534,40.2056545
79,46173,-85.4763422014619,39.604821
80,46738,-85.1340840428661,41.322869
81,24558,-78.9422649411376,36.7754905
82,24483,-79.2154215155049,37.8068325
83,23917,-78.3905007223349,36.63909
84,23185,-76.7402346989274,37.2439835
85,16238,-79.5199478314427,40.7883
86,16101,-80.2694281370607,40.97081
87,15211,-80.0121000846296,40.429542
88,97479,-123.110068656383,43.416071
89,16054,-79.6549795560599,41.156112
90,39305,-88.647264052212,32.4799955
91,39153,-89.4781952435277,32.05664
92,38863,-89.0049976794817,34.22755
93,38703,-90.9930119761907,33.4432980214144
94,38858,-88.522041693944,34.102197
95,38611,-89.7217300082774,34.8404695
96,38848,-88.2599464658569,33.9345882197285
97,39747,-89.5549082613722,33.430989
98,72396,-90.8630571658954,35.231317
99,72651,-92.4742180120034,36.3870965
100,71647,-92.1200280028657,33.3622855
101,74365,-95.0870755010215,36.289054
102,71467,-92.4075836866217,31.5923055
103,70040,-89.9195497974489,29.730429
104,71032,-93.8094919649176,32.086926
105,70113,-90.0830226422217,29.94366
106,70443,-90.5293168626076,30.6287375
107,71234,-92.3372544896577,32.6416955
108,88434,-103.369959762503,35.1491705
109,10037,-73.937962209768,40.8132295
110,78840,-100.911794044404,29.716098
111,75751,-95.8729457339913,32.0767915
112,76437,-99.0156824504425,32.4126665
113,75941,-94.7650895996503,31.1825915
114,76470,-98.6554923302475,32.484466
115,76082,-97.7126228955667,32.97604
116,77484,-95.9007482412098,30.0811835
117,78076,-99.1624029965983,26.930099
118,77859,-96.6082095470845,30.867335
119,75482,-95.5881900051634,33.160029
120,24589,-78.7473244302262,36.731896
121,23513,-76.2372967520626,36.889445
122,36051,-86.4989947169996,32.6913285
123,35126,-86.6557591896816,33.73345
124,26508,-79.9412509462948,39.5858265
125,26378,-80.4093508921074,39.121542
126,25541,-82.1187487964483,38.450322
127,26866,-79.2385608528283,38.8114805
128,25063,-80.8978465579031,38.5824925
130,77316,-95.6888891394107,30.3131215
131,92040,-116.891653447954,32.893652
132,96001,-122.461164662857,40.6085845
133,90211,-118.381571775619,34.065345
134,90814,-118.142928183385,33.7707935
135,92866,-117.844338059058,33.7858435
136,65254,-92.8172003600637,39.193624
137,95369,-120.381056549895,37.523116
138,96091,-122.71748962234,41.0370305
139,93546,-118.926892820095,37.6354125
140,95605,-121.539968968545,38.592267
141,93461,-120.284044950626,35.6366165
142,94019,-122.386456139472,37.4290779587699
143,78387,-97.5852569319609,28.074727
144,77954,-97.2830945675331,29.115904
145,01585,-72.142850537357,42.2320725
146,49258,-84.6584725691587,42.060209
147,48202,-83.0783195795038,42.375069
148,48456,-82.7589016491823,43.6789705
149,66040,-94.7006291274025,38.3661345
150,66419,-95.6076367291808,39.354947
151,82630,-107.308771131226,43.3045225
152,82225,-104.289938213981,42.9930245
153,25565,-81.9351141620718,38.1136745
154,90265,-118.873004720476,34.073746
155,25962,-80.8257552491874,37.9814685
156,25045,-81.3198218407672,38.4680335
157,25043,-81.0099425542637,38.444667
158,24986,-80.2230346856776,37.9053965
159,25514,-82.516486009634,38.060247
160,08006,-74.1076085927445,39.7540427519414
161,03101,-71.4646812562252,42.988936
162,68440,-97.0060960325459,40.0503545
163,68531,-96.7104190972613,40.9072845
164,69210,-99.8402210002697,42.4289295
165,68183,-95.9397708282097,41.2570885
166,77448,-96.0829050262947,29.4142565
167,11414,-73.8456290112395,40.6589615
168,95431,-122.518023981378,38.3482865
169,50608,-92.9601272016529,42.5890025
170,29349,-82.0370863344477,35.0815105
171,29710,-81.2643767779203,35.0740795
172,29944,-81.060346222876,32.7710215
173,35085,-86.7343988838621,32.9794315
174,08056,-75.2578368639443,39.787883
175,58831,-103.613976151561,47.8487515
176,71071,-93.4340617905902,32.897549
177,04758,-67.8477791536652,46.568075
178,04260,-70.300912803849,43.966529
179,04294,-70.2585502112692,44.630449
180,04570,-69.6312017588199,43.8089906089437
181,04740,-67.8548685955077,46.644158
182,21622,-76.173469698934,38.409635
183,78661,-97.727656866557,29.73075
184,35580,-87.2792501862059,33.7023105
185,36029,-85.8845318351264,32.1967525
186,36432,-87.0887087435364,31.335985
187,72530,-91.9567415666372,35.620541
188,72087,-92.8121426201304,34.5815375
189,84063,-109.683916503255,40.1938565
190,84530,-109.397861311658,38.2337805
191,84761,-112.872185830428,37.8479825
192,84037,-111.835365484179,40.985612
193,84713,-112.629042999504,38.3765515
194,19383,-75.6040277770089,39.9381265
195,17034,-76.7851693926456,40.206975
196,17508,-76.2137484015434,40.124671
197,15745,-78.9171336857027,40.622666
199,15348,-79.9929854136968,39.989263
200,18065,-75.6125178852524,40.698408
201,56628,-93.5948080883303,47.677795
202,32008,-82.868075321227,29.8947185
203,32681,-82.214105474045,29.4261815
204,31029,-83.898169081421,33.027767
205,61051,-89.7727712698186,41.9991065
206,93285,-118.499422164611,35.721025
207,96076,-122.973424325045,40.3886035
208,95327,-120.544490433931,37.856431
209,95454,-123.490335841809,39.787927
210,29424,-79.9382533486565,32.7845365
211,57780,-102.460056960098,43.7792
212,14810,-77.3372672953638,42.36247
213,14058,-78.1741267318725,43.106161
214,44481,-80.8619386177445,41.171829
215,45209,-84.4242418422078,39.155368
216,41180,-82.8783217065222,38.1316455
217,57021,-96.9741965259708,43.264999
218,52036,-91.338886351275,42.4722875
219,51637,-95.1179321040799,40.620909
220,76692,-97.3223297431954,31.9554745
221,20646,-76.9614827058561,38.5195595
222,21136,-76.7518267373872,39.4860375
223,01741,-71.3531936473895,42.53161
224,74522,-95.6748542844841,34.8801905
225,97639,-121.472937439752,42.429576
226,97536,-122.453968725041,42.812728
227,97462,-123.321025106834,43.484497
228,97380,-123.934995098244,44.771672
229,87419,-107.423104833494,36.8653255
230,71772,-93.1265501764478,33.833676
231,44232,-81.4634858373692,40.932848
232,80503,-105.216549104407,40.1795575
233,80512,-105.518102767218,40.6393245
234,81323,-108.332753942841,37.6259175
235,31329,-81.3667838034105,32.4211705
236,11970,-72.5754178543499,40.940745
237,30912,-81.9887649704199,33.4708985
238,31771,-83.665048537516,31.2559145
239,10505,-73.7504035981422,41.3424565
240,54531,-89.8324619341642,45.7365505
241,54931,-88.6643090150627,44.2689655
242,15952,-78.7779297667528,40.305868
243,06232,-72.3774025312343,41.7320535
244,06090,-72.8628123010626,41.9491125
245,81152,-105.253145982456,37.144907
246,32331,-83.6110433846749,30.446765
247,11579,-73.6446750453888,40.8436325
248,66112,-94.7696903629063,39.112747
249,28645,-81.4943196308735,35.9685925
250,28562,-77.12193165328,35.0689565
251,27332,-79.1606075835985,35.363963
252,27983,-76.9547366825187,35.968171
253,28164,-81.0707255459415,35.3855135
254,27301,-79.6795047708552,36.107985
255,27707,-78.9655979059594,35.94861
256,27886,-77.5332926813075,35.8762155
257,25112,-81.7670705759984,38.3803695
258,82729,-104.396388366786,44.342215
259,82712,-104.121593091802,44.531961
260,15434,-79.8854366989845,40.080278
261,21869,-75.8785533588963,38.4006875
262,27411,-79.7715242153105,36.0758365
263,54926,-89.017992281909,44.614801
264,74866,-96.8492994784085,35.067624
265,97326,-123.594824709798,44.624755
266,78881,-99.4684953946812,29.3672965
267,03581,-71.1232391480519,44.3266915
268,79846,-103.988198397915,29.4170355
269,45841,-83.7323165017622,40.8814105
270,65278,-92.4132205011331,39.3417115
271,64432,-94.661108253103,40.2620065
272,06450,-72.7752218867478,41.537751
273,06753,-73.3442774810407,41.826786
274,52312,-91.2452642142254,42.0061685
275,49880,-87.2220966554943,46.1171505
276,61955,-87.5879236691555,39.5820155
277,42729,-86.0937344181445,37.290109
278,43717,-81.5547525282965,39.78831
279,76654,-97.0136112865306,31.7255045
280,83301,-114.511100516769,42.4225755
281,83226,-114.202000961389,44.4989215
282,83622,-115.923646067735,44.099747
283,83861,-116.553539424307,47.2486185
284,73567,-98.1686631012368,34.7438215
285,73842,-99.1689031679448,36.814123
286,68182,-96.0106819136702,41.2580895
287,66961,-97.7766992827942,39.696807
288,19943,-75.6301099823297,39.0159755
289,32328,-84.8407707869134,29.7686815
290,20418,-77.0477647498213,38.892801
291,35036,-86.9180597445152,33.639
292,84537,-111.175538804819,39.295588
293,27412,-79.8109631128898,36.069456
294,77426,-96.2658560581958,30.1241045
295,79517,-101.242970093553,32.8571535
296,04088,-70.7185438898074,44.1911475
297,97640,-120.522076693041,42.8963185
298,07880,-74.8955485827419,40.8708445
299,16140,-80.5111766756315,41.0924998927265
300,26815,-79.3798130246288,38.51065
301,17880,-77.123761718475,40.890817
302,17606,-76.3047741452991,40.1114775
303,15346,-80.076585061889,39.9355065
304,01033,-72.5058041208453,42.263194
305,52307,-91.9022770016749,41.7906925
306,39086,-90.7813499025377,31.9586635
307,13747,-74.9827902629229,42.489645
308,28318,-78.6108162762704,35.0287515
309,45677,-82.7592049397614,38.79735
310,74946,-94.4497232802966,35.3954335
311,50227,-93.4296535495033,42.5921105
312,85911,-110.429026170162,34.1522325
313,31825,-84.6552894508855,32.0771705
314,84762,-112.733069263783,37.460811
315,04781,-68.6311569274602,47.171849
316,23147,-77.0394151671271,37.369632
317,07014,-74.1311926482807,40.832478
318,81331,-108.887990344425,37.480436
319,03043,-71.8158751374586,42.9940695
320,16550,-80.0849486732896,42.133774
321,40357,-84.1086049864145,38.145256
322,80293,-104.989717075757,39.7460855
323,44630,-81.4040566514522,40.9269045
324,76909,-100.465782036804,31.440298
325,04267,-70.7711186578043,44.2250715
326,30070,-83.89515734875,33.5735135
327,15691,-79.6823646827597,40.297121
328,14856,-77.3701343253769,42.376459
329,45501,-83.8074472334727,39.926334
330,25305,-81.6134483516949,38.337646
331,30332,-84.4045818191878,33.777141
332,74082,-95.8811624920253,36.4496515
333,97346,-122.392641624161,44.7560275
334,05904,-71.6990589469398,44.4178755
335,77843,-96.3409204461944,30.6151605
336,36564,-87.9144519316506,30.469063
337,11556,-73.5835396628615,40.720373
338,61424,-89.634961933879,41.08122
339,04353,-69.6145203980416,44.1895935
340,82922,-110.413574229691,43.122555
341,19735,-75.5967443681005,39.8073825
342,37232,-86.8025384884053,36.1417685
343,97432,-123.43053151803,43.1033845
344,83525,-115.376304843267,45.7320245
345,43553,-84.2228896119783,41.530991
346,74943,-95.1063114067756,35.099602
347,54127,-88.2681314810923,44.7975495
348,35573,-87.5499322752463,33.9011705
349,54637,-90.2694775054248,43.878883
350,29425,-79.9485110591297,32.785097
351,15705,-79.161526790877,40.6151295
352,16684,-78.2973435352583,40.636191
353,17504,-76.328504645775,40.02434
354,99014,-117.597321063341,47.560842
355,50593,-94.8983258946563,42.6579705
356,98609,-122.865958918781,46.0710255
357,30414,-81.9872540152893,32.1569315
358,28362,-79.1283573761631,34.370445
359,95675,-120.74242978213,38.544067
360,46624,-86.2516285856628,41.702473
361,43007,-83.4096179031435,40.3347815
362,16601,-78.4148352226781,40.5491805
363,17740,-77.2849029387036,41.2218505
364,15557,-79.1727207852036,39.9127795
365,16749,-78.4485741679301,41.766126
366,16335,-80.1482670078191,41.6457925
367,16701,-78.8395616696875,41.869388
368,16914,-76.80067987491,41.859626
369,19082,-75.2669294611777,39.9596025
370,30540,-84.5571032516228,34.7062805
371,30175,-84.5229548976418,34.5512105
372,30734,-84.722318455444,34.5309195
373,30107,-84.3598884978064,34.341721
374,30445,-82.600702485322,32.1805715
375,31639,-83.1916981853126,31.2094365
376,31096,-82.7218908188863,32.711976
377,30223,-84.2694328800498,33.2882135
378,48374,-83.5243008056044,42.4701995
379,48309,-83.1852296548867,42.658353
380,07628,-73.9932433365723,40.945619
381,07440,-74.295840158621,40.9489265
382,07086,-74.0152687892374,40.7686285
383,59068,-109.380283790241,45.226139
384,63435,-91.5846717998376,40.2023415479071
385,65653,-93.1318519157083,36.776127
386,64656,-93.687695511739,39.676938
387,98014,-121.898340890777,47.6805855
388,59825,-113.586507371581,46.660999
389,59086,-110.644539182786,46.0236175
390,59046,-108.998625878619,46.4423275
391,59528,-110.422795007095,48.626317
392,37072,-86.7512225290837,36.353951
393,37664,-82.5234260711829,36.5011125
394,57702,-103.417181185761,44.045225
395,57772,-102.47084147509,43.4074745
396,62801,-89.1634128679572,38.5018665
397,62305,-91.2810189930005,39.912976
398,27889,-77.0462624173588,35.595095
399,27565,-78.6474947320822,36.3521115
400,60924,-87.8989587359747,40.563182
401,45769,-82.0102712909173,39.0943585
402,40403,-84.1898377853061,37.571713
403,42431,-87.4363522765688,37.364584
404,42164,-86.2115424195017,36.7828415
405,40511,-84.4979584612069,38.135918
406,40004,-85.4601947941161,37.7939965
407,40056,-85.4850062492846,38.3033645
408,41064,-84.0648714995727,38.5119115
409,40143,-86.5011585218658,37.7733135
410,42025,-88.3284384779923,36.861928
411,45122,-84.1381994996341,39.2251725
412,42602,-85.1368660926272,36.7542845
413,53538,-88.8183970218994,42.921637
414,53105,-88.2864717293314,42.65106
415,54525,-90.2248844320557,46.4291065
416,45806,-84.1354194479473,40.6790765
417,44107,-81.8003143940516,41.4814125
418,43926,-80.6233455651237,40.5107455
419,50455,-92.6482776664817,43.451468
420,50440,-93.0738727070549,43.3349875
421,50311,-93.6650176046511,41.6015775
422,56044,-93.9524585581008,44.576171
423,56630,-94.4486407361545,47.755621
424,55051,-93.3296855165274,45.930641
425,56058,-93.8508626337236,44.429611
426,64477,-94.4640311686194,39.5826445
427,58472,-98.6878609966972,46.630912
428,58004,-97.25031436104,47.0280115
429,58581,-99.8164134202121,46.0716885
430,86046,-112.176099933443,35.4330615
431,86031,-110.058973087876,35.402481
432,33612,-82.4516220696439,28.0508345
433,33830,-81.7909640399599,27.882992
434,32610,-82.3433558600598,29.640699
435,32091,-82.1480218741168,29.919055
436,33967,-81.8130793422311,26.4718435
437,32909,-80.6357033326531,27.914374
438,46167,-86.4666716974161,39.873869
439,47112,-86.1451854217645,38.183618
440,24315,-81.0009803512852,37.1431345
441,22842,-78.7165032806145,38.7887185
442,23832,-77.6946787975679,37.3852575
443,23803,-77.4732310489011,37.201843
444,24088,-80.0880945655552,36.89044
445,22572,-76.7492589144255,37.969752
446,97338,-123.349838874938,44.922859
447,16125,-80.3909228977612,41.404161
448,97527,-123.346313562084,42.372055
449,16151,-80.205500941006,41.442719
450,18431,-75.2468613566429,41.6243365
451,39350,-89.099587400695,32.807103
452,39483,-89.9005121299432,31.2422125
453,39211,-90.1270366460872,32.3655925
454,39180,-90.8586812330978,32.2209835
455,39338,-89.2414723707403,32.095126
456,72015,-92.6151501293031,34.501717
457,72556,-91.942332517103,36.0262915
458,72832,-93.6685773507156,35.4286735
459,72459,-91.2597780456859,36.296808
460,74457,-94.8250093490985,36.0230795
461,74048,-95.6206643264394,36.717298
462,73736,-97.6756360594413,36.3469665
463,73628,-99.6865879672954,35.624508
464,71342,-92.1058949836089,31.5915775
465,88007,-106.949941210487,32.41851
466,87305,-108.734436523542,35.4133205
467,87499,-108.233571270431,36.326363
468,11548,-73.6222502674943,40.8142205
469,87825,-107.482792043231,33.890631
470,75462,-95.4618827843918,33.6416885
471,77021,-95.352442428472,29.6948555
472,78046,-99.3464086658246,27.3792005
473,77378,-95.3873233110634,30.4608705
474,78393,-97.3788038709332,28.189819
475,79079,-100.22493871815,35.193886764325
476,76905,-100.353627797539,31.530574
477,78653,-97.5360569703149,30.342325
478,75766,-95.2166438087642,31.9501555
479,76065,-96.9853091811743,32.452342
480,23870,-77.500553324448,36.7524775
481,23842,-77.2228301160314,37.136827
482,35957,-86.2027727030852,34.1917525
483,35007,-86.7847562544003,33.221138
484,26264,-79.834874274365,38.5977515
485,25301,-81.6301081382306,38.3499345
486,25126,-81.3707127666383,38.195412
488,77554,-94.9695468861697,29.1968753384755
489,92544,-116.839748866676,33.635526
490,95206,-121.376542465851,37.902474
491,95041,-122.058873517566,37.050086
492,95472,-122.880999169258,38.403811
493,95963,-122.195831657563,39.7255945
494,92273,-115.697692150562,32.806624
495,96078,-122.176355856614,40.08283
496,13440,-75.5210498410696,43.21021
497,10473,-73.8588947857578,40.815545
498,92283,-114.810454654214,32.8816475
499,75554,-94.7628329264333,33.560582
500,75661,-94.149231647485,32.6336175
501,75803,-95.6198580357878,31.854417
502,76502,-97.4213283213172,31.104355
503,01570,-71.8493509703863,42.058458
504,49663,-85.4279574568562,44.4278145
505,01608,-71.8005846948682,42.2623245
506,67202,-97.3351882116267,37.6883685
507,54850,-90.5819177359629,46.9388986808013
508,82930,-110.804860680352,41.113108
509,98237,-121.691920878885,48.531263
510,95053,-121.937908342529,37.34901
511,10036,-73.9917072320288,40.7599725
512,03447,-72.1479981046495,42.7550120800012
513,69141,-102.917780643701,41.2941535
514,68785,-96.7221338896738,42.4388705
515,76104,-97.3085628502119,32.7221565
516,85922,-109.212009664188,33.4318125
517,90089,-118.286735930997,34.022817
518,95246,-120.4824835277,38.234535
519,50026,-94.4495384965601,41.8561885
520,29620,-82.4194310297509,34.1634005
521,29016,-81.0042153928566,34.2070415
522,07927,-74.4536069414223,40.821528
523,04236,-70.144316949187,44.1929795
524,04864,-69.2474991427963,44.121323
525,98362,-123.348841799397,47.996388
526,83422,-111.223024422145,43.7128005
527,62824,-88.3559131407063,38.6851285
528,78622,-97.7873046168868,29.7737815
529,35179,-86.9949338527065,34.268364
530,36582,-88.1480851403083,30.5005705
531,36108,-86.4112275171121,32.3437515
532,35541,-87.1879157035774,34.0810445
533,48039,-82.5559178440238,42.6813081772065
534,49862,-86.7626137255814,46.3639125
535,17077,-76.5370702433104,40.4027535
536,19436,-75.2503636704471,40.2004495
537,17979,-76.2036240086207,40.564941
538,17576,-76.1985555493484,40.032618
539,19095,-75.1519376982396,40.0850825
541,87830,-108.708451506611,33.7247885
542,87573,-105.72241590597,35.7623595
544,15034,-79.8919380908238,40.3486435
545,39482,-89.5625204653912,31.38907
546,32361,-83.992286883751,30.35718
547,62231,-89.2911339111844,38.614198
548,60458,-87.8370706780461,41.7472175
549,38260,-89.2097857670657,36.370862
550,35961,-85.8426018406433,34.284787
551,36024,-86.0279558034412,32.6445445
552,35072,-86.0515650832565,33.0702535
553,95514,-123.664068218818,40.2972975
554,38618,-89.8725303509363,34.7103135
555,11355,-73.8209019778342,40.7510405
556,14201,-78.8857138761892,42.8950130984637
557,11697,-73.923278349882,40.5552035
558,40078,-85.1379439584176,37.8474885
559,40507,-84.4951369838252,38.045551
560,42533,-84.5940316295646,37.0661965
561,57007,-96.7832523094663,44.319396
562,21005,-76.1982459620271,39.431159
563,02717,-70.9920647151965,41.752051
564,20851,-77.1235764445291,39.078912
565,97760,-121.30963530868,44.3945225
566,97868,-118.848788710121,45.408291
567,35466,-87.9078894629439,33.2702795
568,22722,-78.2253674936234,38.4613595
569,36775,-86.9813315957315,32.2095055
570,24570,-79.4264298512458,37.3472115
571,72829,-93.1746630388861,35.103077
572,81623,-107.271280269757,39.262157
573,81137,-107.598887194629,37.0311305
574,80433,-105.298647368072,39.4942815
575,30606,-83.4454087208783,33.9387505
576,30346,-84.3378968218385,33.9227655
577,30090,-84.5485000491323,33.9539085
578,53583,-89.8258859854651,43.261847
579,52774,-90.5944134191347,41.908397
580,15031,-80.159906419974,40.3485795
581,06067,-72.6652069727888,41.657985
582,06066,-72.4624065374982,41.838319
583,11719,-72.9151010440852,40.78099
584,28115,-80.7541722451555,35.587735
585,28625,-80.8833535904977,35.884178
586,27041,-80.488519920976,36.4007695
587,28607,-81.6518403904116,36.2191925
588,28458,-78.0785978302844,34.8135705
589,28379,-79.7690790077705,34.9307445
590,99149,-117.478908474434,47.223263
591,82224,-104.938262950403,42.916585
592,93254,-119.640078588166,34.9400525
593,10007,-74.0072805065878,40.713462
594,26424,-80.1753261696814,39.2869525
595,32464,-85.9326562766445,30.861354
596,74458,-95.588701822528,35.8894785
597,61112,-88.9751998278363,42.240397
598,97880,-118.872015403523,45.081748
599,97846,-117.189913179789,45.3006415
600,97463,-122.39699936187,43.735388
601,75630,-94.5850709870055,32.873587
602,30018,-83.8000602845506,33.717191
604,79505,-99.8612083731591,33.544485
605,35491,-88.0977792972423,32.939246
606,37756,-84.3763534881669,36.293507
607,61334,-89.0858458578029,41.1535685
608,50040,-94.1011972207364,42.1736115
609,95545,-124.075954811173,40.260404
610,49808,-87.8662673024206,46.808527
611,49884,-86.392362349806,46.379103
613,58006,-97.1972721898437,47.100804
614,79018,-102.471237949315,35.6700165
615,67862,-101.929204373732,37.480035
616,83227,-114.480121778986,44.1606115
617,25913,-81.4746927023797,37.7065075
618,66522,-95.9384816738627,39.8665865
619,20551,-77.0458027783889,38.8928005
620,75687,-94.9640296434697,32.105842
621,80813,-104.99136857264,38.750387
622,10919,-74.3833346216987,41.523728
623,04259,-70.0147448888442,44.218225
624,93207,-118.614092402987,35.895474
625,98548,-123.427989638767,47.472581
626,80735,-102.199755321591,39.7323325
627,02876,-71.5833693142016,41.9979225
628,36101,-86.2976415789995,32.3818595
629,54629,-91.6687029255972,44.1468055
630,98862,-120.103585058414,48.627604
631,81141,-105.891478366329,37.170331
632,38733,-90.7350011261083,33.744336
633,34487,-82.6127303926536,28.781803
634,32723,-81.3046122232176,29.0347435
635,27562,-78.9719643540816,35.6205685
636,08832,-74.3203660658196,40.505655
637,38389,-89.1216262535297,36.103515
638,40448,-84.7580474605174,37.455998
639,84716,-111.438727008164,37.9613495
640,52168,-91.9529519709373,43.2044745
641,70397,-90.8284359723987,29.3757585
642,23130,-76.2656651766379,37.3935115
643,08544,-74.6584935449747,40.3475175
644,89823,-115.280156213324,40.9513225
645,17887,-76.8880144840479,41.0753415
646,92275,-115.886070077356,33.222494
647,85236,-111.719452031713,33.322899
648,44555,-80.649635317012,41.107545
649,83414,-110.962787451245,43.858216
650,04234,-70.1935526467599,44.616327
651,27202,-79.5058104809279,36.185837
652,13024,-76.5741368441922,42.9346525
653,71497,-93.0977255535714,31.7483405
654,59489,-109.238208097214,47.632568
655,62852,-87.8675008440642,38.3494725
656,60969,-88.1502680717661,41.1108045
657,37929,-83.9159664371742,35.962396
658,15290,-80.0192395355111,40.4571615
659,02762,-71.3348647079984,42.01663
660,32306,-84.2944561827683,30.443082
661,85026,-111.973737353703,33.449162
662,83656,-116.797897040023,43.726346
663,72615,-93.0115078298364,36.315256
664,40221,-85.7532145334902,38.186978
665,56525,-96.7531024843575,46.673784
666,33530,-82.1717618652649,27.9091715
667,92161,-117.231527287394,32.8744085
668,85721,-110.949565254728,32.23108
669,91371,-118.575902000341,34.184592
670,83253,-113.718760606771,44.537967
671,83215,-112.813385453661,43.4440275
672,04341,-69.556116510112,44.260754
673,02823,-71.545170298115,41.734502
675,15324,-80.0656108821401,40.100487
676,47420,-86.5492750115021,38.9172485
677,36476,-86.5447954650452,31.3516745
678,47021,-85.148558024935,38.9703425
679,76598,-97.7346886332309,31.4747585
680,46789,-85.1974666420556,41.582318
681,27594,-78.1662891824141,36.4698745
682,46045,-86.1483839073593,40.2897885
683,28282,-80.8452903067888,35.224815
684,70457,-90.1132195770344,30.527243
685,15139,-79.8346239033685,40.522508
686,19506,-76.1299136597449,40.463267
687,15317,-80.1657032145428,40.2724785
688,15370,-80.1584126150639,39.883833
689,15541,-78.9987485164788,40.0641465
690,30507,-83.7598726346537,34.265012
691,30530,-83.4013602244154,34.2388275
692,30457,-82.6147055729666,32.399272
693,30741,-85.294924879463,34.938625
694,31308,-81.4819343732636,32.1744015
695,31014,-83.3785098506142,32.431568
696,89123,-115.149474826453,36.035381
697,48336,-83.3470930519404,42.4631915
698,48614,-84.2998786656619,43.24779
699,07457,-74.3120126558951,40.992683
700,08243,-74.7012269139452,39.1510161212875
701,08037,-74.7768926227774,39.6292165
702,63670,-90.185598362021,37.881251
703,64431,-95.0030473857719,40.528219
704,63050,-90.5777402692129,38.2616245
705,65648,-93.1463270299855,37.412356
706,59011,-109.899611981381,45.9258985
707,59832,-113.154497716682,46.62197
708,59736,-113.347976527944,45.3373575
709,98294,-121.762623381232,47.8563105
710,38305,-88.6899713270821,35.7128915
711,38320,-88.1146172539704,36.0311065
712,37190,-86.0306510939539,35.8374295
713,38063,-89.6780322627984,35.7402038128826
714,37885,-84.1069026486142,35.5226225
715,37370,-84.7112678363601,35.3522275
716,57625,-100.920947531751,44.961135
717,57732,-103.695164399104,44.246541
718,38472,-87.0354343886697,35.3807805
719,60550,-88.8726741449992,41.784852
720,28086,-81.3859785753664,35.2561815
721,62540,-89.4075609590135,39.5827015
722,60512,-88.4468597411304,41.6983885
723,42701,-85.8466398094607,37.689065
724,40744,-83.9565492925865,37.029264
725,44903,-82.4093095023431,40.768841
726,45011,-84.457759774098,39.4265
727,41472,-83.1990824217598,37.9442705
728,42642,-85.0414519672676,37.0696435
729,42345,-87.1964776221627,37.166607
730,41093,-83.5245436407181,38.380554
731,53094,-88.706495292907,43.1275925
732,53023,-88.1011032586018,43.7790285
733,45103,-84.1545780559777,39.0993285
734,52773,-90.7441168963943,41.611018
735,50452,-93.3798775838998,42.7962105
